,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2021-07-25,44600000,43410000,45790000,1190000.0
2021-08-06,44850000,43570000,46140000,1285000.0
2021-08-18,42450000,41040000,43870000,1415000.0
2021-08-30,40350000,38680000,42030000,1675000.0
2021-09-11,39030000,37270000,40790000,1760000.0
2021-09-23,6850000,50000,13700000,6825000.0
2021-10-05,2330000,20000,4650000,2315000.0
2021-10-17,990000,30000,1980000,975000.0
2021-10-29,470000,30000,950000,460000.0
2021-11-10,300000,0,610000,305000.0
2021-11-22,110000,10000,230000,110000.0
2021-12-16,60000,0,130000,65000.0
2021-12-28,20000,0,50000,25000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,0,0,0,0.0
2022-02-02,10000,0,30000,15000.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,10000,5000.0
2022-03-22,0,0,10000,5000.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,20000,0,50000,25000.0
2022-05-09,100000,10000,200000,95000.0
2022-05-21,3250000,300000,6210000,2955000.0
2022-06-02,39730000,37310000,42140000,2415000.0
2022-06-14,40840000,39020000,42680000,1830000.0
2022-06-26,45430000,43910000,46960000,1525000.0
2022-07-08,46880000,45120000,48650000,1765000.0
2022-07-20,44470000,43010000,45930000,1460000.0
2022-08-01,43330000,41840000,44810000,1485000.0
2022-08-13,43740000,42260000,45220000,1480000.0
2022-08-25,41760000,40390000,43150000,1380000.0
2022-09-06,39430000,38020000,40850000,1415000.0
2022-09-18,8410000,40000,16820000,8390000.0
2022-09-30,5550000,310000,10800000,5245000.0
2022-10-12,3040000,40000,6070000,3015000.0
2022-10-24,670000,20000,1330000,655000.0
2022-11-05,640000,0,1290000,645000.0
2022-11-17,240000,10000,480000,235000.0
2022-11-29,220000,0,450000,225000.0
2022-12-11,130000,0,270000,135000.0
2022-12-23,90000,20000,190000,85000.0
2023-01-04,20000,0,50000,25000.0
2023-01-16,20000,0,50000,25000.0
2023-01-28,30000,0,70000,35000.0
2023-02-09,0,0,0,0.0
2023-02-21,10000,0,30000,15000.0
2023-03-05,20000,0,50000,25000.0
2023-03-17,30000,0,70000,35000.0
2023-03-29,0,0,0,0.0
2023-04-10,30000,0,70000,35000.0
2023-04-22,30000,0,70000,35000.0
2023-05-04,10000,0,30000,15000.0
2023-05-16,1190000,210000,2190000,990000.0
2023-05-28,31260000,29150000,33370000,2110000.0
2023-06-09,38980000,37420000,40550000,1565000.0
2023-06-21,40640000,39420000,41860000,1220000.0
2023-07-03,43670000,42260000,45090000,1415000.0
2023-07-15,45320000,44080000,46580000,1250000.0
2023-07-27,46410000,45020000,47810000,1395000.0
2023-08-08,47050000,45270000,48840000,1785000.0
2023-09-01,44630000,43300000,45970000,1335000.0
2023-09-13,40330000,37770000,42900000,2565000.0
2023-09-25,10060000,110000,20050000,9970000.0
2023-10-07,6360000,1190000,11540000,5175000.0
2023-10-19,2490000,50000,4970000,2460000.0
2023-10-31,1980000,20000,3950000,1965000.0
2023-11-12,1290000,20000,2580000,1280000.0
2023-11-24,930000,10000,1860000,925000.0
2023-12-06,490000,10000,990000,490000.0
2023-12-18,420000,10000,850000,420000.0
2023-12-30,240000,10000,480000,235000.0
2024-01-11,140000,0,290000,145000.0
2024-02-16,90000,20000,190000,85000.0
2024-02-28,40000,0,90000,45000.0
2024-03-11,70000,0,150000,75000.0
2024-03-23,60000,0,130000,65000.0
2024-04-04,40000,0,90000,45000.0
2024-04-16,70000,0,150000,75000.0
2024-04-28,690000,20000,1380000,680000.0
2024-05-10,270000,20000,550000,265000.0
2024-05-22,2510000,40000,5000000,2480000.0
2024-06-03,31970000,30290000,33660000,1685000.0
2024-06-15,37750000,36010000,39490000,1740000.0
2024-06-27,45060000,43540000,46580000,1520000.0
2024-07-09,44910000,43520000,46300000,1390000.0
2024-07-21,44330000,42850000,45830000,1490000.0
2024-08-02,44010000,42610000,45420000,1405000.0
2024-08-14,44470000,43300000,45650000,1175000.0
2024-08-26,43310000,41970000,44650000,1340000.0
2024-09-07,40110000,38030000,42190000,2080000.0
2024-09-19,13380000,590000,26180000,12795000.0
2024-10-01,6020000,70000,11990000,5960000.0
2024-10-25,1980000,20000,3950000,1965000.0
2024-11-06,1320000,10000,2650000,1320000.0
2024-11-18,740000,0,1490000,745000.0
2024-11-30,450000,10000,910000,450000.0
2024-12-12,390000,20000,790000,385000.0
2024-12-24,360000,10000,720000,355000.0
