,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2021-08-06,3316.0,3253.0,3386.0,66.5
2021-08-18,3331.0,3285.0,3374.0,44.5
2021-08-30,3287.0,3232.0,3347.0,57.5
2021-09-11,3261.0,3225.0,3311.0,43.0
2021-09-23,3169.0,3114.0,3260.0,73.0
2021-10-05,3129.0,3081.0,3190.0,54.5
2021-10-17,3033.0,2946.0,3141.0,97.5
2021-10-29,2932.0,2858.0,3018.0,80.0
2021-11-10,1410.0,821.0,2107.0,643.0
2021-11-22,1293.0,822.0,1595.0,386.5
2021-12-16,1043.0,820.0,1211.0,195.5
2021-12-28,884.0,820.0,960.0,70.0
2022-01-09,828.0,820.0,847.0,13.5
2022-01-21,820.0,820.0,821.0,0.5
2022-02-02,820.0,820.0,820.0,0.0
2022-02-14,820.0,820.0,820.0,0.0
2022-02-26,820.0,820.0,820.0,0.0
2022-03-10,820.0,820.0,820.0,0.0
2022-03-22,820.0,820.0,820.0,0.0
2022-04-03,820.0,820.0,820.0,0.0
2022-04-15,820.0,820.0,820.0,0.0
2022-04-27,1012.0,877.0,1115.0,119.0
2022-05-09,1405.0,1326.0,1495.0,84.5
2022-05-21,1940.0,1750.0,2105.0,177.5
2022-06-02,2570.0,2501.0,2643.0,71.0
2022-06-14,2767.0,2736.0,2799.0,31.5
2022-06-26,2988.0,2940.0,3052.0,56.0
2022-07-08,3320.0,3263.0,3386.0,61.5
2022-07-20,3300.0,3232.0,3386.0,77.0
2022-08-01,3315.0,3251.0,3378.0,63.5
2022-08-13,3325.0,3278.0,3374.0,48.0
2022-08-25,3320.0,3285.0,3355.0,35.0
2022-09-06,3269.0,3215.0,3338.0,61.5
2022-09-18,3207.0,3143.0,3319.0,88.0
2022-09-30,3092.0,2971.0,3285.0,157.0
2022-10-12,3112.0,3012.0,3260.0,124.0
2022-10-24,3031.0,2901.0,3231.0,165.0
2022-11-05,3139.0,3084.0,3209.0,62.5
2022-11-17,3135.0,3096.0,3187.0,45.5
2022-11-29,3009.0,2908.0,3148.0,120.0
2022-12-11,2889.0,2766.0,3008.0,121.0
2022-12-23,2779.0,2714.0,2856.0,71.0
2023-01-04,1270.0,820.0,1497.0,338.5
2023-01-16,1063.0,820.0,1227.0,203.5
2023-01-28,898.0,820.0,978.0,79.0
2023-02-09,821.0,821.0,823.0,1.0
2023-02-21,820.0,820.0,820.0,0.0
2023-03-05,820.0,820.0,820.0,0.0
2023-03-17,820.0,820.0,820.0,0.0
2023-03-29,820.0,820.0,820.0,0.0
2023-04-10,820.0,820.0,820.0,0.0
2023-04-22,820.0,820.0,821.0,0.5
2023-05-04,1025.0,975.0,1087.0,56.0
2023-05-16,1752.0,1505.0,1928.0,211.5
2023-05-28,2337.0,2291.0,2388.0,48.5
2023-06-09,2695.0,2669.0,2718.0,24.5
2023-06-21,2868.0,2847.0,2886.0,19.5
2023-07-03,3122.0,3096.0,3154.0,29.0
2023-07-15,3251.0,3177.0,3386.0,104.5
2023-07-27,3319.0,3258.0,3378.0,60.0
2023-08-08,3321.0,3265.0,3386.0,60.5
2023-09-01,3362.0,3350.0,3386.0,18.0
2023-09-13,3350.0,3322.0,3386.0,32.0
2023-09-25,3305.0,3238.0,3378.0,70.0
2023-10-07,3147.0,3037.0,3386.0,174.5
2023-10-19,3247.0,3174.0,3371.0,98.5
2023-10-31,3178.0,3089.0,3355.0,133.0
2023-11-12,3344.0,3342.0,3344.0,1.0
2023-11-24,3324.0,3322.0,3327.0,2.5
2023-12-06,3311.0,3305.0,3319.0,7.0
2023-12-18,3292.0,3285.0,3296.0,5.5
2023-12-30,3253.0,3240.0,3270.0,15.0
2024-01-11,3223.0,3207.0,3236.0,14.5
2024-02-16,849.0,821.0,896.0,37.5
2024-02-28,828.0,822.0,849.0,13.5
2024-03-11,828.0,822.0,852.0,15.0
2024-03-23,825.0,821.0,831.0,5.0
2024-04-04,823.0,821.0,825.0,2.0
2024-04-16,821.0,820.0,823.0,1.5
2024-04-28,1188.0,936.0,1287.0,175.5
2024-05-10,1733.0,1593.0,1821.0,114.0
2024-05-22,2211.0,2095.0,2303.0,104.0
2024-06-03,2323.0,2283.0,2368.0,42.5
2024-06-15,2631.0,2608.0,2660.0,26.0
2024-06-27,3340.0,3320.0,3360.0,20.0
2024-07-09,3344.0,3316.0,3371.0,27.5
2024-07-21,3291.0,3246.0,3337.0,45.5
2024-08-02,3369.0,3360.0,3386.0,13.0
2024-08-14,3278.0,3207.0,3386.0,89.5
2024-08-26,3198.0,3110.0,3378.0,134.0
2024-09-07,3347.0,3322.0,3374.0,26.0
2024-09-19,3252.0,3190.0,3356.0,83.0
2024-10-01,3169.0,3085.0,3344.0,129.5
2024-10-25,3164.0,3089.0,3300.0,105.5
2024-11-06,3285.0,3270.0,3293.0,11.5
2024-11-18,3261.0,3247.0,3278.0,15.5
2024-11-30,3245.0,3232.0,3260.0,14.0
2024-12-12,3221.0,3204.0,3236.0,16.0
2024-12-24,933.0,821.0,1026.0,102.5
