,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1452.0,1420.0,1929.0,254.5
2017-06-16,1699.0,1500.0,2287.0,393.5
2017-06-28,1656.0,1489.0,1796.0,153.5
2017-07-10,1683.0,1516.0,1836.0,160.0
2017-07-22,1746.0,1543.0,1886.0,171.5
2017-08-03,1894.0,1711.0,2058.0,173.5
2017-08-15,1693.0,1494.0,1827.0,166.5
2017-08-27,1713.0,1493.0,1896.0,201.5
2017-09-08,2276.0,1910.0,2533.0,311.5
2017-09-20,1710.0,1498.0,2531.0,516.5
2017-10-02,1894.0,1763.0,2627.0,432.0
2017-10-14,2376.0,2169.0,3073.0,452.0
2017-10-26,820.0,820.0,820.0,0.0
2017-11-07,820.0,820.0,820.0,0.0
2017-11-19,820.0,820.0,820.0,0.0
2017-12-01,820.0,820.0,820.0,0.0
2017-12-13,820.0,820.0,820.0,0.0
2017-12-25,820.0,820.0,820.0,0.0
2018-01-06,820.0,820.0,820.0,0.0
2018-01-18,820.0,820.0,820.0,0.0
2018-01-30,820.0,820.0,820.0,0.0
2018-02-11,820.0,820.0,820.0,0.0
2018-02-23,820.0,820.0,820.0,0.0
2018-03-07,820.0,820.0,820.0,0.0
2018-03-19,820.0,820.0,820.0,0.0
2018-03-31,820.0,820.0,820.0,0.0
2018-04-12,820.0,820.0,820.0,0.0
2018-04-24,820.0,820.0,823.0,1.5
2018-05-06,922.0,859.0,978.0,59.5
2018-05-18,978.0,957.0,1169.0,106.0
2018-05-30,1106.0,1068.0,1325.0,128.5
2018-06-11,1365.0,1308.0,1851.0,271.5
2018-06-23,1447.0,1418.0,1882.0,232.0
2018-07-05,1549.0,1456.0,1774.0,159.0
2018-07-17,1589.0,1467.0,1988.0,260.5
2018-07-29,1897.0,1750.0,2026.0,138.0
2018-08-10,1745.0,1651.0,1838.0,93.5
2018-08-22,1740.0,1639.0,1849.0,105.0
2018-09-03,1859.0,1606.0,2061.0,227.5
2018-09-15,2258.0,1977.0,2504.0,263.5
2018-09-27,2436.0,2314.0,2672.0,179.0
2018-10-09,2509.0,2454.0,2743.0,144.5
2018-10-21,2622.0,2544.0,2864.0,160.0
2018-11-02,2725.0,2697.0,2963.0,133.0
2018-11-14,2636.0,2629.0,3003.0,187.0
2018-11-26,2731.0,2729.0,3028.0,149.5
2018-12-08,2048.0,2046.0,3134.0,544.0
2018-12-20,820.0,820.0,820.0,0.0
2019-01-01,820.0,820.0,820.0,0.0
2019-01-13,820.0,820.0,820.0,0.0
2019-01-25,820.0,820.0,820.0,0.0
2019-02-06,820.0,820.0,820.0,0.0
2019-02-18,820.0,820.0,820.0,0.0
2019-03-02,820.0,820.0,820.0,0.0
2019-03-14,820.0,820.0,820.0,0.0
2019-03-26,820.0,820.0,820.0,0.0
2019-04-07,820.0,820.0,820.0,0.0
2019-04-19,822.0,822.0,822.0,0.0
2019-05-01,833.0,833.0,833.0,0.0
2019-05-13,1177.0,1124.0,1260.0,68.0
2019-05-25,1299.0,1241.0,1781.0,270.0
2019-06-06,1695.0,1408.0,2215.0,403.5
2019-06-18,1477.0,1435.0,1815.0,190.0
2019-06-30,1814.0,1679.0,1955.0,138.0
2019-07-12,1871.0,1671.0,2099.0,214.0
2019-07-24,1757.0,1532.0,1919.0,193.5
2019-08-05,1954.0,1750.0,2158.0,204.0
2019-08-17,1782.0,1548.0,1955.0,203.5
2019-08-29,2569.0,2352.0,3050.0,349.0
2019-09-10,1764.0,1498.0,2763.0,632.5
2019-09-22,1323.0,1222.0,2346.0,562.0
2019-10-04,1775.0,1549.0,2497.0,474.0
2019-10-16,2091.0,2024.0,3291.0,633.5
2019-10-28,1037.0,1014.0,1447.0,216.5
2019-11-09,2211.0,2190.0,3227.0,518.5
2019-11-21,1833.0,1826.0,3214.0,694.0
2019-12-03,820.0,820.0,820.0,0.0
2019-12-15,820.0,820.0,820.0,0.0
2019-12-27,820.0,820.0,820.0,0.0
2020-01-08,820.0,820.0,820.0,0.0
2020-01-20,820.0,820.0,820.0,0.0
2020-02-01,820.0,820.0,820.0,0.0
2020-02-13,820.0,820.0,820.0,0.0
2020-02-25,820.0,820.0,820.0,0.0
2020-03-08,820.0,820.0,820.0,0.0
2020-03-20,820.0,820.0,820.0,0.0
2020-04-01,820.0,820.0,820.0,0.0
2020-04-13,846.0,831.0,879.0,24.0
2020-04-25,840.0,824.0,1004.0,90.0
2020-05-07,971.0,947.0,1146.0,99.5
2020-05-19,1154.0,1094.0,1340.0,123.0
2020-05-31,1273.0,1230.0,1413.0,91.5
2020-06-12,1362.0,1311.0,1602.0,145.5
