,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1103.0,1045.0,1518.0,236.5
2017-06-16,1179.0,1099.0,1891.0,396.0
2017-06-28,1281.0,1194.0,1476.0,141.0
2017-07-10,1407.0,1232.0,1560.0,164.0
2017-07-22,1509.0,1389.0,1691.0,151.0
2017-08-03,1784.0,1557.0,2026.0,234.5
2017-08-15,1400.0,1214.0,1592.0,189.0
2017-08-27,1277.0,1152.0,1774.0,311.0
2017-09-08,1473.0,1244.0,2244.0,500.0
2017-09-20,1624.0,1371.0,2424.0,526.5
2017-10-02,426.0,426.0,2430.0,1002.0
2017-10-14,445.0,443.0,1024.0,290.5
2017-10-26,426.0,426.0,519.0,46.5
2017-11-07,426.0,426.0,435.0,4.5
2017-11-19,426.0,426.0,426.0,0.0
2017-12-01,426.0,426.0,426.0,0.0
2017-12-13,432.0,432.0,432.0,0.0
2017-12-25,426.0,426.0,426.0,0.0
2018-01-06,426.0,426.0,426.0,0.0
2018-01-18,431.0,431.0,431.0,0.0
2018-01-30,426.0,426.0,426.0,0.0
2018-02-11,426.0,426.0,426.0,0.0
2018-02-23,426.0,426.0,426.0,0.0
2018-03-07,426.0,426.0,426.0,0.0
2018-03-19,426.0,426.0,426.0,0.0
2018-03-31,426.0,426.0,426.0,0.0
2018-04-12,431.0,431.0,431.0,0.0
2018-04-24,426.0,426.0,619.0,96.5
2018-05-06,890.0,766.0,1028.0,131.0
2018-05-18,818.0,798.0,1055.0,128.5
2018-05-30,911.0,892.0,1200.0,154.0
2018-06-11,1104.0,1056.0,1475.0,209.5
2018-06-23,1214.0,1166.0,1497.0,165.5
2018-07-05,1433.0,1366.0,1548.0,91.0
2018-07-17,1424.0,1364.0,1689.0,162.5
2018-07-29,1687.0,1537.0,1882.0,172.5
2018-08-10,1629.0,1528.0,1811.0,141.5
2018-08-22,1791.0,1690.0,1924.0,117.0
2018-09-03,1564.0,1454.0,2031.0,288.5
2018-09-15,1657.0,1520.0,2372.0,426.0
2018-09-27,1638.0,1503.0,2608.0,552.5
2018-10-09,448.0,447.0,2393.0,973.0
2018-10-21,437.0,437.0,2244.0,903.5
2018-11-02,437.0,436.0,1642.0,603.0
2018-11-14,438.0,438.0,438.0,0.0
2018-11-26,433.0,431.0,433.0,1.0
2018-12-08,433.0,433.0,433.0,0.0
2018-12-20,428.0,427.0,428.0,0.5
2019-01-01,427.0,427.0,427.0,0.0
2019-01-13,426.0,426.0,426.0,0.0
2019-01-25,450.0,448.0,615.0,83.5
2019-02-06,426.0,426.0,426.0,0.0
2019-02-18,426.0,426.0,426.0,0.0
2019-03-02,426.0,426.0,426.0,0.0
2019-03-14,426.0,426.0,426.0,0.0
2019-03-26,450.0,450.0,450.0,0.0
2019-04-07,426.0,426.0,426.0,0.0
2019-04-19,431.0,431.0,431.0,0.0
2019-05-01,487.0,487.0,487.0,0.0
2019-05-13,937.0,914.0,1172.0,129.0
2019-05-25,1049.0,1024.0,1679.0,327.5
2019-06-06,1124.0,1044.0,1676.0,316.0
2019-06-18,1244.0,1184.0,1729.0,272.5
2019-06-30,1603.0,1476.0,1887.0,205.5
2019-07-12,1759.0,1587.0,1944.0,178.5
2019-07-24,1591.0,1479.0,1771.0,146.0
2019-08-05,1960.0,1788.0,2107.0,159.5
2019-08-17,1706.0,1586.0,1922.0,168.0
2019-08-29,1790.0,1477.0,2874.0,698.5
2019-09-10,426.0,426.0,2506.0,1040.0
2019-09-22,1459.0,1313.0,2305.0,496.0
2019-10-04,439.0,437.0,2348.0,955.5
2019-10-16,426.0,426.0,1717.0,645.5
2019-10-28,1297.0,1013.0,2024.0,505.5
2019-11-09,426.0,426.0,1379.0,476.5
2019-11-21,928.0,909.0,999.0,45.0
2019-12-03,426.0,426.0,426.0,0.0
2019-12-15,426.0,426.0,426.0,0.0
2019-12-27,426.0,426.0,428.0,1.0
2020-01-08,426.0,426.0,427.0,0.5
2020-01-20,428.0,428.0,428.0,0.0
2020-02-01,426.0,426.0,426.0,0.0
2020-02-13,426.0,426.0,426.0,0.0
2020-02-25,426.0,426.0,426.0,0.0
2020-03-08,426.0,426.0,426.0,0.0
2020-03-20,426.0,426.0,426.0,0.0
2020-04-01,426.0,426.0,426.0,0.0
2020-04-13,484.0,457.0,554.0,48.5
