,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2021-02-07,431.0,426.0,434.0,4.0
2021-02-19,428.0,426.0,433.0,3.5
2021-03-03,428.0,426.0,433.0,3.5
2021-03-15,428.0,426.0,433.0,3.5
2021-03-27,427.0,426.0,432.0,3.0
2021-04-08,432.0,426.0,435.0,4.5
2021-04-20,1439.0,1299.0,1530.0,115.5
2021-05-02,1786.0,1607.0,1962.0,177.5
2021-05-14,2040.0,1905.0,2138.0,116.5
2021-05-26,2252.0,2160.0,2344.0,92.0
2021-06-07,2322.0,2260.0,2378.0,59.0
2021-06-19,3209.0,3112.0,3296.0,92.0
2021-07-01,3379.0,3296.0,3476.0,90.0
2021-07-13,3321.0,3231.0,3421.0,95.0
2021-07-25,3628.0,3540.0,3775.0,117.5
2021-08-06,3857.0,3707.0,4021.0,157.0
2021-08-18,3434.0,3294.0,3604.0,155.0
2021-08-30,3266.0,3078.0,3458.0,190.0
2021-09-11,3209.0,3044.0,3363.0,159.5
2021-09-23,3062.0,2929.0,3249.0,160.0
2021-10-05,2767.0,2559.0,3050.0,245.5
2021-10-17,2813.0,2646.0,2999.0,176.5
2021-10-29,1394.0,619.0,2318.0,849.5
2021-11-10,1093.0,475.0,1849.0,687.0
2021-11-22,964.0,437.0,1418.0,490.5
2021-12-16,668.0,433.0,830.0,198.5
2021-12-28,520.0,432.0,632.0,100.0
2022-01-09,459.0,433.0,483.0,25.0
2022-01-21,444.0,431.0,452.0,10.5
2022-02-02,434.0,426.0,437.0,5.5
2022-02-14,432.0,426.0,435.0,4.5
2022-02-26,426.0,426.0,426.0,0.0
2022-03-10,428.0,426.0,433.0,3.5
2022-03-22,426.0,426.0,428.0,1.0
2022-04-03,433.0,426.0,436.0,5.0
2022-04-15,432.0,426.0,435.0,4.5
2022-04-27,820.0,726.0,939.0,106.5
2022-05-09,1472.0,1387.0,1541.0,77.0
2022-05-21,1975.0,1812.0,2101.0,144.5
2022-06-02,2822.0,2658.0,2997.0,169.5
2022-06-14,3171.0,3034.0,3308.0,137.0
2022-06-26,3559.0,3463.0,3671.0,104.0
2022-07-08,3732.0,3622.0,3962.0,170.0
2022-07-20,3595.0,3486.0,3733.0,123.5
2022-08-01,3614.0,3541.0,3708.0,83.5
2022-08-13,3452.0,3334.0,3581.0,123.5
2022-08-25,3264.0,3090.0,3439.0,174.5
2022-09-06,3180.0,3008.0,3359.0,175.5
2022-09-18,3112.0,2962.0,3292.0,165.0
2022-09-30,3000.0,2845.0,3221.0,188.0
2022-10-12,2916.0,2743.0,3122.0,189.5
2022-10-24,2763.0,2582.0,3000.0,209.0
2022-11-05,2625.0,2414.0,2920.0,253.0
2022-11-17,1476.0,631.0,2442.0,905.5
2022-11-29,1192.0,479.0,2121.0,821.0
2022-12-11,1029.0,444.0,1585.0,570.5
2022-12-23,874.0,427.0,1183.0,378.0
2023-01-04,744.0,433.0,999.0,283.0
2023-01-16,600.0,433.0,724.0,145.5
2023-01-28,487.0,433.0,567.0,67.0
2023-02-09,443.0,431.0,450.0,9.5
2023-02-21,437.0,427.0,440.0,6.5
2023-03-05,438.0,427.0,443.0,8.0
2023-03-17,436.0,426.0,439.0,6.5
2023-03-29,426.0,426.0,428.0,1.0
2023-04-10,437.0,428.0,440.0,6.0
2023-04-22,460.0,434.0,483.0,24.5
2023-05-04,1031.0,936.0,1116.0,90.0
2023-05-16,1978.0,1836.0,2087.0,125.5
2023-05-28,2402.0,2336.0,2482.0,73.0
2023-06-09,2914.0,2800.0,3028.0,114.0
2023-06-21,3376.0,3290.0,3472.0,91.0
2023-07-03,3332.0,3250.0,3429.0,89.5
2023-07-15,3659.0,3589.0,3783.0,97.0
2023-07-27,4033.0,3923.0,4173.0,125.0
2023-08-08,2297.0,1279.0,4146.0,1433.5
2023-09-01,3745.0,3668.0,3886.0,109.0
2023-09-13,3456.0,3307.0,3629.0,161.0
2023-09-25,3318.0,3128.0,3528.0,200.0
2023-10-07,3137.0,2921.0,3412.0,245.5
2023-10-19,2863.0,2609.0,3214.0,302.5
2023-10-31,1481.0,632.0,2467.0,917.5
2023-11-12,1094.0,477.0,1849.0,686.0
2023-11-24,1048.0,670.0,1499.0,414.5
2023-12-06,702.0,437.0,900.0,231.5
2023-12-18,558.0,437.0,680.0,121.5
2023-12-30,485.0,432.0,558.0,63.0
2024-01-11,456.0,433.0,478.0,22.5
2024-02-16,438.0,432.0,444.0,6.0
2024-02-28,437.0,426.0,439.0,6.5
2024-03-11,437.0,427.0,440.0,6.5
2024-03-23,437.0,427.0,440.0,6.5
2024-04-04,438.0,426.0,443.0,8.5
2024-04-16,437.0,432.0,441.0,4.5
2024-04-28,1178.0,1062.0,1310.0,124.0
2024-05-10,1724.0,1634.0,1822.0,94.0
2024-05-22,2153.0,2056.0,2237.0,90.5
2024-06-03,2510.0,2388.0,2653.0,132.5
2024-06-15,2909.0,2776.0,3044.0,134.0
2024-06-27,3543.0,3435.0,3662.0,113.5
2024-07-09,3604.0,3513.0,3711.0,99.0
2024-07-21,3553.0,3456.0,3665.0,104.5
2024-08-02,2265.0,1300.0,3549.0,1124.5
2024-08-14,2301.0,1386.0,3675.0,1144.5
2024-08-26,3501.0,3359.0,3665.0,153.0
2024-09-07,2236.0,1262.0,3425.0,1081.5
2024-09-19,3273.0,3097.0,3451.0,177.0
2024-10-01,3089.0,2923.0,3312.0,194.5
2024-10-25,1455.0,590.0,2434.0,922.0
2024-11-06,1106.0,459.0,1918.0,729.5
2024-11-18,901.0,445.0,1226.0,390.5
2024-11-30,713.0,441.0,922.0,240.5
2024-12-12,610.0,438.0,738.0,150.0
2024-12-24,495.0,438.0,587.0,74.5
