,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2021-01-14,300000,80000,610000,265000.0
2021-01-26,140000,10000,290000,140000.0
2021-02-07,60000,0,130000,65000.0
2021-02-19,50000,10000,110000,50000.0
2021-03-03,50000,10000,110000,50000.0
2021-03-15,50000,10000,110000,50000.0
2021-03-27,30000,0,70000,35000.0
2021-04-08,70000,0,150000,75000.0
2021-04-20,110340000,99420000,121280000,10930000.0
2021-05-02,141770000,128450000,155060000,13305000.0
2021-05-14,161830000,150710000,172980000,11135000.0
2021-05-26,187650000,175530000,199770000,12120000.0
2021-06-07,196470000,188730000,204230000,7750000.0
2021-06-19,265410000,261490000,269350000,3930000.0
2021-07-01,272930000,269340000,276560000,3610000.0
2021-07-13,270490000,266350000,274620000,4135000.0
2021-07-25,281760000,278780000,284730000,2975000.0
2021-08-06,285580000,283650000,287520000,1935000.0
2021-08-18,275050000,269240000,280870000,5815000.0
2021-08-30,268000000,260070000,275910000,7920000.0
2021-09-11,265400000,258410000,272390000,6990000.0
2021-09-23,259280000,251400000,267140000,7870000.0
2021-10-05,241210000,223700000,258720000,17510000.0
2021-10-17,243990000,232040000,255900000,11930000.0
2021-10-29,105620000,15340000,195990000,90325000.0
2021-11-10,75300000,4080000,146610000,71265000.0
2021-11-22,54310000,290000,108430000,54070000.0
2021-12-16,19990000,90000,39940000,19925000.0
2021-12-28,8360000,70000,16700000,8315000.0
2022-01-09,2510000,100000,5010000,2455000.0
2022-01-21,840000,60000,1690000,815000.0
2022-02-02,140000,10000,290000,140000.0
2022-02-14,80000,10000,170000,80000.0
2022-02-26,0,0,10000,5000.0
2022-03-10,40000,0,90000,45000.0
2022-03-22,20000,20000,50000,15000.0
2022-04-03,90000,0,190000,95000.0
2022-04-15,80000,10000,170000,80000.0
2022-04-27,38850000,26720000,50990000,12135000.0
2022-05-09,113680000,105020000,122390000,8685000.0
2022-05-21,156080000,143630000,168550000,12460000.0
2022-06-02,244500000,233250000,255780000,11265000.0
2022-06-14,263910000,257900000,269940000,6020000.0
2022-06-26,279490000,276060000,282920000,3430000.0
2022-07-08,284160000,281560000,286770000,2605000.0
2022-07-20,280580000,276980000,284180000,3600000.0
2022-08-01,281240000,278810000,283700000,2445000.0
2022-08-13,275650000,271140000,280160000,4510000.0
2022-08-25,267930000,260600000,275250000,7325000.0
2022-09-06,264300000,256450000,272160000,7855000.0
2022-09-18,261460000,253720000,269160000,7720000.0
2022-09-30,255990000,246010000,265950000,9970000.0
2022-10-12,250650000,239410000,261890000,11240000.0
2022-10-24,240910000,225780000,256040000,15130000.0
2022-11-05,229970000,209000000,250850000,20925000.0
2022-11-17,114430000,16680000,212070000,97695000.0
2022-11-29,87740000,4540000,171090000,83275000.0
2022-12-11,63460000,830000,126400000,62785000.0
2022-12-23,43200000,30000,86390000,43180000.0
2023-01-04,28890000,120000,57780000,28830000.0
2023-01-16,13240000,110000,26450000,13170000.0
2023-01-28,5510000,90000,11000000,5455000.0
2023-02-09,750000,60000,1510000,725000.0
2023-02-21,250000,30000,510000,240000.0
2023-03-05,350000,30000,710000,340000.0
2023-03-17,210000,20000,430000,205000.0
2023-03-29,20000,20000,50000,15000.0
2023-04-10,260000,40000,530000,245000.0
2023-04-22,2570000,140000,5020000,2440000.0
2023-05-04,64370000,50610000,78430000,13910000.0
2023-05-16,156260000,145490000,167030000,10770000.0
2023-05-28,207290000,198360000,216250000,8945000.0
2023-06-09,250420000,243210000,257590000,7190000.0
2023-06-21,272730000,269000000,276460000,3730000.0
2023-07-03,271020000,267170000,274900000,3865000.0
2023-07-15,282590000,280390000,284800000,2205000.0
2023-07-27,287620000,286340000,288910000,1285000.0
2023-08-08,288690000,287300000,290080000,1390000.0
2023-09-01,284360000,282840000,285880000,1520000.0
2023-09-13,275840000,269900000,281780000,5940000.0
2023-09-25,270320000,262160000,278440000,8140000.0
2023-10-07,262520000,250870000,274160000,11645000.0
2023-10-19,247110000,228550000,265620000,18535000.0
2023-10-31,115540000,16730000,214470000,98870000.0
2023-11-12,75400000,4280000,146590000,71155000.0
2023-11-24,68830000,20150000,117630000,48740000.0
2023-12-06,23380000,230000,46570000,23170000.0
2023-12-18,10600000,300000,20950000,10325000.0
2023-12-30,5300000,70000,10580000,5255000.0
2024-01-11,2200000,100000,4400000,2150000.0
2024-02-16,400000,80000,810000,365000.0
2024-02-28,220000,0,450000,225000.0
2024-03-11,250000,30000,510000,240000.0
2024-03-23,240000,30000,480000,225000.0
2024-04-04,340000,20000,690000,335000.0
2024-04-16,290000,70000,590000,260000.0
2024-04-28,85710000,71120000,100330000,14605000.0
2024-05-10,137460000,130600000,144350000,6875000.0
2024-05-22,174640000,163500000,185720000,11110000.0
2024-06-03,219050000,205450000,232570000,13560000.0
2024-06-15,250090000,241760000,258430000,8335000.0
2024-06-27,278880000,275070000,282680000,3805000.0
2024-07-09,280850000,277910000,283770000,2930000.0
2024-07-21,279270000,275830000,282740000,3455000.0
2024-08-02,279140000,276110000,282180000,3035000.0
2024-08-14,282950000,280840000,285060000,2110000.0
2024-08-26,277470000,272200000,282730000,5265000.0
2024-09-07,274830000,269800000,279820000,5010000.0
2024-09-19,268260000,260880000,275620000,7370000.0
2024-10-01,260590000,251010000,270170000,9580000.0
2024-10-25,111860000,12380000,211360000,99490000.0
2024-11-06,77060000,2430000,151760000,74665000.0
2024-11-18,46800000,990000,92720000,45865000.0
2024-11-30,24800000,640000,48980000,24170000.0
2024-12-12,14200000,370000,28110000,13870000.0
2024-12-24,6270000,320000,12240000,5960000.0
