,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,243050000,234300000,251840000,8770000.0
2017-06-16,262070000,255460000,268680000,6610000.0
2017-06-28,271270000,267200000,275350000,4075000.0
2017-07-10,277670000,274300000,281060000,3380000.0
2017-07-22,282190000,279420000,284960000,2770000.0
2017-08-03,281930000,279050000,284810000,2880000.0
2017-08-15,278200000,274550000,281870000,3660000.0
2017-08-27,269980000,264730000,275230000,5250000.0
2017-09-08,263830000,257930000,269770000,5920000.0
2017-09-20,255130000,246850000,263390000,8270000.0
2017-10-02,249900000,239630000,260170000,10270000.0
2017-10-14,176370000,116290000,236410000,60060000.0
2017-10-26,85010000,8490000,161540000,76525000.0
2017-11-07,41150000,190000,82170000,40990000.0
2017-11-19,16350000,30000,32710000,16340000.0
2017-12-01,7090000,20000,14190000,7085000.0
2017-12-13,27870000,120000,55690000,27785000.0
2017-12-25,670000,10000,1350000,670000.0
2018-01-06,350000,30000,710000,340000.0
2018-01-18,390000,70000,790000,360000.0
2018-01-30,100000,10000,210000,100000.0
2018-02-11,100000,10000,210000,100000.0
2018-02-23,90000,0,190000,95000.0
2018-03-07,70000,0,150000,75000.0
2018-03-19,40000,0,90000,45000.0
2018-03-31,40000,0,90000,45000.0
2018-04-12,630000,80000,1270000,595000.0
2018-04-24,33970000,29830000,38120000,4145000.0
2018-05-06,75060000,71930000,78200000,3135000.0
2018-05-18,166300000,162320000,170280000,3980000.0
2018-05-30,192840000,184190000,201550000,8680000.0
2018-06-11,251820000,244620000,259060000,7220000.0
2018-06-23,254150000,249350000,259010000,4830000.0
2018-07-05,275440000,271400000,279490000,4045000.0
2018-07-17,267600000,263230000,271990000,4380000.0
2018-07-29,283850000,282130000,285560000,1715000.0
2018-08-10,281200000,278920000,283500000,2290000.0
2018-08-22,280530000,278180000,282860000,2340000.0
2018-09-03,273370000,268960000,277790000,4415000.0
2018-09-15,270550000,265320000,275770000,5225000.0
2018-09-27,260670000,251970000,269360000,8695000.0
2018-10-09,239370000,218750000,259980000,20615000.0
2018-10-21,228070000,203890000,252180000,24145000.0
2018-11-02,181760000,135740000,227720000,45990000.0
2018-11-14,54790000,460000,109140000,54340000.0
2018-11-26,26750000,140000,53380000,26620000.0
2018-12-08,15070000,140000,30040000,14950000.0
2018-12-20,7420000,70000,14800000,7365000.0
2019-01-01,2430000,40000,4830000,2395000.0
2019-01-13,780000,30000,1540000,755000.0
2019-01-25,40150000,36210000,44010000,3900000.0
2019-02-06,210000,20000,430000,205000.0
2019-02-18,100000,10000,210000,100000.0
2019-03-02,170000,20000,350000,165000.0
2019-03-14,110000,20000,230000,105000.0
2019-03-26,11330000,1550000,21150000,9800000.0
2019-04-07,900000,10000,1810000,900000.0
2019-04-19,7890000,80000,15790000,7855000.0
2019-05-01,50690000,5630000,95690000,45030000.0
2019-05-13,152650000,146540000,158800000,6130000.0
2019-05-25,238800000,229180000,248390000,9605000.0
2019-06-06,246090000,240500000,251630000,5565000.0
2019-06-18,266720000,261430000,272030000,5300000.0
2019-06-30,288080000,286610000,289550000,1470000.0
2019-07-12,288950000,287850000,290060000,1105000.0
2019-07-24,288170000,286550000,289800000,1625000.0
2019-08-05,288030000,287020000,289030000,1005000.0
2019-08-17,286410000,285290000,287530000,1120000.0
2019-08-29,278280000,273590000,282970000,4690000.0
2019-09-10,269290000,259370000,279220000,9925000.0
2019-09-22,255990000,242180000,269770000,13795000.0
2019-10-04,240890000,224770000,256990000,16110000.0
2019-10-16,176830000,148550000,205060000,28255000.0
2019-10-28,185710000,171410000,200070000,14330000.0
2019-11-09,131110000,118500000,143690000,12595000.0
2019-11-21,91040000,78430000,103740000,12655000.0
2019-12-03,8490000,50000,16990000,8470000.0
2019-12-15,3370000,110000,6710000,3300000.0
2019-12-27,1620000,80000,3240000,1580000.0
2020-01-08,600000,50000,1200000,575000.0
2020-01-20,470000,60000,950000,445000.0
2020-02-01,200000,10000,410000,200000.0
2020-02-13,140000,10000,290000,140000.0
2020-02-25,90000,0,190000,95000.0
2020-03-08,140000,10000,290000,140000.0
2020-03-20,80000,10000,170000,80000.0
2020-04-01,30000,0,70000,35000.0
2020-04-13,61440000,59290000,63450000,2080000.0
2020-04-25,143470000,138870000,148050000,4590000.0
2020-05-07,134140000,122550000,145730000,11590000.0
2020-05-19,207830000,190500000,225190000,17345000.0
2020-05-31,240260000,231890000,248600000,8355000.0
2020-06-12,250760000,242480000,259060000,8290000.0
2020-06-24,263030000,258330000,267700000,4685000.0
2020-07-06,274100000,269470000,278710000,4620000.0
2020-07-18,269990000,265260000,274730000,4735000.0
2020-07-30,278480000,274970000,282010000,3520000.0
2020-08-11,265770000,260280000,271250000,5485000.0
2020-08-23,263700000,256760000,270620000,6930000.0
2020-09-04,260590000,255630000,265550000,4960000.0
2020-09-16,254700000,248930000,260440000,5755000.0
2020-09-28,246220000,238720000,253720000,7500000.0
2020-10-10,239650000,231330000,247980000,8325000.0
2020-10-22,221140000,204270000,237990000,16860000.0
2020-11-03,219470000,206150000,232850000,13350000.0
2020-11-15,65850000,1070000,130760000,64845000.0
2020-11-27,33390000,80000,66720000,33320000.0
2020-12-09,11670000,40000,23320000,11640000.0
2020-12-21,4100000,70000,8190000,4060000.0
2021-01-02,850000,80000,1700000,810000.0
