,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2020-05-31,69890000,63880000,96430000,16275000.0
2020-06-12,78220000,71900000,113950000,21025000.0
2020-06-24,89040000,82970000,112730000,14880000.0
2020-07-06,106130000,99250000,116420000,8585000.0
2020-07-18,107020000,99610000,118740000,9565000.0
2020-07-30,123030000,112670000,135480000,11405000.0
2020-08-11,119260000,111190000,134240000,11525000.0
2020-08-23,124160000,113410000,140670000,13630000.0
2020-09-04,92830000,84940000,128780000,21920000.0
2020-09-16,134490000,112570000,189650000,38540000.0
2020-09-28,117260000,105750000,183970000,39110000.0
2020-10-10,101380000,89760000,177210000,43725000.0
2020-10-22,130000,50000,181250000,90600000.0
2020-11-03,0,0,199870000,99935000.0
2020-11-15,0,0,850000,425000.0
2020-11-27,0,0,30000,15000.0
2020-12-09,20000,20000,20000,0.0
2020-12-21,30000,20000,50000,15000.0
2021-01-02,60000,60000,60000,0.0
2021-01-14,60000,60000,60000,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,2400000,200000,22260000,11030000.0
2021-05-02,19550000,16130000,54530000,19200000.0
2021-05-14,39080000,36710000,69480000,16385000.0
2021-05-26,60410000,54770000,97890000,21560000.0
2021-06-07,68930000,62790000,102660000,19935000.0
2021-06-19,89650000,83500000,111630000,14065000.0
2021-07-01,101090000,96170000,113800000,8815000.0
2021-07-13,100830000,95080000,122300000,13610000.0
2021-07-25,113310000,107150000,120110000,6480000.0
2021-08-06,127530000,116320000,142520000,13100000.0
2021-08-18,128230000,117250000,152580000,17665000.0
2021-08-30,108650000,94490000,146150000,25830000.0
2021-09-11,114890000,106160000,148290000,21065000.0
2021-09-23,119530000,101290000,192560000,45635000.0
2021-10-05,153400000,142090000,201650000,29780000.0
2021-10-17,175440000,167250000,220440000,26595000.0
2021-10-29,20000,20000,14960000,7470000.0
2021-11-10,1700000,1560000,3940000,1190000.0
2021-11-22,0,0,170000,85000.0
2021-12-16,70000,60000,70000,5000.0
2021-12-28,30000,30000,30000,0.0
2022-01-09,50000,50000,70000,10000.0
2022-01-21,40000,40000,40000,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,3040000,1710000,9620000,3955000.0
2022-05-09,6050000,2850000,20630000,8890000.0
2022-05-21,27100000,23470000,62740000,19635000.0
2022-06-02,61740000,55490000,120450000,32480000.0
2022-06-14,78490000,71110000,110330000,19610000.0
2022-06-26,99030000,93240000,115050000,10905000.0
2022-07-08,104930000,96310000,113990000,8840000.0
2022-07-20,115920000,109000000,127080000,9040000.0
2022-08-01,127700000,118680000,142020000,11670000.0
2022-08-13,116860000,110170000,132500000,11165000.0
2022-08-25,120270000,112170000,139160000,13495000.0
2022-09-06,111700000,100580000,154340000,26880000.0
2022-09-18,97400000,88950000,164880000,37965000.0
2022-09-30,89560000,72710000,162780000,45035000.0
2022-10-12,76080000,69630000,156400000,43385000.0
2022-10-24,76270000,70220000,163550000,46665000.0
2022-11-05,30000,20000,181900000,90940000.0
2022-11-17,790000,710000,16170000,7730000.0
2022-11-29,60000,60000,4180000,2060000.0
2022-12-11,750000,730000,750000,10000.0
2022-12-23,20000,20000,20000,0.0
2023-01-04,80000,80000,80000,0.0
2023-01-16,80000,80000,80000,0.0
2023-01-28,80000,80000,80000,0.0
2023-02-09,50000,50000,50000,0.0
2023-02-21,20000,20000,20000,0.0
2023-03-05,20000,20000,20000,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,30000,30000,30000,0.0
2023-04-22,120000,120000,120000,0.0
2023-05-04,8300000,1570000,16370000,7400000.0
2023-05-16,22610000,19770000,60070000,20150000.0
2023-05-28,48880000,45360000,85070000,19855000.0
2023-06-09,70280000,63500000,106980000,21740000.0
2023-06-21,89620000,83580000,115750000,16085000.0
2023-07-03,99400000,94590000,120070000,12740000.0
2023-07-15,111800000,105400000,121060000,7830000.0
2023-07-27,121260000,111160000,132120000,10480000.0
2023-08-08,95000000,92280000,97660000,2690000.0
2023-09-01,129220000,121090000,146640000,12775000.0
2023-09-13,99260000,89180000,148340000,29580000.0
2023-09-25,145290000,121010000,215940000,47465000.0
2023-10-07,101740000,90000000,189560000,49780000.0
2023-10-19,1200000,830000,198550000,98860000.0
2023-10-31,3230000,2710000,16560000,6925000.0
2023-11-12,2400000,2080000,4050000,985000.0
2023-11-24,490000,340000,10530000,5095000.0
2023-12-06,200000,190000,200000,5000.0
2023-12-18,210000,210000,210000,0.0
2023-12-30,60000,60000,60000,0.0
2024-01-11,80000,80000,80000,0.0
2024-02-16,60000,60000,60000,0.0
2024-02-28,0,0,0,0.0
2024-03-11,20000,20000,20000,0.0
2024-03-23,20000,20000,20000,0.0
2024-04-04,0,0,0,0.0
2024-04-16,60000,60000,60000,0.0
2024-04-28,19190000,13090000,40770000,13840000.0
2024-05-10,33920000,29600000,67340000,18870000.0
2024-05-22,49060000,42910000,94500000,25795000.0
2024-06-03,63110000,56790000,115310000,29260000.0
2024-06-15,82370000,75430000,128370000,26470000.0
2024-06-27,109290000,100630000,122620000,10995000.0
2024-07-09,112460000,106290000,120350000,7030000.0
2024-07-21,122060000,113450000,133870000,10210000.0
2024-08-02,96970000,94580000,99360000,2390000.0
2024-08-14,100400000,96950000,103810000,3430000.0
2024-08-26,122850000,117120000,142730000,12805000.0
2024-09-07,93500000,91090000,95770000,2340000.0
2024-09-19,102170000,90430000,182050000,45810000.0
2024-10-01,0,0,219740000,109870000.0
2024-10-25,0,0,11450000,5725000.0
2024-11-06,1800000,1280000,2280000,500000.0
2024-11-18,560000,300000,760000,230000.0
2024-11-30,320000,150000,440000,145000.0
2024-12-12,50000,50000,260000,105000.0
2024-12-24,220000,170000,220000,25000.0
