,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1607.0,1550.0,1758.0,104.0
2017-06-16,1817.0,1784.0,2039.0,127.5
2017-06-28,1901.0,1851.0,2056.0,102.5
2017-07-10,1999.0,1935.0,2072.0,68.5
2017-07-22,2110.0,2015.0,2199.0,92.0
2017-08-03,2194.0,2081.0,2306.0,112.5
2017-08-15,2195.0,2060.0,2331.0,135.5
2017-08-27,1964.0,1938.0,2369.0,215.5
2017-09-08,2132.0,2087.0,2680.0,296.5
2017-09-20,1461.0,1461.0,1498.0,18.5
2017-10-02,1460.0,1460.0,1460.0,0.0
2017-10-14,1460.0,1460.0,1460.0,0.0
2017-10-26,1460.0,1460.0,1460.0,0.0
2017-11-07,1460.0,1460.0,1460.0,0.0
2017-11-19,1460.0,1460.0,1460.0,0.0
2017-12-01,1460.0,1460.0,1460.0,0.0
2017-12-13,1460.0,1460.0,1460.0,0.0
2017-12-25,1460.0,1460.0,1460.0,0.0
2018-01-06,1460.0,1460.0,1460.0,0.0
2018-01-18,1460.0,1460.0,1460.0,0.0
2018-01-30,1460.0,1460.0,1460.0,0.0
2018-02-11,1460.0,1460.0,1460.0,0.0
2018-02-23,1460.0,1460.0,1460.0,0.0
2018-03-07,1460.0,1460.0,1460.0,0.0
2018-03-19,1460.0,1460.0,1460.0,0.0
2018-03-31,1460.0,1460.0,1460.0,0.0
2018-04-12,1460.0,1460.0,1460.0,0.0
2018-04-24,1460.0,1460.0,1460.0,0.0
2018-05-06,1460.0,1460.0,1460.0,0.0
2018-05-18,1460.0,1460.0,1557.0,48.5
2018-05-30,1569.0,1538.0,1639.0,50.5
2018-06-11,1641.0,1630.0,1771.0,70.5
2018-06-23,1737.0,1721.0,1850.0,64.5
2018-07-05,1792.0,1761.0,1846.0,42.5
2018-07-17,1866.0,1812.0,1997.0,92.5
2018-07-29,1989.0,1949.0,2159.0,105.0
2018-08-10,1818.0,1753.0,2006.0,126.5
2018-08-22,2006.0,1976.0,2132.0,78.0
2018-09-03,1979.0,1952.0,2381.0,214.5
2018-09-15,1461.0,1460.0,2606.0,573.0
2018-09-27,1460.0,1460.0,2812.0,676.0
2018-10-09,1460.0,1460.0,2887.0,713.5
2018-10-21,1461.0,1461.0,1462.0,0.5
2018-11-02,1460.0,1460.0,1460.0,0.0
2018-11-14,1460.0,1460.0,1460.0,0.0
2018-11-26,1460.0,1460.0,1460.0,0.0
2018-12-08,1460.0,1460.0,1460.0,0.0
2018-12-20,1460.0,1460.0,1460.0,0.0
2019-01-01,1460.0,1460.0,1460.0,0.0
2019-01-13,1460.0,1460.0,1460.0,0.0
2019-01-25,1460.0,1460.0,1460.0,0.0
2019-02-06,1460.0,1460.0,1460.0,0.0
2019-02-18,1460.0,1460.0,1460.0,0.0
2019-03-02,1460.0,1460.0,1460.0,0.0
2019-03-14,1460.0,1460.0,1460.0,0.0
2019-03-26,1460.0,1460.0,1460.0,0.0
2019-04-07,1460.0,1460.0,1460.0,0.0
2019-04-19,1460.0,1460.0,1460.0,0.0
2019-05-01,1460.0,1460.0,1460.0,0.0
2019-05-13,1461.0,1461.0,1461.0,0.0
2019-05-25,1655.0,1635.0,1798.0,81.5
2019-06-06,1765.0,1723.0,1903.0,90.0
2019-06-18,1827.0,1781.0,1947.0,83.0
2019-06-30,2003.0,1925.0,2144.0,109.5
2019-07-12,2147.0,2043.0,2263.0,110.0
2019-07-24,2129.0,2035.0,2216.0,90.5
2019-08-05,2183.0,2089.0,2294.0,102.5
2019-08-17,2085.0,1989.0,2182.0,96.5
2019-08-29,1460.0,1460.0,2520.0,530.0
2019-09-10,1461.0,1460.0,2594.0,567.0
2019-09-22,1460.0,1460.0,2068.0,304.0
2019-10-04,1460.0,1460.0,2731.0,635.5
2019-10-16,1461.0,1460.0,2887.0,713.5
2019-10-28,1460.0,1460.0,2049.0,294.5
2019-11-09,1460.0,1460.0,2926.0,733.0
2019-11-21,1460.0,1460.0,2931.0,735.5
2019-12-03,1462.0,1461.0,2967.0,753.0
2019-12-15,1460.0,1460.0,1461.0,0.5
2019-12-27,1460.0,1460.0,1460.0,0.0
2020-01-08,1460.0,1460.0,1460.0,0.0
2020-01-20,1460.0,1460.0,1460.0,0.0
2020-02-01,1460.0,1460.0,1460.0,0.0
2020-02-13,1460.0,1460.0,1460.0,0.0
2020-02-25,1460.0,1460.0,1460.0,0.0
2020-03-08,1460.0,1460.0,1460.0,0.0
2020-03-20,1460.0,1460.0,1460.0,0.0
2020-04-01,1460.0,1460.0,1460.0,0.0
2020-04-13,1460.0,1460.0,1460.0,0.0
2020-04-25,1460.0,1460.0,1460.0,0.0
2020-05-07,1465.0,1462.0,1466.0,2.0
2020-05-19,1462.0,1462.0,1752.0,145.0
2020-05-31,1641.0,1630.0,1752.0,61.0
2020-06-12,1689.0,1669.0,1811.0,71.0
2020-06-24,1460.0,1460.0,1842.0,191.0
2020-07-06,1771.0,1760.0,1856.0,48.0
2020-07-18,1463.0,1460.0,1948.0,244.0
2020-07-30,2018.0,1892.0,2101.0,104.5
2020-08-11,1920.0,1865.0,2085.0,110.0
2020-08-23,1937.0,1881.0,2038.0,78.5
2020-09-04,1460.0,1460.0,1985.0,262.5
2020-09-16,1465.0,1462.0,2351.0,444.5
2020-09-28,1460.0,1460.0,1717.0,128.5
2020-10-10,1462.0,1462.0,1610.0,74.0
2020-10-22,1467.0,1465.0,1474.0,4.5
2020-11-03,1460.0,1460.0,1460.0,0.0
2020-11-15,1460.0,1460.0,1460.0,0.0
2020-11-27,1460.0,1460.0,1460.0,0.0
