Elev_m,area_m2
1465,170000.0
1475,100000.0
1485,50000.0
1495,80000.0
1505,80000.0
1515,50000.0
1525,80000.0
1535,110000.0
1545,130000.0
1555,130000.0
1565,130000.0
1575,160000.0
1585,150000.0
1595,190000.0
1605,190000.0
1615,170000.0
1625,190000.0
1635,200000.0
1645,270000.0
1655,210000.0
1665,260000.0
1675,230000.0
1685,220000.0
1695,220000.0
1705,190000.0
1715,230000.0
1725,350000.0
1735,280000.0
1745,290000.0
1755,310000.0
1765,290000.0
1775,300000.0
1785,260000.0
1795,300000.0
1805,240000.0
1815,330000.0
1825,330000.0
1835,250000.0
1845,210000.0
1855,210000.0
1865,150000.0
1875,60000.0
1885,150000.0
1895,120000.0
1905,170000.0
1915,160000.0
1925,230000.0
1935,230000.0
1945,210000.0
1955,200000.0
1965,250000.0
1975,240000.0
1985,300000.0
1995,230000.0
2005,330000.0
2015,270000.0
2025,290000.0
2035,350000.0
2045,350000.0
2055,290000.0
2065,350000.0
2075,350000.0
2085,410000.0
2095,360000.0
2105,340000.0
2115,310000.0
2125,370000.0
2135,350000.0
2145,370000.0
2155,360000.0
2165,330000.0
2175,400000.0
2185,390000.0
2195,370000.0
2205,370000.0
2215,340000.0
2225,340000.0
2235,330000.0
2245,330000.0
2255,430000.0
2265,340000.0
2275,340000.0
2285,440000.0
2295,350000.0
2305,360000.0
2315,370000.0
2325,340000.0
2335,390000.0
2345,330000.0
2355,430000.0
2365,330000.0
2375,290000.0
2385,350000.0
2395,290000.0
2405,350000.0
2415,300000.0
2425,330000.0
2435,260000.0
2445,370000.0
2455,290000.0
2465,260000.0
2475,220000.0
2485,230000.0
2495,290000.0
2505,160000.0
2515,230000.0
2525,250000.0
2535,220000.0
2545,180000.0
2555,110000.0
2565,260000.0
2575,160000.0
2585,200000.0
2595,170000.0
2605,180000.0
2615,90000.0
2625,140000.0
2635,120000.0
2645,140000.0
2655,130000.0
2665,110000.0
2675,170000.0
2685,80000.0
2695,50000.0
2705,160000.0
2715,110000.0
2725,100000.0
2735,120000.0
2745,100000.0
2755,90000.0
2765,120000.0
2775,90000.0
2785,150000.0
2795,90000.0
2805,110000.0
2815,120000.0
2825,130000.0
2835,110000.0
2845,150000.0
2855,120000.0
2865,160000.0
2875,120000.0
2885,180000.0
2895,90000.0
2905,110000.0
2915,50000.0
2925,60000.0
2935,70000.0
2945,20000.0
2955,0.0
2965,20000.0
2975,20000.0
2985,0.0
2995,10000.0
3005,20000.0
3015,10000.0
3025,30000.0
3035,10000.0
3045,20000.0
3055,10000.0
3065,10000.0
