,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2023-01-04,1627.0,1460.0,1721.0,130.5
2023-01-16,1523.0,1460.0,1570.0,55.0
2023-01-28,1465.0,1460.0,1478.0,9.0
2023-02-09,1460.0,1460.0,1460.0,0.0
2023-02-21,1460.0,1460.0,1461.0,0.5
2023-03-05,1460.0,1460.0,1461.0,0.5
2023-03-17,1460.0,1460.0,1460.0,0.0
2023-03-29,1460.0,1460.0,1460.0,0.0
2023-04-10,1460.0,1460.0,1460.0,0.0
2023-04-22,1460.0,1460.0,1460.0,0.0
2023-05-04,1460.0,1460.0,1461.0,0.5
2023-05-16,1622.0,1595.0,1649.0,27.0
2023-05-28,2194.0,2100.0,2287.0,93.5
2023-06-09,2626.0,2530.0,2772.0,121.0
2023-06-21,2857.0,2781.0,3012.0,115.5
2023-07-03,2826.0,2703.0,3030.0,163.5
2023-07-15,2741.0,2565.0,3012.0,223.5
2023-07-27,2931.0,2901.0,3042.0,70.5
2023-08-08,2961.0,2926.0,3045.0,59.5
2023-09-01,2887.0,2846.0,3024.0,89.0
2023-09-13,2643.0,2488.0,2882.0,197.0
2023-09-25,3042.0,3030.0,3055.0,12.5
2023-10-07,3065.0,3065.0,3065.0,0.0
2023-10-19,3010.0,3005.0,3024.0,9.5
2023-10-31,1803.0,1462.0,2075.0,306.5
2023-11-12,1729.0,1464.0,1920.0,228.0
2023-11-24,1657.0,1461.0,1765.0,152.0
2023-12-06,1587.0,1461.0,1656.0,97.5
2023-12-18,1537.0,1461.0,1588.0,63.5
2023-12-30,1480.0,1460.0,1523.0,31.5
2024-01-11,1474.0,1460.0,1506.0,23.0
2024-02-16,3065.0,3065.0,3065.0,0.0
2024-02-28,1465.0,1460.0,1474.0,7.0
2024-03-11,1462.0,1460.0,1465.0,2.5
2024-03-23,1464.0,1460.0,1471.0,5.5
2024-04-04,1462.0,1460.0,1465.0,2.5
2024-04-16,1465.0,1460.0,1474.0,7.0
2024-04-28,1529.0,1474.0,1564.0,45.0
2024-05-10,1537.0,1465.0,1580.0,57.5
2024-05-22,1820.0,1787.0,1856.0,34.5
2024-06-03,2087.0,2021.0,2147.0,63.0
2024-06-15,2712.0,2598.0,2843.0,122.5
2024-06-27,2823.0,2692.0,3012.0,160.0
2024-07-09,2926.0,2890.0,3055.0,82.5
2024-07-21,3010.0,2940.0,3065.0,62.5
2024-08-02,2846.0,2743.0,3045.0,151.0
2024-08-14,2887.0,2848.0,3030.0,91.0
2024-08-26,2901.0,2868.0,3030.0,81.0
2024-09-07,2833.0,2743.0,2907.0,82.0
2024-09-19,3027.0,3012.0,3034.0,11.0
2024-10-01,3030.0,3024.0,3045.0,10.5
2024-10-25,3012.0,3005.0,3027.0,11.0
2024-11-06,3005.0,3005.0,3010.0,2.5
2024-11-18,2992.0,2992.0,2992.0,0.0
2024-11-30,2992.0,2992.0,2992.0,0.0
2024-12-12,2992.0,2992.0,2992.0,0.0
2024-12-24,1508.0,1462.0,1554.0,46.0
