,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2023-02-21,20000,20000,30000,5000.0
2023-03-05,20000,20000,30000,5000.0
2023-03-17,0,0,10000,5000.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,10000,10000,30000,10000.0
2023-05-16,2040000,1500000,2590000,545000.0
2023-05-28,17540000,14190000,20910000,3360000.0
2023-06-09,30100000,28410000,31790000,1690000.0
2023-06-21,32800000,31840000,33750000,955000.0
2023-07-03,32380000,30970000,33780000,1405000.0
2023-07-15,31440000,29110000,33750000,2320000.0
2023-07-27,33590000,33380000,33800000,210000.0
2023-08-08,33680000,33550000,33810000,130000.0
2023-09-01,33210000,32640000,33760000,560000.0
2023-09-13,30290000,27430000,33140000,2855000.0
2023-09-25,33800000,33780000,33820000,20000.0
2023-10-07,33830000,33830000,33830000,0.0
2023-10-19,33740000,33730000,33760000,15000.0
2023-10-31,6640000,50000,13240000,6595000.0
2023-11-12,4490000,100000,8940000,4420000.0
2023-11-24,2790000,30000,5560000,2765000.0
2023-12-06,1400000,40000,2770000,1365000.0
2023-12-18,710000,40000,1410000,685000.0
2023-12-30,280000,10000,560000,275000.0
2024-01-11,230000,20000,460000,220000.0
2024-02-16,33830000,33830000,33830000,0.0
2024-02-28,110000,0,230000,115000.0
2024-03-11,50000,0,110000,55000.0
2024-03-23,100000,0,210000,105000.0
2024-04-04,50000,0,110000,55000.0
2024-04-16,110000,0,230000,115000.0
2024-04-28,630000,230000,1050000,410000.0
2024-05-10,690000,120000,1270000,575000.0
2024-05-22,7150000,6230000,8090000,930000.0
2024-06-03,13660000,11510000,15820000,2155000.0
2024-06-15,31130000,29680000,32580000,1450000.0
2024-06-27,32330000,30900000,33750000,1425000.0
2024-07-09,33550000,33270000,33820000,275000.0
2024-07-21,33740000,33650000,33830000,90000.0
2024-08-02,32640000,31470000,33810000,1170000.0
2024-08-14,33220000,32650000,33780000,565000.0
2024-08-26,33370000,32950000,33780000,415000.0
2024-09-07,32450000,31470000,33430000,980000.0
2024-09-19,33770000,33750000,33790000,20000.0
2024-10-01,33780000,33760000,33810000,25000.0
2024-10-25,33750000,33730000,33770000,20000.0
2024-11-06,33730000,33730000,33740000,5000.0
2024-11-18,33720000,33720000,33720000,0.0
2024-11-30,33720000,33720000,33720000,0.0
2024-12-12,33720000,33720000,33720000,0.0
2024-12-24,480000,60000,920000,430000.0
