,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2021-05-14,1686.0,1608.0,1741.0,66.5
2021-05-26,1733.0,1642.0,1827.0,92.5
2021-06-07,2222.0,2174.0,2287.0,56.5
2021-06-19,2654.0,2584.0,3038.0,227.0
2021-07-01,2564.0,2456.0,3044.0,294.0
2021-07-13,2703.0,2613.0,3038.0,212.5
2021-07-25,2636.0,2555.0,3086.0,265.5
2021-08-06,2873.0,2688.0,3086.0,199.0
2021-08-18,2622.0,2541.0,2968.0,213.5
2021-08-30,2622.0,2541.0,2968.0,213.5
2021-09-11,2613.0,2535.0,2946.0,205.5
2021-09-23,2605.0,2538.0,2830.0,146.0
2021-10-05,2811.0,2688.0,2900.0,106.0
2021-10-17,2653.0,2653.0,2654.0,0.5
2021-10-29,2702.0,2702.0,2703.0,0.5
2021-11-10,1641.0,1516.0,1700.0,92.0
2021-11-22,1620.0,1517.0,1664.0,73.5
2021-12-16,1566.0,1517.0,1606.0,44.5
2021-12-28,1532.0,1516.0,1545.0,14.5
2022-01-09,1520.0,1513.0,1531.0,9.0
2022-01-21,1520.0,1513.0,1531.0,9.0
2022-02-02,1513.0,1513.0,1516.0,1.5
2022-02-14,1517.0,1516.0,1519.0,1.5
2022-02-26,1513.0,1513.0,1513.0,0.0
2022-03-10,1513.0,1513.0,1513.0,0.0
2022-03-22,1513.0,1513.0,1513.0,0.0
2022-04-03,1513.0,1513.0,1516.0,1.5
2022-04-15,1513.0,1513.0,1513.0,0.0
2022-04-27,1526.0,1522.0,1531.0,4.5
2022-05-09,1513.0,1513.0,1516.0,1.5
2022-05-21,2688.0,2688.0,2688.0,0.0
2022-06-02,2302.0,2207.0,2535.0,164.0
2022-06-14,2615.0,2535.0,3044.0,254.5
2022-06-26,2584.0,2490.0,3044.0,277.0
2022-07-08,2702.0,2607.0,3044.0,218.5
2022-07-20,2649.0,2564.0,3044.0,240.0
2022-08-01,2922.0,2873.0,3086.0,106.5
2022-08-13,2798.0,2623.0,3086.0,231.5
2022-08-25,2883.0,2811.0,3038.0,113.5
2022-09-06,2703.0,2622.0,2909.0,143.5
2022-09-18,2611.0,2538.0,2877.0,169.5
2022-09-30,2584.0,2527.0,2688.0,80.5
2022-10-12,2659.0,2653.0,2703.0,25.0
2022-10-24,2654.0,2649.0,2670.0,10.5
2022-11-05,2649.0,2638.0,2653.0,7.5
2022-11-17,2653.0,2653.0,2659.0,3.0
2022-11-29,2653.0,2653.0,2654.0,0.5
2022-12-11,2653.0,2653.0,2654.0,0.5
2022-12-23,1598.0,1513.0,1638.0,62.5
2023-01-04,1570.0,1513.0,1609.0,48.0
2023-01-16,1531.0,1513.0,1544.0,15.5
2023-01-28,1520.0,1516.0,1533.0,8.5
2023-02-09,1513.0,1513.0,1513.0,0.0
2023-02-21,1513.0,1513.0,1516.0,1.5
2023-03-05,1513.0,1513.0,1513.0,0.0
2023-03-17,1513.0,1513.0,1516.0,1.5
2023-03-29,1513.0,1513.0,1513.0,0.0
2023-04-10,1513.0,1513.0,1513.0,0.0
2023-04-22,1513.0,1513.0,1513.0,0.0
2023-05-04,1513.0,1513.0,1513.0,0.0
2023-05-16,1615.0,1557.0,1645.0,44.0
2023-05-28,2050.0,1999.0,2110.0,55.5
2023-06-09,2510.0,2423.0,2638.0,107.5
2023-06-21,2649.0,2564.0,3044.0,240.0
2023-07-03,2636.0,2558.0,3044.0,243.0
2023-07-15,2654.0,2584.0,3086.0,251.0
2023-07-27,2670.0,2589.0,3086.0,248.5
2023-08-08,2873.0,2702.0,3044.0,171.0
2023-09-01,2811.0,2636.0,3044.0,204.0
2023-09-13,2635.0,2559.0,2968.0,204.5
2023-09-25,2638.0,2564.0,3038.0,237.0
2023-10-07,2872.0,2784.0,2922.0,69.0
2023-10-19,2813.0,2708.0,2883.0,87.5
2023-10-31,2811.0,2659.0,2905.0,123.0
2023-11-12,2760.0,2703.0,2811.0,54.0
2023-11-24,2900.0,2900.0,2900.0,0.0
2023-12-06,1565.0,1516.0,1604.0,44.0
2023-12-18,2968.0,2968.0,2968.0,0.0
2023-12-30,1533.0,1516.0,1548.0,16.0
2024-01-11,1534.0,1516.0,1551.0,17.5
2024-02-16,1531.0,1517.0,1543.0,13.0
2024-02-28,1532.0,1513.0,1546.0,16.5
2024-03-11,1540.0,1516.0,1555.0,19.5
2024-03-23,1532.0,1516.0,1545.0,14.5
2024-04-04,1531.0,1513.0,1544.0,15.5
2024-04-16,1528.0,1513.0,1543.0,15.0
2024-04-28,1551.0,1516.0,1573.0,28.5
2024-05-10,1619.0,1534.0,1656.0,61.0
2024-05-22,1680.0,1585.0,1744.0,79.5
2024-06-03,2877.0,2872.0,2900.0,14.0
2024-06-15,2514.0,2423.0,2670.0,123.5
2024-06-27,2628.0,2552.0,3044.0,246.0
2024-07-09,2708.0,2613.0,3044.0,215.5
2024-07-21,2905.0,2830.0,3044.0,107.0
2024-08-02,2760.0,2619.0,3044.0,212.5
2024-08-14,2659.0,2589.0,3044.0,227.5
2024-08-26,2535.0,2427.0,2968.0,270.5
2024-09-07,2492.0,2383.0,2854.0,235.5
2024-09-19,2659.0,2595.0,2968.0,186.5
2024-10-01,2905.0,2854.0,3044.0,95.0
2024-10-25,2877.0,2872.0,2900.0,14.0
2024-11-06,2922.0,2922.0,2922.0,0.0
2024-11-18,1574.0,1517.0,1614.0,48.5
2024-11-30,1570.0,1513.0,1609.0,48.0
2024-12-12,1574.0,1516.0,1614.0,49.0
2024-12-24,1553.0,1516.0,1581.0,32.5
