Elev_m,area_m2
1515,70000.0
1525,40000.0
1535,100000.0
1545,110000.0
1555,170000.0
1565,130000.0
1575,140000.0
1585,80000.0
1595,160000.0
1605,220000.0
1615,270000.0
1625,260000.0
1635,330000.0
1645,450000.0
1655,350000.0
1665,330000.0
1675,290000.0
1685,280000.0
1695,420000.0
1705,460000.0
1715,330000.0
1725,560000.0
1735,470000.0
1745,400000.0
1755,330000.0
1765,400000.0
1775,360000.0
1785,310000.0
1795,420000.0
1805,450000.0
1815,290000.0
1825,290000.0
1835,270000.0
1845,350000.0
1855,270000.0
1865,270000.0
1875,220000.0
1885,250000.0
1895,210000.0
1905,260000.0
1915,220000.0
1925,270000.0
1935,280000.0
1945,350000.0
1955,380000.0
1965,310000.0
1975,430000.0
1985,340000.0
1995,340000.0
2005,420000.0
2015,440000.0
2025,440000.0
2035,480000.0
2045,410000.0
2055,380000.0
2065,410000.0
2075,340000.0
2085,380000.0
2095,350000.0
2105,370000.0
2115,370000.0
2125,410000.0
2135,330000.0
2145,420000.0
2155,450000.0
2165,380000.0
2175,390000.0
2185,340000.0
2195,320000.0
2205,350000.0
2215,330000.0
2225,280000.0
2235,270000.0
2245,250000.0
2255,360000.0
2265,230000.0
2275,150000.0
2285,250000.0
2295,190000.0
2305,200000.0
2315,170000.0
2325,190000.0
2335,140000.0
2345,160000.0
2355,120000.0
2365,140000.0
2375,110000.0
2385,140000.0
2395,120000.0
2405,100000.0
2415,80000.0
2425,110000.0
2435,70000.0
2445,40000.0
2455,120000.0
2465,40000.0
2475,40000.0
2485,40000.0
2495,60000.0
2505,110000.0
2515,50000.0
2525,60000.0
2535,60000.0
2545,60000.0
2555,50000.0
2565,40000.0
2575,40000.0
2585,60000.0
2595,30000.0
2605,30000.0
2615,50000.0
2625,40000.0
2635,30000.0
2645,10000.0
2655,50000.0
2665,10000.0
2675,0.0
2685,10000.0
2695,0.0
2705,30000.0
2715,0.0
2725,0.0
2735,0.0
2745,0.0
2755,10000.0
2765,0.0
2775,0.0
2785,10000.0
2795,10000.0
2805,0.0
2815,20000.0
2825,10000.0
2835,0.0
2845,0.0
2855,10000.0
2865,0.0
2875,30000.0
2885,10000.0
2895,10000.0
2905,20000.0
2915,0.0
2925,10000.0
2935,0.0
2945,10000.0
2955,0.0
2965,10000.0
2975,0.0
2985,0.0
2995,0.0
3005,0.0
3015,0.0
3025,0.0
3035,10000.0
3045,20000.0
3055,0.0
3065,0.0
3075,0.0
3085,10000.0
