Elev_m,area_m2
774.0,1570000.0
817.0,1490000.0
848.0,1550000.0
876.0,1510000.0
900.0,1540000.0
926.5,1530000.0
955.5,1520000.0
983.0,1580000.0
1011.0,1480000.0
1040.5,1540000.0
1068.0,1600000.0
1092.5,1470000.0
1113.5,1620000.0
1130.5,1420000.0
1148.5,1540000.0
1170.5,1530000.0
1194.0,1550000.0
1217.0,1530000.0
1241.5,1540000.0
1267.0,1490000.0
1291.0,1620000.0
1310.0,1470000.0
1327.5,1600000.0
1347.0,1450000.0
1367.5,1580000.0
1389.0,1540000.0
1408.5,1490000.0
1428.5,1490000.0
1450.0,1550000.0
1472.0,1580000.0
1494.0,1500000.0
1517.0,1500000.0
1540.0,1560000.0
1562.5,1550000.0
1584.5,1500000.0
1607.0,1520000.0
1632.5,1530000.0
1659.5,1560000.0
1684.5,1510000.0
1708.5,1570000.0
1732.5,1460000.0
1758.0,1550000.0
1784.0,1570000.0
1809.5,1520000.0
1836.5,1520000.0
1865.0,1500000.0
1894.0,1520000.0
1922.0,1590000.0
1948.0,1510000.0
1971.0,1490000.0
1995.0,1630000.0
2019.0,1530000.0
2040.5,1480000.0
2060.5,1570000.0
2080.5,1470000.0
2102.5,1550000.0
2124.5,1510000.0
2146.5,1520000.0
2168.5,1520000.0
2190.5,1540000.0
2214.5,1580000.0
2239.5,1490000.0
2263.5,1520000.0
2288.5,1570000.0
2315.5,1510000.0
2341.0,1490000.0
2366.5,1570000.0
2394.0,1530000.0
2421.0,1520000.0
2449.5,1550000.0
2480.5,1510000.0
2512.5,1560000.0
2546.0,1480000.0
2582.5,1560000.0
2624.5,1510000.0
2673.0,1520000.0
2731.0,1530000.0
2798.5,1520000.0
2866.5,1530000.0
2932.0,1550000.0
2994.0,1530000.0
3052.5,1530000.0
3117.0,1530000.0
3190.5,1550000.0
3267.5,1490000.0
3345.0,1530000.0
3428.5,1530000.0
3518.0,1530000.0
3604.0,1530000.0
3686.0,1540000.0
3767.5,1520000.0
3844.5,1540000.0
3926.5,1540000.0
4022.0,1520000.0
4125.5,1520000.0
4244.5,1530000.0
4378.5,1530000.0
4531.5,1530000.0
4709.5,1530000.0
4901.0,1390000.0
