,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1530.0,1473.0,1771.0,149.0
2017-06-16,1658.0,1601.0,1948.0,173.5
2017-06-28,1665.0,1617.0,1748.0,65.5
2017-07-10,1722.0,1665.0,1831.0,83.0
2017-07-22,1860.0,1742.0,2001.0,129.5
2017-08-03,1916.0,1789.0,2070.0,140.5
2017-08-15,1771.0,1690.0,1941.0,125.5
2017-08-27,1749.0,1684.0,2047.0,181.5
2017-09-08,1901.0,1779.0,2389.0,305.0
2017-09-20,757.0,756.0,757.0,0.5
2017-10-02,748.0,748.0,749.0,0.5
2017-10-14,750.0,749.0,814.0,32.5
2017-10-26,746.0,746.0,747.0,0.5
2017-11-07,746.0,746.0,746.0,0.0
2017-11-19,746.0,746.0,747.0,0.5
2017-12-01,746.0,746.0,746.0,0.0
2017-12-13,746.0,746.0,746.0,0.0
2017-12-25,746.0,746.0,746.0,0.0
2018-01-06,746.0,746.0,746.0,0.0
2018-01-18,746.0,746.0,746.0,0.0
2018-01-30,746.0,746.0,747.0,0.5
2018-02-11,746.0,746.0,746.0,0.0
2018-02-23,746.0,746.0,746.0,0.0
2018-03-07,746.0,746.0,746.0,0.0
2018-03-19,746.0,746.0,747.0,0.5
2018-03-31,746.0,746.0,746.0,0.0
2018-04-12,746.0,746.0,746.0,0.0
2018-04-24,746.0,746.0,746.0,0.0
2018-05-06,746.0,746.0,747.0,0.5
2018-05-18,1208.0,1165.0,1419.0,127.0
2018-05-30,1385.0,1329.0,1574.0,122.5
2018-06-11,1468.0,1415.0,1670.0,127.5
2018-06-23,1632.0,1590.0,1784.0,97.0
2018-07-05,1738.0,1672.0,1860.0,94.0
2018-07-17,1741.0,1682.0,1886.0,102.0
2018-07-29,1874.0,1772.0,2008.0,118.0
2018-08-10,1812.0,1736.0,1950.0,107.0
2018-08-22,1861.0,1775.0,2004.0,114.5
2018-09-03,1975.0,1802.0,2267.0,232.5
2018-09-15,2148.0,2058.0,2584.0,263.0
2018-09-27,769.0,768.0,769.0,0.5
2018-10-09,746.0,746.0,747.0,0.5
2018-10-21,748.0,748.0,748.0,0.0
2018-11-02,748.0,748.0,748.0,0.0
2018-11-14,746.0,746.0,746.0,0.0
2018-11-26,746.0,746.0,746.0,0.0
2018-12-08,746.0,746.0,746.0,0.0
2018-12-20,746.0,746.0,746.0,0.0
2019-01-01,746.0,746.0,746.0,0.0
2019-01-13,746.0,746.0,746.0,0.0
2019-01-25,746.0,746.0,746.0,0.0
2019-02-06,747.0,747.0,747.0,0.0
2019-02-18,747.0,747.0,747.0,0.0
2019-03-02,746.0,746.0,746.0,0.0
2019-03-14,746.0,746.0,746.0,0.0
2019-03-26,746.0,746.0,747.0,0.5
2019-04-07,747.0,747.0,747.0,0.0
2019-04-19,746.0,746.0,746.0,0.0
2019-05-01,746.0,746.0,746.0,0.0
2019-05-13,746.0,746.0,747.0,0.5
2019-05-25,1526.0,1483.0,1913.0,215.0
2019-06-06,1594.0,1551.0,1865.0,157.0
2019-06-18,1593.0,1562.0,1726.0,82.0
2019-06-30,1866.0,1770.0,2022.0,126.0
2019-07-12,1962.0,1815.0,2091.0,138.0
2019-07-24,1827.0,1733.0,1975.0,121.0
2019-08-05,1990.0,1866.0,2127.0,130.5
2019-08-17,1874.0,1773.0,2019.0,123.0
2019-08-29,1948.0,1823.0,2550.0,363.5
2019-09-10,2119.0,1920.0,2687.0,383.5
2019-09-22,1602.0,1506.0,2088.0,291.0
2019-10-04,1743.0,1726.0,2336.0,305.0
2019-10-16,748.0,748.0,749.0,0.5
2019-10-28,1433.0,1141.0,1914.0,386.5
2019-11-09,747.0,747.0,747.0,0.0
2019-11-21,748.0,748.0,749.0,0.5
2019-12-03,746.0,746.0,746.0,0.0
2019-12-15,747.0,747.0,747.0,0.0
2019-12-27,746.0,746.0,746.0,0.0
2020-01-08,746.0,746.0,746.0,0.0
2020-01-20,747.0,747.0,747.0,0.0
2020-02-01,746.0,746.0,746.0,0.0
2020-02-13,746.0,746.0,746.0,0.0
2020-02-25,746.0,746.0,746.0,0.0
2020-03-08,746.0,746.0,746.0,0.0
2020-03-20,746.0,746.0,746.0,0.0
2020-04-01,746.0,746.0,746.0,0.0
2020-04-13,750.0,748.0,797.0,24.5
2020-04-25,982.0,928.0,1057.0,64.5
2020-05-07,860.0,860.0,860.0,0.0
2020-05-19,1308.0,1260.0,1547.0,143.5
2020-05-31,1395.0,1342.0,1572.0,115.0
2020-06-12,1538.0,1497.0,1742.0,122.5
2020-06-24,1585.0,1550.0,1722.0,86.0
2020-07-06,1664.0,1627.0,1798.0,85.5
2020-07-18,1748.0,1690.0,1887.0,98.5
2020-07-30,1832.0,1746.0,1961.0,107.5
2020-08-11,1806.0,1732.0,1958.0,113.0
2020-08-23,1791.0,1729.0,1974.0,122.5
2020-09-04,1681.0,1612.0,1918.0,153.0
2020-09-16,1994.0,1927.0,2450.0,261.5
2020-09-28,1786.0,1594.0,2255.0,330.5
2020-10-10,757.0,756.0,757.0,0.5
2020-10-22,746.0,746.0,747.0,0.5
2020-11-03,749.0,749.0,749.0,0.0
2020-11-15,749.0,749.0,749.0,0.0
2020-11-27,746.0,746.0,746.0,0.0
2020-12-09,747.0,747.0,747.0,0.0
2020-12-21,746.0,746.0,746.0,0.0
2021-01-02,746.0,746.0,746.0,0.0
2021-01-14,746.0,746.0,746.0,0.0
2021-01-26,746.0,746.0,746.0,0.0
2021-02-07,746.0,746.0,746.0,0.0
2021-02-19,746.0,746.0,746.0,0.0
2021-03-03,747.0,747.0,747.0,0.0
2021-03-15,746.0,746.0,746.0,0.0
2021-03-27,746.0,746.0,746.0,0.0
2021-04-08,746.0,746.0,746.0,0.0
2021-04-20,776.0,754.0,855.0,50.5
2021-05-02,817.0,816.0,818.0,1.0
2021-05-14,1042.0,1039.0,1044.0,2.5
2021-05-26,843.0,843.0,843.0,0.0
2021-06-07,1459.0,1417.0,1690.0,136.5
2021-06-19,1599.0,1543.0,1710.0,83.5
2021-07-01,1675.0,1618.0,1803.0,92.5
2021-07-13,1656.0,1613.0,1793.0,90.0
2021-07-25,1776.0,1697.0,1897.0,100.0
2021-08-06,1864.0,1751.0,2011.0,130.0
2021-08-18,1739.0,1685.0,1893.0,104.0
2021-08-30,1775.0,1696.0,2037.0,170.5
2021-09-11,1755.0,1691.0,1989.0,149.0
2021-09-23,1961.0,1866.0,2307.0,220.5
2021-10-05,752.0,750.0,753.0,1.5
2021-10-17,748.0,746.0,748.0,1.0
2021-10-29,748.0,748.0,748.0,0.0
2021-11-10,747.0,747.0,747.0,0.0
2021-11-22,747.0,747.0,747.0,0.0
2021-12-16,746.0,746.0,746.0,0.0
2021-12-28,746.0,746.0,746.0,0.0
2022-01-09,746.0,746.0,746.0,0.0
2022-01-21,746.0,746.0,746.0,0.0
2022-02-02,746.0,746.0,746.0,0.0
2022-02-14,746.0,746.0,746.0,0.0
2022-02-26,746.0,746.0,746.0,0.0
2022-03-10,746.0,746.0,746.0,0.0
2022-03-22,746.0,746.0,746.0,0.0
2022-04-03,746.0,746.0,746.0,0.0
2022-04-15,746.0,746.0,746.0,0.0
2022-04-27,799.0,793.0,803.0,5.0
2022-05-09,761.0,748.0,835.0,43.5
2022-05-21,1061.0,954.0,1139.0,92.5
2022-06-02,1409.0,1356.0,1777.0,210.5
2022-06-14,1453.0,1439.0,1648.0,104.5
2022-06-26,1680.0,1608.0,1800.0,96.0
2022-07-08,1732.0,1666.0,1875.0,104.5
2022-07-20,1727.0,1675.0,1841.0,83.0
2022-08-01,1786.0,1714.0,1953.0,119.5
2022-08-13,1797.0,1720.0,1920.0,100.0
2022-08-25,1769.0,1691.0,1950.0,129.5
2022-09-06,1782.0,1694.0,2115.0,210.5
2022-09-18,1698.0,1655.0,2175.0,260.0
2022-09-30,1610.0,1447.0,2207.0,380.0
2022-10-12,1703.0,1572.0,2150.0,289.0
2022-10-24,761.0,760.0,762.0,1.0
2022-11-05,752.0,752.0,752.0,0.0
2022-11-17,747.0,747.0,747.0,0.0
2022-11-29,747.0,747.0,747.0,0.0
2022-12-11,746.0,746.0,746.0,0.0
2022-12-23,749.0,749.0,749.0,0.0
2023-01-04,747.0,747.0,747.0,0.0
2023-01-16,748.0,748.0,748.0,0.0
2023-01-28,746.0,746.0,746.0,0.0
2023-02-09,746.0,746.0,746.0,0.0
2023-02-21,746.0,746.0,746.0,0.0
2023-03-05,746.0,746.0,746.0,0.0
2023-03-17,746.0,746.0,746.0,0.0
2023-03-29,746.0,746.0,746.0,0.0
2023-04-10,746.0,746.0,746.0,0.0
2023-04-22,746.0,746.0,746.0,0.0
2023-05-04,770.0,762.0,781.0,9.5
2023-05-16,967.0,909.0,1019.0,55.0
2023-05-28,1362.0,1305.0,1606.0,150.5
2023-06-09,1482.0,1440.0,1667.0,113.5
2023-06-21,1586.0,1532.0,1710.0,89.0
2023-07-03,1679.0,1619.0,1804.0,92.5
2023-07-15,1768.0,1686.0,1884.0,99.0
2023-07-27,1812.0,1715.0,1954.0,119.5
2023-08-08,1828.0,1723.0,1979.0,128.0
2023-09-01,1788.0,1699.0,1979.0,140.0
2023-09-13,1705.0,1635.0,2097.0,231.0
2023-09-25,1962.0,1878.0,2370.0,246.0
2023-10-07,1478.0,1412.0,1860.0,224.0
2023-10-19,758.0,757.0,761.0,2.0
2023-10-31,750.0,748.0,752.0,2.0
2023-11-12,748.0,748.0,748.0,0.0
