,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2020-05-31,112530000,107630000,117430000,4900000.0
2020-06-12,115230000,111050000,119420000,4185000.0
2020-06-24,122570000,119240000,125900000,3330000.0
2020-07-06,131530000,126700000,136390000,4845000.0
2020-07-18,127980000,124150000,131820000,3835000.0
2020-07-30,132130000,128350000,135900000,3775000.0
2020-08-11,125530000,122000000,129060000,3530000.0
2020-08-23,125000000,121250000,128750000,3750000.0
2020-09-04,120770000,117030000,124520000,3745000.0
2020-09-16,121560000,119500000,123620000,2060000.0
2020-09-28,109530000,102230000,116830000,7300000.0
2020-10-10,43420000,260000,86600000,43170000.0
2020-10-22,23830000,30000,47650000,23810000.0
2020-11-03,14110000,60000,28200000,14070000.0
2020-11-15,9430000,60000,18860000,9400000.0
2020-11-27,5360000,10000,10730000,5360000.0
2020-12-09,2170000,30000,4340000,2155000.0
2020-12-21,700000,10000,1410000,700000.0
2021-01-02,220000,0,450000,225000.0
2021-01-14,110000,0,230000,115000.0
2021-01-26,70000,10000,150000,70000.0
2021-02-07,50000,0,110000,55000.0
2021-02-19,30000,10000,70000,30000.0
2021-03-03,40000,20000,90000,35000.0
2021-03-15,20000,0,50000,25000.0
2021-03-27,30000,10000,70000,30000.0
2021-04-08,20000,0,50000,25000.0
2021-04-20,27250000,21510000,32980000,5735000.0
2021-05-02,21700000,2280000,41120000,19420000.0
2021-05-14,44360000,14680000,74030000,29675000.0
2021-05-26,43210000,3650000,82790000,39570000.0
2021-06-07,102830000,97430000,108290000,5430000.0
2021-06-19,124930000,121620000,128260000,3320000.0
2021-07-01,127580000,124000000,131160000,3580000.0
2021-07-13,125410000,121840000,128980000,3570000.0
2021-07-25,136850000,132750000,140950000,4100000.0
2021-08-06,142140000,138430000,145860000,3715000.0
2021-08-18,131620000,127160000,136080000,4460000.0
2021-08-30,127750000,123710000,131770000,4030000.0
2021-09-11,124300000,120190000,128410000,4110000.0
2021-09-23,115710000,108220000,123190000,7485000.0
2021-10-05,33680000,170000,67260000,33545000.0
2021-10-17,20580000,90000,41090000,20500000.0
2021-10-29,15490000,90000,30940000,15425000.0
2021-11-10,9480000,30000,18970000,9470000.0
2021-11-22,6360000,20000,12730000,6355000.0
2021-12-16,1850000,20000,3690000,1835000.0
2021-12-28,450000,0,910000,455000.0
2022-01-09,110000,0,230000,115000.0
2022-01-21,10000,0,30000,15000.0
2022-02-02,0,0,0,0.0
2022-02-14,10000,0,30000,15000.0
2022-02-26,0,0,10000,5000.0
2022-03-10,0,0,10000,5000.0
2022-03-22,10000,0,30000,15000.0
2022-04-03,30000,10000,70000,30000.0
2022-04-15,70000,10000,150000,70000.0
2022-04-27,5410000,1740000,9140000,3700000.0
2022-05-09,29490000,23850000,35130000,5640000.0
2022-05-21,53740000,32790000,74680000,20945000.0
2022-06-02,118220000,112290000,124140000,5925000.0
2022-06-14,122690000,118120000,127250000,4565000.0
2022-06-26,131100000,126610000,135590000,4490000.0
2022-07-08,139160000,135360000,142970000,3805000.0
2022-07-20,135100000,131090000,139110000,4010000.0
2022-08-01,134980000,131050000,138920000,3935000.0
2022-08-13,132850000,129760000,135940000,3090000.0
2022-08-25,128230000,124790000,131690000,3450000.0
2022-09-06,122370000,117080000,127640000,5280000.0
2022-09-18,116930000,110170000,123660000,6745000.0
2022-09-30,112310000,103840000,120790000,8475000.0
2022-10-12,109280000,100710000,117870000,8580000.0
2022-10-24,37350000,390000,74320000,36965000.0
2022-11-05,22660000,130000,45200000,22535000.0
2022-11-17,16360000,30000,32700000,16335000.0
2022-11-29,11670000,20000,23340000,11660000.0
2022-12-11,8300000,0,16610000,8305000.0
2022-12-23,5570000,90000,11150000,5530000.0
2023-01-04,3550000,30000,7110000,3540000.0
2023-01-16,1230000,50000,2470000,1210000.0
2023-01-28,310000,0,630000,315000.0
2023-02-09,120000,0,250000,125000.0
2023-02-21,100000,0,210000,105000.0
2023-03-05,20000,0,50000,25000.0
2023-03-17,50000,0,110000,55000.0
2023-03-29,0,0,0,0.0
2023-04-10,30000,10000,70000,30000.0
2023-04-22,250000,10000,510000,250000.0
2023-05-04,3110000,880000,5360000,2240000.0
2023-05-16,36480000,17880000,55120000,18620000.0
2023-05-28,94610000,88140000,101080000,6470000.0
2023-06-09,116420000,112790000,120050000,3630000.0
2023-06-21,126600000,123290000,129920000,3315000.0
2023-07-03,129540000,125860000,133230000,3685000.0
2023-07-15,138920000,135460000,142360000,3450000.0
2023-07-27,143030000,139920000,146130000,3105000.0
2023-08-08,143250000,139880000,146620000,3370000.0
2023-09-01,138080000,134950000,141210000,3130000.0
2023-09-13,129500000,124360000,134630000,5135000.0
2023-09-25,118480000,109540000,127420000,8940000.0
2023-10-07,102970000,87760000,118150000,15195000.0
2023-10-19,28030000,360000,55740000,27690000.0
2023-10-31,18370000,190000,36590000,18200000.0
2023-11-12,11180000,90000,22330000,11120000.0
2023-11-24,7270000,170000,14460000,7145000.0
2023-12-06,3420000,60000,6810000,3375000.0
2023-12-18,1670000,40000,3320000,1640000.0
2023-12-30,830000,10000,1660000,825000.0
2024-01-11,470000,20000,940000,460000.0
2024-02-16,170000,10000,340000,165000.0
2024-02-28,110000,0,230000,115000.0
2024-03-11,230000,20000,460000,220000.0
2024-03-23,90000,30000,190000,80000.0
2024-04-04,110000,0,230000,115000.0
2024-04-16,150000,30000,310000,140000.0
2024-04-28,2370000,40000,4740000,2350000.0
2024-05-10,10660000,210000,21140000,10465000.0
2024-05-22,79140000,69210000,89080000,9935000.0
2024-06-03,100190000,92280000,108080000,7900000.0
2024-06-15,121130000,117070000,125200000,4065000.0
2024-06-27,133200000,128990000,137390000,4200000.0
2024-07-09,135010000,131410000,138610000,3600000.0
2024-07-21,134560000,130630000,138500000,3935000.0
2024-08-02,133210000,129660000,136770000,3555000.0
2024-08-14,136610000,133130000,140090000,3480000.0
2024-08-26,134420000,130680000,138190000,3755000.0
2024-09-07,127830000,122890000,132760000,4935000.0
2024-09-19,121190000,114570000,127800000,6615000.0
2024-10-01,49310000,1180000,97440000,48130000.0
2024-10-25,18950000,250000,37660000,18705000.0
2024-11-06,11770000,250000,23330000,11540000.0
2024-11-18,6410000,170000,12730000,6280000.0
2024-11-30,3400000,120000,6690000,3285000.0
2024-12-12,2280000,80000,4530000,2225000.0
2024-12-24,1360000,60000,2680000,1310000.0
