,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2022-09-18,59810000,57080000,89910000,16415000.0
2022-09-30,54540000,43360000,92110000,24375000.0
2022-10-12,60090000,51910000,88170000,18130000.0
2022-10-24,330000,290000,360000,35000.0
2022-11-05,110000,110000,110000,0.0
2022-11-17,10000,10000,10000,0.0
2022-11-29,10000,10000,10000,0.0
2022-12-11,0,0,0,0.0
2022-12-23,50000,50000,50000,0.0
2023-01-04,10000,10000,10000,0.0
2023-01-16,40000,40000,40000,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,570000,350000,780000,215000.0
2023-05-16,10490000,7480000,13470000,2995000.0
2023-05-28,37250000,32400000,54300000,10950000.0
2023-06-09,45860000,42850000,57820000,7485000.0
2023-06-21,52860000,49170000,60600000,5715000.0
2023-07-03,58460000,55100000,66300000,5600000.0
2023-07-15,63960000,59020000,70580000,5780000.0
2023-07-27,66690000,60870000,74650000,6890000.0
2023-08-08,67690000,61370000,76190000,7410000.0
2023-09-01,65200000,59880000,76220000,8170000.0
2023-09-13,60290000,55990000,84600000,14305000.0
2023-09-25,75170000,70350000,101990000,15820000.0
2023-10-07,45560000,40930000,69350000,14210000.0
2023-10-19,270000,220000,330000,55000.0
2023-10-31,60000,20000,110000,45000.0
2023-11-12,30000,20000,40000,10000.0
2023-11-24,140000,130000,140000,5000.0
2023-12-06,50000,50000,50000,0.0
2023-12-18,0,0,0,0.0
2023-12-30,0,0,0,0.0
2024-01-11,10000,10000,10000,0.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,10000,10000,10000,0.0
2024-03-23,10000,10000,10000,0.0
2024-04-04,0,0,0,0.0
2024-04-16,10000,10000,10000,0.0
2024-04-28,0,0,10000,5000.0
2024-05-10,170000,160000,180000,10000.0
2024-05-22,26110000,22790000,39930000,8570000.0
2024-06-03,34300000,33040000,57220000,12090000.0
2024-06-15,48820000,46640000,64600000,8980000.0
2024-06-27,59930000,55960000,68120000,6080000.0
2024-07-09,63040000,58840000,69580000,5370000.0
2024-07-21,66680000,61840000,74160000,6160000.0
2024-08-02,65100000,60790000,74060000,6635000.0
2024-08-14,68520000,61810000,80830000,9510000.0
2024-08-26,61010000,58180000,73650000,7735000.0
2024-09-07,61670000,58300000,85520000,13610000.0
2024-09-19,60780000,56990000,93190000,18100000.0
2024-10-01,1050000,940000,1160000,110000.0
2024-10-25,80000,50000,170000,60000.0
2024-11-06,160000,100000,210000,55000.0
2024-11-18,110000,80000,140000,30000.0
2024-11-30,0,0,70000,35000.0
2024-12-12,30000,10000,40000,15000.0
2024-12-24,30000,10000,40000,15000.0
