,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2821.0,2631.0,3007.0,188.0
2017-06-16,2938.0,2770.0,3081.0,155.5
2017-06-28,3060.0,2907.0,3239.0,166.0
2017-07-10,3293.0,3087.0,3522.0,217.5
2017-07-22,3594.0,3308.0,3877.0,284.5
2017-08-03,3546.0,3264.0,3824.0,280.0
2017-08-15,3367.0,3133.0,3620.0,243.5
2017-08-27,3069.0,2884.0,3296.0,206.0
2017-09-08,2895.0,2687.0,3085.0,199.0
2017-09-20,1470.0,758.0,2175.0,708.5
2017-10-02,1344.0,750.0,1899.0,574.5
2017-10-14,1225.0,914.0,1496.0,291.0
2017-10-26,930.0,748.0,1088.0,170.0
2017-11-07,859.0,746.0,929.0,91.5
2017-11-19,820.0,748.0,866.0,59.0
2017-12-01,795.0,747.0,819.0,36.0
2017-12-13,769.0,747.0,793.0,23.0
2017-12-25,753.0,746.0,758.0,6.0
2018-01-06,753.0,747.0,758.0,5.5
2018-01-18,749.0,746.0,752.0,3.0
2018-01-30,748.0,748.0,750.0,1.0
2018-02-11,749.0,746.0,752.0,3.0
2018-02-23,751.0,746.0,756.0,5.0
2018-03-07,748.0,747.0,750.0,1.5
2018-03-19,748.0,748.0,750.0,1.0
2018-03-31,748.0,747.0,750.0,1.5
2018-04-12,748.0,746.0,749.0,1.5
2018-04-24,750.0,747.0,753.0,3.0
2018-05-06,811.0,748.0,850.0,51.0
2018-05-18,2020.0,1950.0,2084.0,67.0
2018-05-30,2111.0,2032.0,2192.0,80.0
2018-06-11,2606.0,2488.0,2793.0,152.5
2018-06-23,2893.0,2798.0,2987.0,94.5
2018-07-05,3371.0,3172.0,3584.0,206.0
2018-07-17,3007.0,2848.0,3167.0,159.5
2018-07-29,3738.0,3548.0,3920.0,186.0
2018-08-10,3602.0,3430.0,3781.0,175.5
2018-08-22,3438.0,3302.0,3580.0,139.0
2018-09-03,3186.0,3046.0,3348.0,151.0
2018-09-15,3108.0,2990.0,3248.0,129.0
2018-09-27,1501.0,770.0,2235.0,732.5
2018-10-09,1268.0,748.0,1698.0,475.0
2018-10-21,1113.0,749.0,1376.0,313.5
2018-11-02,923.0,750.0,1072.0,161.0
2018-11-14,854.0,747.0,923.0,88.0
2018-11-26,803.0,746.0,835.0,44.5
2018-12-08,785.0,747.0,808.0,30.5
2018-12-20,762.0,746.0,776.0,15.0
2019-01-01,756.0,746.0,763.0,8.5
2019-01-13,752.0,747.0,757.0,5.0
2019-01-25,750.0,746.0,753.0,3.5
2019-02-06,748.0,748.0,750.0,1.0
2019-02-18,748.0,748.0,750.0,1.0
2019-03-02,748.0,747.0,750.0,1.5
2019-03-14,747.0,746.0,748.0,1.0
2019-03-26,748.0,748.0,750.0,1.0
2019-04-07,748.0,748.0,750.0,1.0
2019-04-19,753.0,746.0,758.0,6.0
2019-05-01,807.0,747.0,840.0,46.5
2019-05-13,1029.0,748.0,1232.0,242.0
2019-05-25,2558.0,2437.0,2737.0,150.0
2019-06-06,2724.0,2604.0,2882.0,139.0
2019-06-18,3034.0,2888.0,3189.0,150.5
2019-06-30,4086.0,3922.0,4272.0,175.0
2019-07-12,4108.0,3937.0,4320.0,191.5
2019-07-24,4106.0,3914.0,4350.0,218.0
2019-08-05,4109.0,3971.0,4272.0,150.5
2019-08-17,3973.0,3822.0,4165.0,171.5
2019-08-29,3138.0,2823.0,3537.0,357.0
2019-09-10,3271.0,3074.0,3500.0,213.0
2019-09-22,2847.0,2615.0,3078.0,231.5
2019-10-04,2566.0,2413.0,2831.0,209.0
2019-10-16,1122.0,750.0,1396.0,323.0
2019-10-28,2409.0,2310.0,2523.0,106.5
2019-11-09,865.0,748.0,944.0,98.0
2019-11-21,821.0,750.0,869.0,59.5
2019-12-03,797.0,747.0,823.0,38.0
2019-12-15,775.0,748.0,799.0,25.5
2019-12-27,765.0,746.0,785.0,19.5
2020-01-08,757.0,747.0,764.0,8.5
2020-01-20,758.0,748.0,769.0,10.5
2020-02-01,756.0,747.0,763.0,8.0
2020-02-13,752.0,746.0,757.0,5.5
2020-02-25,749.0,746.0,752.0,3.0
2020-03-08,753.0,747.0,758.0,5.5
2020-03-20,748.0,746.0,749.0,1.5
2020-04-01,748.0,747.0,750.0,1.5
2020-04-13,879.0,855.0,902.0,23.5
2020-04-25,1467.0,1401.0,1540.0,69.5
2020-05-07,1148.0,861.0,1400.0,269.5
2020-05-19,2389.0,2262.0,2535.0,136.5
2020-05-31,2582.0,2474.0,2745.0,135.5
2020-06-12,2660.0,2549.0,2838.0,144.5
2020-06-24,2974.0,2830.0,3101.0,135.5
2020-07-06,3381.0,3140.0,3655.0,257.5
2020-07-18,3198.0,3032.0,3398.0,183.0
2020-07-30,3419.0,3219.0,3627.0,204.0
2020-08-11,3085.0,2950.0,3256.0,153.0
2020-08-23,3064.0,2914.0,3238.0,162.0
2020-09-04,2894.0,2732.0,3047.0,157.5
2020-09-16,2932.0,2843.0,3010.0,83.5
2020-09-28,2517.0,2373.0,2721.0,174.0
2020-10-10,1448.0,758.0,2127.0,684.5
2020-10-22,1173.0,748.0,1508.0,380.0
2020-11-03,1034.0,750.0,1239.0,244.5
2020-11-15,945.0,750.0,1110.0,180.0
2020-11-27,876.0,747.0,971.0,112.0
2020-12-09,816.0,748.0,860.0,56.0
2020-12-21,776.0,747.0,800.0,26.5
2021-01-02,757.0,746.0,765.0,9.5
2021-01-14,752.0,746.0,757.0,5.5
2021-01-26,750.0,747.0,753.0,3.0
2021-02-07,749.0,746.0,752.0,3.0
2021-02-19,748.0,747.0,750.0,1.5
2021-03-03,748.0,748.0,750.0,1.0
2021-03-15,748.0,746.0,749.0,1.5
2021-03-27,748.0,747.0,750.0,1.5
2021-04-08,748.0,746.0,749.0,1.5
2021-04-20,1224.0,1140.0,1310.0,85.0
2021-05-02,1142.0,819.0,1415.0,298.0
2021-05-14,1461.0,1045.0,1946.0,450.5
2021-05-26,1445.0,844.0,2072.0,614.0
2021-06-07,2385.0,2294.0,2488.0,97.0
2021-06-19,3060.0,2934.0,3213.0,139.5
2021-07-01,3181.0,3025.0,3367.0,171.0
2021-07-13,3079.0,2942.0,3250.0,154.0
2021-07-25,3683.0,3452.0,3891.0,219.5
2021-08-06,3963.0,3765.0,4212.0,223.5
2021-08-18,3386.0,3159.0,3642.0,241.5
2021-08-30,3188.0,3014.0,3394.0,190.0
2021-09-11,3040.0,2874.0,3221.0,173.5
2021-09-23,2678.0,2486.0,2996.0,255.0
2021-10-05,1317.0,754.0,1822.0,534.0
2021-10-17,1129.0,750.0,1415.0,332.5
2021-10-29,1059.0,750.0,1284.0,267.0
2021-11-10,946.0,748.0,1112.0,182.0
2021-11-22,893.0,748.0,1004.0,128.0
2021-12-16,810.0,748.0,845.0,48.5
2021-12-28,765.0,746.0,785.0,19.5
2022-01-09,752.0,746.0,757.0,5.5
2022-01-21,747.0,746.0,748.0,1.0
2022-02-02,746.0,746.0,746.0,0.0
2022-02-14,747.0,746.0,748.0,1.0
2022-02-26,746.0,746.0,747.0,0.5
2022-03-10,746.0,746.0,747.0,0.5
2022-03-22,747.0,746.0,748.0,1.0
2022-04-03,748.0,747.0,750.0,1.5
2022-04-15,750.0,747.0,753.0,3.0
2022-04-27,876.0,807.0,941.0,67.0
2022-05-09,1262.0,1173.0,1337.0,82.0
2022-05-21,1598.0,1309.0,1954.0,322.5
2022-06-02,2782.0,2577.0,3031.0,227.0
2022-06-14,2978.0,2778.0,3163.0,192.5
2022-06-26,3360.0,3138.0,3605.0,233.5
2022-07-08,3803.0,3596.0,4014.0,209.0
2022-07-20,3587.0,3360.0,3801.0,220.5
2022-08-01,3581.0,3357.0,3792.0,217.5
2022-08-13,3458.0,3292.0,3630.0,169.0
2022-08-25,3212.0,3054.0,3388.0,167.0
2022-09-06,2964.0,2734.0,3183.0,224.5
2022-09-18,2728.0,2529.0,3011.0,241.0
2022-09-30,2577.0,2404.0,2895.0,245.5
2022-10-12,2509.0,2348.0,2765.0,208.5
2022-10-24,1364.0,763.0,1950.0,593.5
2022-11-05,1155.0,753.0,1473.0,360.0
2022-11-17,1072.0,748.0,1308.0,280.0
2022-11-29,987.0,748.0,1165.0,208.5
2022-12-11,926.0,746.0,1076.0,165.0
2022-12-23,878.0,750.0,978.0,114.0
2023-01-04,842.0,748.0,903.0,77.5
2023-01-16,796.0,749.0,822.0,36.5
2023-01-28,761.0,746.0,774.0,14.0
2023-02-09,753.0,746.0,758.0,6.0
2023-02-21,751.0,746.0,756.0,5.0
2023-03-05,748.0,746.0,749.0,1.5
2023-03-17,749.0,746.0,752.0,3.0
2023-03-29,746.0,746.0,746.0,0.0
2023-04-10,748.0,747.0,750.0,1.5
2023-04-22,758.0,747.0,768.0,10.5
2023-05-04,834.0,785.0,876.0,45.5
2023-05-16,1353.0,1098.0,1620.0,261.0
2023-05-28,2249.0,2149.0,2355.0,103.0
2023-06-09,2703.0,2590.0,2866.0,138.0
2023-06-21,3137.0,2999.0,3299.0,150.0
2023-07-03,3280.0,3099.0,3481.0,191.0
2023-07-15,3792.0,3600.0,3975.0,187.5
2023-07-27,4020.0,3843.0,4240.0,198.5
2023-08-08,4035.0,3841.0,4276.0,217.5
2023-09-01,3746.0,3580.0,3906.0,163.0
2023-09-13,3279.0,3042.0,3563.0,260.5
