,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2023-09-25,2796.0,2517.0,3170.0,326.5
2023-10-07,2387.0,2144.0,2779.0,317.5
2023-10-19,1236.0,762.0,1631.0,434.5
2023-10-31,1104.0,756.0,1355.0,299.5
2023-11-12,978.0,750.0,1150.0,200.0
2023-11-24,905.0,754.0,1042.0,144.0
2023-12-06,839.0,750.0,899.0,74.5
2023-12-18,806.0,748.0,837.0,44.5
2023-12-30,783.0,747.0,806.0,29.5
2024-01-11,766.0,748.0,787.0,19.5
2024-02-16,754.0,747.0,761.0,7.0
2024-02-28,752.0,746.0,757.0,5.5
2024-03-11,757.0,748.0,766.0,9.0
2024-03-23,750.0,748.0,756.0,4.0
2024-04-04,752.0,746.0,757.0,5.5
2024-04-16,753.0,748.0,761.0,6.5
2024-04-28,820.0,748.0,866.0,59.0
2024-05-10,970.0,756.0,1135.0,189.5
2024-05-22,2023.0,1857.0,2162.0,152.5
2024-06-03,2341.0,2211.0,2484.0,136.5
2024-06-15,2909.0,2733.0,3070.0,168.5
2024-06-27,3479.0,3251.0,3712.0,230.5
2024-07-09,3583.0,3379.0,3776.0,198.5
2024-07-21,3559.0,3335.0,3767.0,216.0
2024-08-02,3479.0,3286.0,3680.0,197.0
2024-08-14,3667.0,3474.0,3851.0,188.5
2024-08-26,3548.0,3337.0,3753.0,208.0
2024-09-07,3193.0,2984.0,3452.0,234.0
2024-09-19,2911.0,2641.0,3189.0,274.0
2024-10-01,1535.0,796.0,2294.0,749.0
2024-10-25,1112.0,758.0,1368.0,305.0
2024-11-06,989.0,758.0,1165.0,203.5
2024-11-18,893.0,754.0,1004.0,125.0
2024-11-30,839.0,753.0,898.0,72.5
2024-12-12,819.0,750.0,863.0,56.5
2024-12-24,799.0,750.0,826.0,38.0
