,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2456.0,2355.0,2561.0,103.0
2017-06-16,2736.0,2574.0,2866.0,146.0
2017-06-28,2951.0,2862.0,3040.0,89.0
2017-07-10,3257.0,3184.0,3338.0,77.0
2017-07-22,3387.0,3320.0,3433.0,56.5
2017-08-03,3293.0,3238.0,3366.0,64.0
2017-08-15,3213.0,3101.0,3308.0,103.5
2017-08-27,3050.0,2872.0,3206.0,167.0
2017-09-08,2778.0,2527.0,2981.0,227.0
2017-09-20,1402.0,1252.0,1501.0,124.5
2017-10-02,1368.0,1252.0,1447.0,97.5
2017-10-14,1391.0,1319.0,1468.0,74.5
2017-10-26,1324.0,1255.0,1354.0,49.5
2017-11-07,1285.0,1237.0,1310.0,36.5
2017-11-19,1263.0,1248.0,1279.0,15.5
2017-12-01,1252.0,1237.0,1255.0,9.0
2017-12-13,1255.0,1237.0,1266.0,14.5
2017-12-25,1248.0,1237.0,1254.0,8.5
2018-01-06,1254.0,1248.0,1263.0,7.5
2018-01-18,1237.0,1237.0,1237.0,0.0
2018-01-30,1237.0,1237.0,1248.0,5.5
2018-02-11,1237.0,1237.0,1237.0,0.0
2018-02-23,1237.0,1237.0,1237.0,0.0
2018-03-07,1237.0,1237.0,1237.0,0.0
2018-03-19,1237.0,1237.0,1237.0,0.0
2018-03-31,1237.0,1237.0,1237.0,0.0
2018-04-12,1255.0,1237.0,1266.0,14.5
2018-04-24,1237.0,1237.0,1237.0,0.0
2018-05-06,1254.0,1248.0,1263.0,7.5
2018-05-18,1431.0,1252.0,1537.0,142.5
2018-05-30,1567.0,1252.0,1770.0,259.0
2018-06-11,2334.0,2125.0,2553.0,214.0
2018-06-23,2877.0,2746.0,3005.0,129.5
2018-07-05,3139.0,2993.0,3262.0,134.5
2018-07-17,2841.0,2701.0,2966.0,132.5
2018-07-29,3369.0,3283.0,3430.0,73.5
2018-08-10,3378.0,3338.0,3409.0,35.5
2018-08-22,3249.0,3222.0,3265.0,21.5
2018-09-03,3021.0,2888.0,3137.0,124.5
2018-09-15,2765.0,2514.0,2965.0,225.5
2018-09-27,1375.0,1252.0,1460.0,104.0
2018-10-09,1331.0,1248.0,1367.0,59.5
2018-10-21,1312.0,1252.0,1337.0,42.5
2018-11-02,1288.0,1237.0,1312.0,37.5
2018-11-14,1275.0,1237.0,1296.0,29.5
2018-11-26,1269.0,1237.0,1286.0,24.5
2018-12-08,1254.0,1248.0,1263.0,7.5
2018-12-20,1255.0,1237.0,1266.0,14.5
2019-01-01,1254.0,1248.0,1263.0,7.5
2019-01-13,1237.0,1237.0,1248.0,5.5
2019-01-25,1237.0,1237.0,1237.0,0.0
2019-02-06,1237.0,1237.0,1237.0,0.0
2019-02-18,1237.0,1237.0,1237.0,0.0
2019-03-02,1259.0,1237.0,1274.0,18.5
2019-03-14,1254.0,1237.0,1259.0,11.0
2019-03-26,1263.0,1248.0,1279.0,15.5
2019-04-07,1259.0,1237.0,1274.0,18.5
2019-04-19,1263.0,1237.0,1276.0,19.5
2019-05-01,1269.0,1237.0,1286.0,24.5
2019-05-13,1270.0,1237.0,1290.0,26.5
2019-05-25,2422.0,2310.0,2522.0,106.0
