,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,26860000,26320000,27400000,540000.0
2017-06-16,28490000,27530000,29450000,960000.0
2017-06-28,30070000,29430000,30720000,645000.0
2017-07-10,32680000,31940000,33410000,735000.0
2017-07-22,33890000,33270000,34510000,620000.0
2017-08-03,33060000,32440000,33660000,610000.0
2017-08-15,32200000,31220000,33180000,980000.0
2017-08-27,30790000,29510000,32100000,1295000.0
2017-09-08,28800000,27290000,30320000,1515000.0
2017-09-20,2810000,20000,5630000,2805000.0
2017-10-02,1930000,20000,3870000,1925000.0
2017-10-14,2600000,660000,4550000,1945000.0
2017-10-26,760000,50000,1530000,740000.0
2017-11-07,240000,0,490000,245000.0
2017-11-19,90000,10000,190000,90000.0
2017-12-01,20000,0,50000,25000.0
2017-12-13,50000,0,110000,55000.0
2017-12-25,10000,0,30000,15000.0
2018-01-06,40000,10000,90000,40000.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,10000,5000.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,50000,0,110000,55000.0
2018-04-24,0,0,0,0.0
2018-05-06,40000,10000,90000,40000.0
2018-05-18,3460000,20000,6920000,3450000.0
2018-05-30,8080000,20000,16170000,8075000.0
2018-06-11,26250000,25130000,27370000,1120000.0
2018-06-23,29540000,28580000,30510000,965000.0
2018-07-05,31570000,30410000,32740000,1165000.0
2018-07-17,29250000,28270000,30230000,980000.0
2018-07-29,33680000,32930000,34440000,755000.0
2018-08-10,33790000,33410000,34180000,385000.0
2018-08-22,32540000,32300000,32770000,235000.0
2018-09-03,30590000,29640000,31530000,945000.0
2018-09-15,28710000,27210000,30200000,1495000.0
2018-09-27,2100000,20000,4210000,2095000.0
2018-10-09,930000,10000,1870000,930000.0
2018-10-21,530000,20000,1070000,525000.0
2018-11-02,260000,0,530000,265000.0
2018-11-14,160000,0,330000,165000.0
2018-11-26,120000,0,250000,125000.0
2018-12-08,40000,10000,90000,40000.0
2018-12-20,50000,0,110000,55000.0
2019-01-01,40000,10000,90000,40000.0
2019-01-13,0,0,10000,5000.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,70000,0,150000,75000.0
2019-03-14,30000,0,70000,35000.0
2019-03-26,90000,10000,190000,90000.0
2019-04-07,70000,0,150000,75000.0
2019-04-19,80000,0,170000,85000.0
2019-05-01,120000,0,250000,125000.0
2019-05-13,130000,0,270000,135000.0
2019-05-25,26690000,26130000,27260000,565000.0
2019-06-06,27600000,26590000,28620000,1015000.0
2019-06-18,29920000,28750000,31090000,1170000.0
2019-06-30,36680000,36070000,37290000,610000.0
2019-07-12,36800000,36400000,37210000,405000.0
2019-07-24,35700000,35360000,36060000,350000.0
2019-08-05,38390000,38280000,38500000,110000.0
2019-08-17,37020000,36880000,37160000,140000.0
2019-08-29,30340000,27780000,32910000,2565000.0
2019-09-10,29300000,27230000,31380000,2075000.0
2019-09-22,27610000,26130000,29090000,1480000.0
2019-10-04,27120000,26300000,27960000,830000.0
2019-10-16,26120000,25810000,26440000,315000.0
2019-10-28,28380000,27870000,28900000,515000.0
2019-11-09,1180000,20000,2370000,1175000.0
2019-11-21,180000,0,370000,185000.0
2019-12-03,130000,0,270000,135000.0
2019-12-15,100000,0,210000,105000.0
2019-12-27,50000,0,110000,55000.0
2020-01-08,20000,0,50000,25000.0
2020-01-20,10000,0,30000,15000.0
2020-02-01,40000,10000,90000,40000.0
2020-02-13,50000,0,110000,55000.0
2020-02-25,20000,0,50000,25000.0
2020-03-08,0,0,10000,5000.0
2020-03-20,20000,0,50000,25000.0
2020-04-01,10000,0,30000,15000.0
2020-04-13,140000,40000,250000,105000.0
2020-04-25,260000,0,530000,265000.0
2020-05-07,300000,0,610000,305000.0
2020-05-19,24970000,24300000,25620000,660000.0
2020-05-31,26700000,25930000,27480000,775000.0
2020-06-12,28150000,27540000,28770000,615000.0
2020-06-24,28350000,27610000,29100000,745000.0
