,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2020-07-06,30100000,29520000,30670000,575000.0
2020-07-18,29370000,28830000,29920000,545000.0
2020-07-30,31520000,30830000,32220000,695000.0
2020-08-11,29300000,28660000,29950000,645000.0
2020-08-23,28640000,27990000,29310000,660000.0
2020-09-04,27760000,27090000,28440000,675000.0
2020-09-16,26980000,26310000,27650000,670000.0
2020-09-28,2120000,40000,4250000,2105000.0
2020-10-10,1130000,20000,2270000,1125000.0
2020-10-22,350000,10000,710000,350000.0
2020-11-03,210000,0,430000,215000.0
2020-11-15,150000,0,310000,155000.0
2020-11-27,140000,0,290000,145000.0
2020-12-09,0,0,0,0.0
2020-12-21,0,0,0,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,10000,10000,10000,0.0
2021-03-15,0,0,10000,5000.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,100000,0,210000,105000.0
2021-05-02,200000,0,410000,205000.0
2021-05-14,1040000,0,2090000,1045000.0
2021-05-26,4190000,0,8390000,4195000.0
2021-06-07,25750000,25380000,26130000,375000.0
2021-06-19,28990000,28350000,29640000,645000.0
2021-07-01,29880000,29280000,30480000,600000.0
2021-07-13,29440000,28820000,30080000,630000.0
2021-07-25,34540000,34360000,34730000,185000.0
2021-08-06,34090000,33950000,34260000,155000.0
2021-08-18,31280000,29920000,32630000,1355000.0
2021-08-30,31160000,30280000,32050000,885000.0
2021-09-11,29900000,28730000,31080000,1175000.0
2021-09-23,28110000,26760000,29470000,1355000.0
2021-10-05,1710000,10000,3430000,1710000.0
2021-10-17,730000,20000,1470000,725000.0
2021-10-29,510000,0,1030000,515000.0
2021-11-10,220000,0,450000,225000.0
2021-11-22,30000,0,70000,35000.0
2021-12-16,50000,0,110000,55000.0
2021-12-28,40000,10000,90000,40000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,0,0,10000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,10000,5000.0
2022-04-15,0,0,0,0.0
2022-04-27,30000,0,70000,35000.0
2022-05-09,80000,20000,150000,65000.0
2022-05-21,3330000,50000,6640000,3295000.0
2022-06-02,27260000,26220000,28310000,1045000.0
2022-06-14,28620000,27780000,29460000,840000.0
2022-06-26,30370000,29790000,30950000,580000.0
2022-07-08,33940000,33400000,34490000,545000.0
2022-07-20,33030000,32540000,33520000,490000.0
2022-08-01,32430000,31760000,33100000,670000.0
2022-08-13,32220000,31660000,32780000,560000.0
2022-08-25,30880000,30160000,31590000,715000.0
2022-09-06,29750000,28850000,30650000,900000.0
2022-09-18,28290000,27110000,29490000,1190000.0
2022-09-30,27420000,26460000,28390000,965000.0
2022-10-12,28030000,27540000,28530000,495000.0
2022-10-24,1990000,90000,3920000,1915000.0
2022-11-05,1110000,0,2230000,1115000.0
2022-11-17,630000,20000,1270000,625000.0
2022-11-29,360000,20000,730000,355000.0
2022-12-11,90000,10000,190000,90000.0
2022-12-23,70000,0,150000,75000.0
2023-01-04,20000,0,50000,25000.0
2023-01-16,0,0,10000,5000.0
2023-01-28,0,0,10000,5000.0
2023-02-09,0,0,10000,5000.0
2023-02-21,0,0,0,0.0
2023-03-05,20000,0,50000,25000.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,40000,10000,90000,40000.0
2023-04-22,0,0,10000,5000.0
2023-05-04,0,0,0,0.0
2023-05-16,1950000,30000,3890000,1930000.0
2023-05-28,25430000,24880000,25980000,550000.0
2023-06-09,28360000,27600000,29120000,760000.0
2023-06-21,30150000,29750000,30550000,400000.0
2023-07-03,30810000,30160000,31480000,660000.0
2023-07-15,35470000,35260000,35680000,210000.0
2023-07-27,34590000,34350000,34840000,245000.0
2023-08-08,34290000,34030000,34560000,265000.0
2023-09-01,33990000,33780000,34200000,210000.0
2023-09-13,32100000,30980000,33220000,1120000.0
2023-09-25,29880000,27860000,31900000,2020000.0
2023-10-07,17660000,12760000,22570000,4905000.0
2023-10-19,27160000,25970000,28360000,1195000.0
2023-10-31,1170000,30000,2330000,1150000.0
2023-11-12,930000,10000,1870000,930000.0
2023-11-24,820000,20000,1650000,815000.0
2023-12-06,340000,0,690000,345000.0
2023-12-18,310000,0,630000,315000.0
2023-12-30,220000,0,450000,225000.0
2024-01-11,140000,0,290000,145000.0
2024-02-16,60000,0,130000,65000.0
2024-02-28,30000,0,70000,35000.0
2024-03-11,40000,10000,90000,40000.0
2024-03-23,30000,0,70000,35000.0
2024-04-04,20000,0,50000,25000.0
2024-04-16,20000,0,50000,25000.0
2024-04-28,50000,0,110000,55000.0
2024-05-10,140000,0,290000,145000.0
2024-05-22,21510000,20600000,22390000,895000.0
2024-06-03,25670000,24730000,26620000,945000.0
2024-06-15,28040000,27200000,28890000,845000.0
2024-06-27,30850000,29980000,31730000,875000.0
2024-07-09,31850000,31340000,32350000,505000.0
2024-07-21,32250000,31620000,32880000,630000.0
2024-08-02,33050000,32690000,33430000,370000.0
2024-08-14,34490000,33890000,35080000,595000.0
2024-08-26,32580000,31760000,33400000,820000.0
2024-09-07,31480000,30400000,32560000,1080000.0
2024-09-19,29540000,27910000,31180000,1635000.0
2024-10-01,28720000,27220000,30220000,1500000.0
2024-10-25,1470000,30000,2940000,1455000.0
2024-11-06,1050000,20000,2100000,1040000.0
2024-11-18,620000,10000,1250000,620000.0
2024-11-30,480000,0,970000,485000.0
2024-12-12,460000,0,930000,465000.0
2024-12-24,220000,0,450000,225000.0
