,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2019-08-29,2579.0,2544.0,2624.0,40.0
2019-09-10,2457.0,2396.0,2510.0,57.0
2019-09-22,1869.0,1796.0,1925.0,64.5
2019-10-04,2246.0,2151.0,2344.0,96.5
2019-10-16,2242.0,2235.0,2244.0,4.5
2019-10-28,1896.0,1862.0,2007.0,72.5
2019-11-09,1248.0,1248.0,1248.0,0.0
2019-11-21,1237.0,1237.0,1237.0,0.0
2019-12-03,1237.0,1237.0,1237.0,0.0
2019-12-15,1237.0,1237.0,1237.0,0.0
2019-12-27,1237.0,1237.0,1237.0,0.0
2020-01-08,1237.0,1237.0,1237.0,0.0
2020-01-20,1237.0,1237.0,1237.0,0.0
2020-02-01,1237.0,1237.0,1237.0,0.0
2020-02-13,1237.0,1237.0,1237.0,0.0
2020-02-25,1237.0,1237.0,1237.0,0.0
2020-03-08,1237.0,1237.0,1237.0,0.0
2020-03-20,1237.0,1237.0,1237.0,0.0
2020-04-01,1237.0,1237.0,1237.0,0.0
2020-04-13,1248.0,1248.0,1252.0,2.0
2020-04-25,1237.0,1237.0,1237.0,0.0
2020-05-07,1237.0,1237.0,1237.0,0.0
2020-05-19,1593.0,1534.0,1688.0,77.0
2020-05-31,1651.0,1640.0,1674.0,17.0
2020-06-12,1733.0,1714.0,1784.0,35.0
2020-06-24,1824.0,1811.0,1938.0,63.5
2020-07-06,1914.0,1886.0,1954.0,34.0
2020-07-18,1899.0,1891.0,1989.0,49.0
2020-07-30,1979.0,1948.0,2057.0,54.5
2020-08-11,1986.0,1956.0,2070.0,57.0
2020-08-23,2054.0,1997.0,2255.0,129.0
2020-09-04,1890.0,1888.0,2149.0,130.5
2020-09-16,2293.0,2242.0,2344.0,51.0
2020-09-28,1252.0,1252.0,1252.0,0.0
2020-10-10,1248.0,1248.0,1248.0,0.0
2020-10-22,1237.0,1237.0,1237.0,0.0
2020-11-03,1237.0,1237.0,1237.0,0.0
2020-11-15,1237.0,1237.0,1237.0,0.0
2020-11-27,1237.0,1237.0,1237.0,0.0
2020-12-09,1237.0,1237.0,1237.0,0.0
2020-12-21,1237.0,1237.0,1237.0,0.0
2021-01-02,1237.0,1237.0,1237.0,0.0
2021-01-14,1237.0,1237.0,1237.0,0.0
2021-01-26,1237.0,1237.0,1237.0,0.0
2021-02-07,1237.0,1237.0,1237.0,0.0
2021-02-19,1237.0,1237.0,1237.0,0.0
2021-03-03,1237.0,1237.0,1237.0,0.0
2021-03-15,1237.0,1237.0,1237.0,0.0
2021-03-27,1237.0,1237.0,1237.0,0.0
2021-04-08,1237.0,1237.0,1237.0,0.0
2021-04-20,1237.0,1237.0,1237.0,0.0
2021-05-02,1237.0,1237.0,1237.0,0.0
2021-05-14,1237.0,1237.0,1237.0,0.0
2021-05-26,1237.0,1237.0,1237.0,0.0
2021-06-07,1756.0,1741.0,1831.0,45.0
2021-06-19,1816.0,1798.0,1895.0,48.5
2021-07-01,1882.0,1877.0,1977.0,50.0
2021-07-13,1944.0,1931.0,2036.0,52.5
2021-07-25,1973.0,1947.0,2020.0,36.5
2021-08-06,1999.0,1956.0,2061.0,52.5
2021-08-18,1799.0,1781.0,1906.0,62.5
2021-08-30,2254.0,2057.0,2657.0,300.0
2021-09-11,1958.0,1892.0,2197.0,152.5
2021-09-23,2296.0,2255.0,2427.0,86.0
2021-10-05,1237.0,1237.0,1237.0,0.0
2021-10-17,1248.0,1248.0,1248.0,0.0
2021-10-29,1237.0,1237.0,1237.0,0.0
2021-11-10,1237.0,1237.0,1237.0,0.0
2021-11-22,1237.0,1237.0,1237.0,0.0
2021-12-16,1237.0,1237.0,1237.0,0.0
2021-12-28,1237.0,1237.0,1237.0,0.0
2022-01-09,1237.0,1237.0,1237.0,0.0
2022-01-21,1237.0,1237.0,1237.0,0.0
2022-02-02,1237.0,1237.0,1237.0,0.0
2022-02-14,1237.0,1237.0,1237.0,0.0
2022-02-26,1237.0,1237.0,1237.0,0.0
2022-03-10,1237.0,1237.0,1237.0,0.0
2022-03-22,1237.0,1237.0,1237.0,0.0
2022-04-03,1237.0,1237.0,1237.0,0.0
2022-04-15,1237.0,1237.0,1237.0,0.0
2022-04-27,1237.0,1237.0,1237.0,0.0
2022-05-09,1237.0,1237.0,1237.0,0.0
2022-05-21,1254.0,1254.0,1254.0,0.0
2022-06-02,1728.0,1717.0,1857.0,70.0
2022-06-14,1783.0,1765.0,1888.0,61.5
2022-06-26,1881.0,1864.0,1949.0,42.5
2022-07-08,1968.0,1939.0,2047.0,54.0
2022-07-20,1879.0,1788.0,1948.0,80.0
2022-08-01,1997.0,1954.0,2118.0,82.0
2022-08-13,1977.0,1945.0,2072.0,63.5
2022-08-25,2109.0,2039.0,2356.0,158.5
2022-09-06,2518.0,2296.0,2725.0,214.5
2022-09-18,2452.0,2403.0,2500.0,48.5
2022-09-30,2310.0,2248.0,2373.0,62.5
2022-10-12,2518.0,2466.0,2574.0,54.0
2022-10-24,1259.0,1259.0,1259.0,0.0
2022-11-05,1237.0,1237.0,1237.0,0.0
2022-11-17,1248.0,1248.0,1248.0,0.0
2022-11-29,1248.0,1248.0,1248.0,0.0
2022-12-11,1237.0,1237.0,1237.0,0.0
2022-12-23,1237.0,1237.0,1237.0,0.0
2023-01-04,1237.0,1237.0,1237.0,0.0
2023-01-16,1237.0,1237.0,1237.0,0.0
2023-01-28,1237.0,1237.0,1237.0,0.0
2023-02-09,1237.0,1237.0,1237.0,0.0
2023-02-21,1237.0,1237.0,1237.0,0.0
2023-03-05,1237.0,1237.0,1237.0,0.0
2023-03-17,1237.0,1237.0,1237.0,0.0
2023-03-29,1237.0,1237.0,1237.0,0.0
2023-04-10,1237.0,1237.0,1237.0,0.0
2023-04-22,1237.0,1237.0,1237.0,0.0
2023-05-04,1237.0,1237.0,1237.0,0.0
2023-05-16,1252.0,1252.0,1252.0,0.0
2023-05-28,1731.0,1695.0,1831.0,68.0
2023-06-09,1764.0,1750.0,1859.0,54.5
2023-06-21,1815.0,1801.0,1902.0,50.5
2023-07-03,1938.0,1906.0,2014.0,54.0
2023-07-15,1955.0,1935.0,2006.0,35.5
2023-07-27,1977.0,1946.0,2036.0,45.0
2023-08-08,1995.0,1953.0,2078.0,62.5
2023-09-01,1959.0,1934.0,2114.0,90.0
2023-09-13,1815.0,1794.0,1993.0,99.5
2023-09-25,2566.0,2505.0,2629.0,62.0
2023-10-07,1495.0,1456.0,1528.0,36.0
2023-10-19,2271.0,2267.0,2278.0,5.5
2023-10-31,1252.0,1252.0,1252.0,0.0
2023-11-12,1237.0,1237.0,1237.0,0.0
2023-11-24,1248.0,1248.0,1248.0,0.0
2023-12-06,1237.0,1237.0,1237.0,0.0
2023-12-18,1237.0,1237.0,1237.0,0.0
2023-12-30,1237.0,1237.0,1237.0,0.0
2024-01-11,1237.0,1237.0,1237.0,0.0
2024-02-16,1237.0,1237.0,1237.0,0.0
2024-02-28,1237.0,1237.0,1237.0,0.0
2024-03-11,1237.0,1237.0,1237.0,0.0
2024-03-23,1237.0,1237.0,1237.0,0.0
2024-04-04,1237.0,1237.0,1237.0,0.0
2024-04-16,1237.0,1237.0,1237.0,0.0
2024-04-28,1237.0,1237.0,1237.0,0.0
2024-05-10,1237.0,1237.0,1237.0,0.0
2024-05-22,1670.0,1648.0,1734.0,43.0
2024-06-03,1746.0,1730.0,1826.0,48.0
2024-06-15,1771.0,1759.0,1869.0,55.0
2024-06-27,1932.0,1900.0,1990.0,45.0
2024-07-09,1954.0,1937.0,2019.0,41.0
2024-07-21,1976.0,1946.0,2059.0,56.5
2024-08-02,1964.0,1932.0,2066.0,67.0
2024-08-14,2022.0,1954.0,2216.0,131.0
2024-08-26,1886.0,1777.0,1990.0,106.5
2024-09-07,1942.0,1914.0,2353.0,219.5
2024-09-19,1890.0,1880.0,2193.0,156.5
2024-10-01,2505.0,2496.0,2514.0,9.0
2024-10-25,1252.0,1252.0,1252.0,0.0
2024-11-06,1248.0,1248.0,1248.0,0.0
2024-11-18,1237.0,1237.0,1237.0,0.0
2024-11-30,1237.0,1237.0,1237.0,0.0
2024-12-12,1237.0,1237.0,1237.0,0.0
2024-12-24,1237.0,1237.0,1237.0,0.0
