,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2018-12-08,738.0,679.0,908.0,114.5
2018-12-20,702.0,677.0,732.0,27.5
2019-01-01,685.0,677.0,693.0,8.0
2019-01-13,680.0,677.0,681.0,2.0
2019-01-25,680.0,677.0,681.0,2.0
2019-02-06,677.0,677.0,677.0,0.0
2019-02-18,677.0,677.0,677.0,0.0
2019-03-02,679.0,678.0,680.0,1.0
2019-03-14,680.0,677.0,681.0,2.0
2019-03-26,682.0,677.0,690.0,6.5
2019-04-07,680.0,677.0,681.0,2.0
2019-04-19,724.0,697.0,808.0,55.5
2019-05-01,993.0,720.0,1099.0,189.5
2019-05-13,1800.0,1738.0,1860.0,61.0
2019-05-25,2671.0,2584.0,2760.0,88.0
2019-06-06,2743.0,2665.0,2829.0,82.0
2019-06-18,2916.0,2821.0,3035.0,107.0
2019-06-30,3752.0,3663.0,3854.0,95.5
2019-07-12,3694.0,3570.0,3816.0,123.0
2019-07-24,3718.0,3625.0,3813.0,94.0
2019-08-05,3725.0,3632.0,3817.0,92.5
2019-08-17,3602.0,3511.0,3711.0,100.0
2019-08-29,3320.0,3168.0,3452.0,142.0
2019-09-10,3132.0,2981.0,3313.0,166.0
2019-09-22,2912.0,2748.0,3139.0,195.5
2019-10-04,2713.0,2528.0,2945.0,208.5
2019-10-16,2311.0,2089.0,2479.0,195.0
2019-10-28,2246.0,2128.0,2344.0,108.0
2019-11-09,1775.0,1580.0,1914.0,167.0
2019-11-21,1182.0,1107.0,1295.0,94.0
2019-12-03,791.0,687.0,956.0,134.5
2019-12-15,707.0,680.0,744.0,32.0
2019-12-27,693.0,679.0,708.0,14.5
2020-01-08,687.0,677.0,694.0,8.5
2020-01-20,680.0,679.0,682.0,1.5
2020-02-01,680.0,677.0,681.0,2.0
2020-02-13,679.0,677.0,680.0,1.5
2020-02-25,677.0,677.0,678.0,0.5
2020-03-08,678.0,677.0,679.0,1.0
2020-03-20,679.0,677.0,680.0,1.5
2020-04-01,677.0,677.0,678.0,0.5
2020-04-13,737.0,713.0,786.0,36.5
2020-04-25,1612.0,1541.0,1668.0,63.5
2020-05-07,1703.0,1547.0,1794.0,123.5
2020-05-19,2405.0,2319.0,2483.0,82.0
2020-05-31,2538.0,2477.0,2598.0,60.5
2020-06-12,2651.0,2570.0,2732.0,81.0
2020-06-24,2930.0,2868.0,3006.0,69.0
2020-07-06,3084.0,2972.0,3203.0,115.5
2020-07-18,3103.0,3012.0,3201.0,94.5
2020-07-30,3298.0,3218.0,3372.0,77.0
2020-08-11,3021.0,2947.0,3100.0,76.5
2020-08-23,2983.0,2899.0,3065.0,83.0
2020-09-04,2914.0,2845.0,2995.0,75.0
2020-09-16,2830.0,2760.0,2925.0,82.5
2020-09-28,2759.0,2680.0,2850.0,85.0
2020-10-10,2725.0,2648.0,2806.0,79.0
2020-10-22,2574.0,2426.0,2716.0,145.0
2020-11-03,2647.0,2583.0,2711.0,64.0
2020-11-15,1090.0,693.0,1706.0,506.5
2020-11-27,1004.0,683.0,1158.0,237.5
2020-12-09,874.0,680.0,996.0,158.0
2020-12-21,719.0,680.0,854.0,87.0
2021-01-02,690.0,680.0,699.0,9.5
2021-01-14,680.0,679.0,683.0,2.0
2021-01-26,680.0,677.0,680.0,1.5
2021-02-07,679.0,678.0,680.0,1.0
2021-02-19,680.0,677.0,681.0,2.0
2021-03-03,680.0,678.0,681.0,1.5
2021-03-15,680.0,678.0,681.0,1.5
2021-03-27,680.0,677.0,681.0,2.0
2021-04-08,679.0,677.0,680.0,1.5
2021-04-20,1028.0,960.0,1094.0,67.0
2021-05-02,1565.0,1452.0,1675.0,111.5
2021-05-14,1806.0,1705.0,1906.0,100.5
2021-05-26,2037.0,1938.0,2154.0,108.0
2021-06-07,2355.0,2296.0,2416.0,60.0
2021-06-19,3044.0,2984.0,3109.0,62.5
2021-07-01,3159.0,3072.0,3261.0,94.5
2021-07-13,3058.0,2993.0,3125.0,66.0
2021-07-25,3441.0,3374.0,3498.0,62.0
2021-08-06,3489.0,3420.0,3564.0,72.0
2021-08-18,3301.0,3191.0,3401.0,105.0
2021-08-30,3183.0,3108.0,3268.0,80.0
2021-09-11,3089.0,3015.0,3170.0,77.5
2021-09-23,3007.0,2908.0,3111.0,101.5
2021-10-05,2823.0,2684.0,3037.0,176.5
2021-10-17,2618.0,2339.0,2909.0,285.0
2021-10-29,2777.0,2678.0,2905.0,113.5
2021-11-10,1154.0,740.0,1998.0,629.0
2021-11-22,1054.0,685.0,1357.0,336.0
2021-12-16,930.0,680.0,1037.0,178.5
2021-12-28,758.0,680.0,935.0,127.5
2022-01-09,696.0,679.0,712.0,16.5
2022-01-21,680.0,679.0,684.0,2.5
2022-02-02,679.0,677.0,680.0,1.5
2022-02-14,679.0,677.0,680.0,1.5
2022-02-26,680.0,677.0,680.0,1.5
2022-03-10,679.0,677.0,680.0,1.5
2022-03-22,680.0,677.0,681.0,2.0
2022-04-03,680.0,677.0,681.0,2.0
2022-04-15,679.0,677.0,680.0,1.5
2022-04-27,733.0,693.0,849.0,78.0
2022-05-09,1218.0,1149.0,1371.0,111.0
2022-05-21,1809.0,1696.0,1919.0,111.5
2022-06-02,2714.0,2593.0,2847.0,127.0
2022-06-14,2976.0,2867.0,3088.0,110.5
2022-06-26,3344.0,3229.0,3435.0,103.0
2022-07-08,3542.0,3476.0,3657.0,90.5
2022-07-20,3475.0,3410.0,3535.0,62.5
2022-08-01,3412.0,3331.0,3478.0,73.5
2022-08-13,3389.0,3306.0,3459.0,76.5
2022-08-25,3188.0,3107.0,3282.0,87.5
2022-09-06,3116.0,3040.0,3192.0,76.0
2022-09-18,3054.0,2981.0,3127.0,73.0
2022-09-30,2969.0,2857.0,3085.0,114.0
2022-10-12,2887.0,2772.0,3038.0,133.0
2022-10-24,2793.0,2666.0,2979.0,156.5
2022-11-05,2703.0,2531.0,2915.0,192.0
2022-11-17,2818.0,2733.0,2938.0,102.5
2022-11-29,2765.0,2685.0,2863.0,89.0
2022-12-11,1076.0,679.0,1621.0,471.0
2022-12-23,986.0,679.0,1119.0,220.0
2023-01-04,860.0,677.0,991.0,157.0
2023-01-16,710.0,679.0,787.0,54.0
2023-01-28,685.0,677.0,692.0,7.5
2023-02-09,680.0,679.0,683.0,2.0
2023-02-21,677.0,677.0,679.0,1.0
2023-03-05,679.0,677.0,680.0,1.5
2023-03-17,679.0,677.0,680.0,1.5
2023-03-29,677.0,677.0,677.0,0.0
2023-04-10,678.0,677.0,679.0,1.0
2023-04-22,682.0,677.0,689.0,6.0
2023-05-04,735.0,693.0,867.0,87.0
2023-05-16,1733.0,1651.0,1811.0,80.0
2023-05-28,2254.0,2182.0,2324.0,71.0
2023-06-09,2736.0,2651.0,2831.0,90.0
2023-06-21,3169.0,3107.0,3235.0,64.0
2023-07-03,3143.0,3074.0,3225.0,75.5
2023-07-15,3511.0,3471.0,3568.0,48.5
2023-07-27,3661.0,3567.0,3756.0,94.5
2023-08-08,3753.0,3675.0,3853.0,89.0
2023-09-01,3601.0,3525.0,3693.0,84.0
2023-09-13,3453.0,3391.0,3504.0,56.5
2023-09-25,3293.0,3165.0,3416.0,125.5
2023-10-07,3147.0,3007.0,3318.0,155.5
2023-10-19,2867.0,2668.0,3182.0,257.0
2023-10-31,2972.0,2801.0,3173.0,186.0
2023-11-12,1182.0,692.0,2274.0,791.0
2023-11-24,1113.0,694.0,1853.0,579.5
2023-12-06,978.0,680.0,1097.0,208.5
2023-12-18,4084.0,4084.0,4084.0,0.0
2023-12-30,735.0,679.0,895.0,108.0
2024-01-11,708.0,680.0,771.0,45.5
2024-02-16,691.0,679.0,704.0,12.5
2024-02-28,689.0,677.0,696.0,9.5
2024-03-11,686.0,677.0,694.0,8.5
2024-03-23,681.0,677.0,688.0,5.5
2024-04-04,680.0,678.0,682.0,2.0
2024-04-16,680.0,679.0,683.0,2.0
2024-04-28,993.0,782.0,1086.0,152.0
2024-05-10,1612.0,1528.0,1675.0,73.5
2024-05-22,1869.0,1730.0,2008.0,139.0
2024-06-03,2306.0,2226.0,2377.0,75.5
2024-06-15,2805.0,2722.0,2916.0,97.0
2024-06-27,3386.0,3281.0,3466.0,92.5
2024-07-09,3468.0,3407.0,3526.0,59.5
2024-07-21,3414.0,3324.0,3489.0,82.5
2024-08-02,3398.0,3320.0,3461.0,70.5
2024-08-14,3538.0,3473.0,3645.0,86.0
2024-08-26,3421.0,3345.0,3485.0,70.0
2024-09-07,3275.0,3161.0,3388.0,113.5
2024-09-19,3186.0,3091.0,3292.0,100.5
2024-10-01,3088.0,2969.0,3216.0,123.5
2024-10-25,2918.0,2783.0,3098.0,157.5
2024-11-06,1155.0,689.0,2157.0,734.0
2024-11-18,1042.0,684.0,1263.0,289.5
2024-11-30,951.0,680.0,1053.0,186.5
2024-12-12,805.0,680.0,967.0,143.5
2024-12-24,710.0,680.0,783.0,51.5
