,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2666.0,2601.0,2728.0,63.5
2017-06-16,3017.0,2903.0,3136.0,116.5
2017-06-28,3156.0,3063.0,3261.0,99.0
2017-07-10,3356.0,3238.0,3446.0,104.0
2017-07-22,3470.0,3378.0,3562.0,92.0
2017-08-03,3439.0,3353.0,3511.0,79.0
2017-08-15,3370.0,3250.0,3467.0,108.5
2017-08-27,3184.0,3084.0,3303.0,109.5
2017-09-08,3055.0,2959.0,3151.0,96.0
2017-09-20,2962.0,2843.0,3094.0,125.5
2017-10-02,2871.0,2745.0,3048.0,151.5
2017-10-14,2732.0,2574.0,2928.0,177.0
2017-10-26,1213.0,715.0,2337.0,811.0
2017-11-07,1042.0,680.0,1271.0,295.5
2017-11-19,965.0,680.0,1074.0,197.0
2017-12-01,868.0,677.0,993.0,158.0
2017-12-13,712.0,679.0,808.0,64.5
2017-12-25,688.0,677.0,696.0,9.5
2018-01-06,680.0,680.0,685.0,2.5
2018-01-18,679.0,677.0,680.0,1.5
2018-01-30,677.0,677.0,679.0,1.0
2018-02-11,679.0,677.0,680.0,1.5
2018-02-23,679.0,677.0,680.0,1.5
2018-03-07,677.0,677.0,679.0,1.0
2018-03-19,679.0,677.0,680.0,1.5
2018-03-31,678.0,677.0,679.0,1.0
2018-04-12,680.0,679.0,681.0,1.0
2018-04-24,712.0,697.0,738.0,20.5
2018-05-06,1115.0,1102.0,1127.0,12.5
2018-05-18,1886.0,1816.0,1961.0,72.5
2018-05-30,2161.0,2056.0,2232.0,88.0
2018-06-11,2830.0,2750.0,2945.0,97.5
2018-06-23,2899.0,2831.0,2970.0,69.5
2018-07-05,3260.0,3136.0,3389.0,126.5
2018-07-17,3091.0,3002.0,3186.0,92.0
2018-07-29,3535.0,3476.0,3632.0,78.0
2018-08-10,3442.0,3367.0,3505.0,69.0
2018-08-22,3489.0,3414.0,3571.0,78.5
2018-09-03,3200.0,3116.0,3303.0,93.5
2018-09-15,3121.0,3024.0,3225.0,100.5
2018-09-27,3004.0,2899.0,3113.0,107.0
2018-10-09,2804.0,2661.0,3021.0,180.0
2018-10-21,2651.0,2426.0,2906.0,240.0
2018-11-02,2367.0,1826.0,2719.0,446.5
2018-11-14,1056.0,690.0,1358.0,334.0
2018-11-26,930.0,679.0,1037.0,179.0
