,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,21200000,18110000,36930000,9410000.0
2017-06-16,24770000,21040000,48500000,13730000.0
2017-06-28,30670000,27760000,38010000,5125000.0
2017-07-10,32780000,29370000,37340000,3985000.0
2017-07-22,34330000,30650000,38450000,3900000.0
2017-08-03,40440000,35090000,46940000,5925000.0
2017-08-15,27510000,22930000,34750000,5910000.0
2017-08-27,25870000,20360000,42320000,10980000.0
2017-09-08,0,0,51770000,25885000.0
2017-09-20,0,0,53580000,26790000.0
2017-10-02,0,0,60410000,30205000.0
2017-10-14,360000,200000,49700000,24750000.0
2017-10-26,0,0,2080000,1040000.0
2017-11-07,0,0,60000,30000.0
2017-11-19,70000,40000,70000,15000.0
2017-12-01,0,0,0,0.0
2017-12-13,0,0,10000,5000.0
2017-12-25,0,0,0,0.0
2018-01-06,110000,110000,110000,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,10000,5000.0
2018-04-24,0,0,510000,255000.0
2018-05-06,4580000,2080000,7860000,2890000.0
2018-05-18,4700000,2410000,11080000,4335000.0
2018-05-30,7840000,4390000,16420000,6015000.0
2018-06-11,22360000,18110000,35590000,8740000.0
2018-06-23,23630000,20580000,35040000,7230000.0
2018-07-05,29930000,26400000,38700000,6150000.0
2018-07-17,29010000,25570000,42070000,8250000.0
2018-07-29,40270000,35500000,45380000,4940000.0
2018-08-10,34040000,29960000,38720000,4380000.0
2018-08-22,38900000,35750000,43930000,4090000.0
2018-09-03,24260000,17570000,39260000,10845000.0
2018-09-15,0,0,47760000,23880000.0
2018-09-27,0,0,55110000,27555000.0
2018-10-09,4070000,1840000,58710000,28435000.0
2018-10-21,4420000,2140000,45250000,21555000.0
2018-11-02,5320000,2630000,35640000,16505000.0
2018-11-14,700000,680000,700000,10000.0
2018-11-26,50000,50000,50000,0.0
2018-12-08,50000,50000,50000,0.0
2018-12-20,0,0,0,0.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,40000,40000,40000,0.0
2019-03-14,0,0,0,0.0
2019-03-26,0,0,0,0.0
2019-04-07,0,0,0,0.0
2019-04-19,970000,830000,1130000,150000.0
2019-05-01,1710000,1110000,2340000,615000.0
2019-05-13,4260000,1690000,12530000,5420000.0
2019-05-25,10080000,5730000,26310000,10290000.0
2019-06-06,15690000,10510000,32850000,11170000.0
2019-06-18,440000,290000,37440000,18575000.0
2019-06-30,36330000,32500000,46540000,7020000.0
2019-07-12,35670000,30350000,41740000,5695000.0
2019-07-24,35450000,29280000,42250000,6485000.0
2019-08-05,38940000,33380000,46470000,6545000.0
2019-08-17,33570000,27040000,42250000,7605000.0
2019-08-29,60000,0,56840000,28420000.0
2019-09-10,160000,40000,58340000,29150000.0
2019-09-22,140000,30000,50570000,25270000.0
2019-10-04,30000,30000,44850000,22410000.0
2019-10-16,0,0,35800000,17900000.0
2019-10-28,5280000,1880000,28850000,13485000.0
2019-11-09,0,0,26690000,13345000.0
2019-11-21,4610000,2960000,7850000,2445000.0
2019-12-03,450000,360000,520000,80000.0
2019-12-15,90000,70000,90000,10000.0
2019-12-27,50000,50000,50000,0.0
2020-01-08,0,0,0,0.0
2020-01-20,40000,40000,50000,5000.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,580000,290000.0
2020-04-25,3230000,1480000,7880000,3200000.0
2020-05-07,3510000,1290000,9740000,4225000.0
2020-05-19,9580000,6900000,19920000,6510000.0
2020-05-31,14290000,10930000,23940000,6505000.0
2020-06-12,16360000,12090000,27170000,7540000.0
2020-06-24,23490000,18840000,30560000,5860000.0
