,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2020-07-06,24860000,20380000,34110000,6865000.0
2020-07-18,25960000,21120000,32490000,5685000.0
2020-07-30,32490000,27210000,38400000,5595000.0
2020-08-11,32670000,26470000,40820000,7175000.0
2020-08-23,0,0,34790000,17395000.0
2020-09-04,70000,10000,30390000,15190000.0
2020-09-16,60000,0,43880000,21940000.0
2020-09-28,0,0,53620000,26810000.0
2020-10-10,110000,50000,46520000,23235000.0
2020-10-22,300000,190000,47600000,23705000.0
2020-11-03,560000,310000,61170000,30430000.0
2020-11-15,330000,210000,770000,280000.0
2020-11-27,80000,70000,230000,80000.0
2020-12-09,80000,70000,80000,5000.0
2020-12-21,70000,60000,70000,5000.0
2021-01-02,70000,60000,70000,5000.0
2021-01-14,40000,40000,40000,0.0
2021-01-26,0,0,0,0.0
2021-02-07,40000,40000,40000,0.0
2021-02-19,0,0,0,0.0
2021-03-03,40000,40000,40000,0.0
2021-03-15,40000,40000,40000,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,0,0,3280000,1640000.0
2021-05-02,4030000,1610000,10770000,4580000.0
2021-05-14,4210000,1700000,11040000,4670000.0
2021-05-26,10290000,7270000,19390000,6060000.0
2021-06-07,13630000,9730000,23990000,7130000.0
2021-06-19,20730000,17380000,29710000,6165000.0
2021-07-01,24000000,19550000,31280000,5865000.0
2021-07-13,26730000,20380000,35100000,7360000.0
2021-07-25,30810000,25790000,36430000,5320000.0
2021-08-06,34300000,29070000,39920000,5425000.0
2021-08-18,33310000,28080000,40440000,6180000.0
2021-08-30,23370000,15130000,36230000,10550000.0
2021-09-11,130000,10000,33890000,16940000.0
2021-09-23,30440000,17960000,57280000,19660000.0
2021-10-05,4150000,1650000,51230000,24790000.0
2021-10-17,7540000,4080000,46460000,21190000.0
2021-10-29,600000,380000,58250000,28935000.0
2021-11-10,3290000,2880000,3660000,390000.0
2021-11-22,310000,200000,420000,110000.0
2021-12-16,60000,40000,60000,10000.0
2021-12-28,50000,30000,70000,20000.0
2022-01-09,30000,30000,40000,5000.0
2022-01-21,40000,40000,50000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,380000,120000,630000,255000.0
2022-05-09,2990000,720000,5920000,2600000.0
2022-05-21,3260000,1160000,9340000,4090000.0
2022-06-02,8540000,5750000,28520000,11385000.0
2022-06-14,15130000,11510000,28430000,8460000.0
2022-06-26,23090000,18160000,34070000,7955000.0
2022-07-08,21630000,14810000,29000000,7095000.0
2022-07-20,30690000,25670000,37240000,5785000.0
2022-08-01,34260000,30520000,41220000,5350000.0
2022-08-13,33340000,29290000,41620000,6165000.0
2022-08-25,32090000,27190000,42940000,7875000.0
2022-09-06,60000,0,38770000,19385000.0
2022-09-18,0,0,42780000,21390000.0
2022-09-30,40000,40000,39860000,19910000.0
2022-10-12,13760000,5620000,50690000,22535000.0
2022-10-24,1470000,750000,43870000,21560000.0
2022-11-05,7490000,6980000,56890000,24955000.0
2022-11-17,10160000,9950000,69830000,29940000.0
2022-11-29,12460000,12410000,68910000,28250000.0
2022-12-11,50000,50000,50000,0.0
2022-12-23,50000,50000,50000,0.0
2023-01-04,0,0,0,0.0
2023-01-16,50000,50000,50000,0.0
2023-01-28,0,0,0,0.0
2023-02-09,50000,50000,50000,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,160000,120000,720000,300000.0
2023-05-16,2970000,700000,10730000,5015000.0
2023-05-28,5470000,2410000,15750000,6670000.0
2023-06-09,15290000,11470000,29210000,8870000.0
2023-06-21,21630000,18300000,34040000,7870000.0
2023-07-03,27330000,22340000,36170000,6915000.0
2023-07-15,32240000,28040000,39390000,5675000.0
2023-07-27,33200000,29000000,38060000,4530000.0
2023-08-08,33500000,28650000,39330000,5340000.0
2023-09-01,38800000,34430000,44860000,5215000.0
2023-09-13,28150000,22080000,47050000,12485000.0
2023-09-25,28440000,16600000,62000000,22700000.0
2023-10-07,0,0,60290000,30145000.0
2023-10-19,3220000,1010000,58700000,28845000.0
2023-10-31,9490000,8710000,71450000,31370000.0
2023-11-12,840000,790000,840000,25000.0
2023-11-24,1030000,970000,1030000,30000.0
2023-12-06,110000,110000,110000,0.0
2023-12-18,9470000,9410000,96820000,43705000.0
2023-12-30,50000,50000,50000,0.0
2024-01-11,110000,110000,110000,0.0
2024-02-16,50000,50000,50000,0.0
2024-02-28,0,0,0,0.0
2024-03-11,0,0,0,0.0
2024-03-23,0,0,0,0.0
2024-04-04,40000,40000,40000,0.0
2024-04-16,50000,50000,50000,0.0
2024-04-28,1470000,600000,2370000,885000.0
2024-05-10,2840000,870000,7920000,3525000.0
2024-05-22,1260000,170000,5980000,2905000.0
2024-06-03,16070000,12600000,26790000,7095000.0
2024-06-15,22770000,19940000,36510000,8285000.0
2024-06-27,30610000,27310000,38120000,5405000.0
2024-07-09,32590000,29490000,36460000,3485000.0
2024-07-21,35800000,33060000,40010000,3475000.0
2024-08-02,37630000,34190000,42680000,4245000.0
2024-08-14,26450000,20450000,35580000,7565000.0
2024-08-26,34900000,31250000,43410000,6080000.0
2024-09-07,40070000,32490000,56740000,12125000.0
2024-09-19,0,0,46640000,23320000.0
2024-10-01,120000,10000,59580000,29785000.0
2024-10-25,7610000,7000000,71520000,32260000.0
2024-11-06,580000,540000,620000,40000.0
2024-11-18,400000,370000,400000,15000.0
2024-11-30,110000,110000,110000,0.0
2024-12-12,110000,110000,110000,0.0
2024-12-24,110000,110000,110000,0.0
