,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1102.0,1064.0,1518.0,227.0
2017-06-16,1150.0,1099.0,2087.0,494.0
2017-06-28,1241.0,1190.0,1616.0,213.0
2017-07-10,1292.0,1217.0,1558.0,170.5
2017-07-22,1371.0,1240.0,1652.0,206.0
2017-08-03,1743.0,1402.0,2002.0,300.0
2017-08-15,1186.0,1124.0,1388.0,132.0
2017-08-27,1163.0,1092.0,1821.0,364.5
2017-09-08,677.0,677.0,2220.0,771.5
2017-09-20,677.0,677.0,2275.0,799.0
2017-10-02,677.0,677.0,2468.0,895.5
2017-10-14,682.0,680.0,2144.0,732.0
2017-10-26,677.0,677.0,708.0,15.5
2017-11-07,677.0,677.0,679.0,1.0
2017-11-19,679.0,677.0,679.0,1.0
2017-12-01,677.0,677.0,677.0,0.0
2017-12-13,677.0,677.0,677.0,0.0
2017-12-25,677.0,677.0,677.0,0.0
2018-01-06,679.0,679.0,679.0,0.0
2018-01-18,677.0,677.0,677.0,0.0
2018-01-30,677.0,677.0,677.0,0.0
2018-02-11,677.0,677.0,677.0,0.0
2018-02-23,677.0,677.0,677.0,0.0
2018-03-07,677.0,677.0,677.0,0.0
2018-03-19,677.0,677.0,677.0,0.0
2018-03-31,677.0,677.0,677.0,0.0
2018-04-12,677.0,677.0,677.0,0.0
2018-04-24,677.0,677.0,685.0,4.0
2018-05-06,785.0,708.0,930.0,111.0
2018-05-18,791.0,711.0,983.0,136.0
2018-05-30,928.0,780.0,1045.0,132.5
2018-06-11,1117.0,1064.0,1423.0,179.5
2018-06-23,1134.0,1095.0,1399.0,152.0
2018-07-05,1225.0,1171.0,1667.0,248.0
2018-07-17,1212.0,1158.0,1811.0,326.5
2018-07-29,1734.0,1419.0,1943.0,262.0
2018-08-10,1358.0,1225.0,1668.0,221.5
2018-08-22,1677.0,1437.0,1881.0,222.0
2018-09-03,1143.0,1057.0,1697.0,320.0
2018-09-15,677.0,677.0,2046.0,684.5
2018-09-27,677.0,677.0,2320.0,821.5
2018-10-09,755.0,705.0,2422.0,858.5
2018-10-21,782.0,708.0,1938.0,615.0
2018-11-02,827.0,714.0,1428.0,357.0
2018-11-14,689.0,689.0,689.0,0.0
2018-11-26,678.0,678.0,678.0,0.0
2018-12-08,678.0,678.0,678.0,0.0
2018-12-20,677.0,677.0,677.0,0.0
2019-01-01,677.0,677.0,677.0,0.0
2019-01-13,677.0,677.0,677.0,0.0
2019-01-25,677.0,677.0,677.0,0.0
2019-02-06,677.0,677.0,677.0,0.0
2019-02-18,677.0,677.0,677.0,0.0
2019-03-02,677.0,677.0,677.0,0.0
2019-03-14,677.0,677.0,677.0,0.0
2019-03-26,677.0,677.0,677.0,0.0
2019-04-07,677.0,677.0,677.0,0.0
2019-04-19,692.0,691.0,694.0,1.5
2019-05-01,702.0,694.0,711.0,8.5
2019-05-13,771.0,702.0,999.0,148.5
2019-05-25,972.0,852.0,1169.0,158.5
2019-06-06,1037.0,978.0,1294.0,158.0
2019-06-18,684.0,681.0,1564.0,441.5
2019-06-30,1471.0,1281.0,1990.0,354.5
2019-07-12,1430.0,1234.0,1798.0,282.0
2019-07-24,1418.0,1215.0,1817.0,301.0
2019-08-05,1681.0,1327.0,1988.0,330.5
2019-08-17,1336.0,1180.0,1817.0,318.5
2019-08-29,679.0,677.0,2370.0,846.5
2019-09-10,680.0,677.0,2412.0,867.5
2019-09-22,680.0,677.0,2181.0,752.0
2019-10-04,677.0,677.0,1919.0,621.0
2019-10-16,677.0,677.0,1440.0,381.5
2019-10-28,824.0,706.0,1209.0,251.5
2019-11-09,677.0,677.0,1175.0,249.0
2019-11-21,786.0,719.0,929.0,105.0
2019-12-03,684.0,682.0,685.0,1.5
2019-12-15,679.0,679.0,679.0,0.0
2019-12-27,678.0,678.0,678.0,0.0
2020-01-08,677.0,677.0,677.0,0.0
2020-01-20,677.0,677.0,678.0,0.5
2020-02-01,677.0,677.0,677.0,0.0
2020-02-13,677.0,677.0,677.0,0.0
2020-02-25,677.0,677.0,677.0,0.0
2020-03-08,677.0,677.0,677.0,0.0
2020-03-20,677.0,677.0,677.0,0.0
2020-04-01,677.0,677.0,677.0,0.0
2020-04-13,677.0,677.0,687.0,5.0
2020-04-25,727.0,698.0,930.0,116.0
2020-05-07,735.0,696.0,968.0,136.0
2020-05-19,967.0,894.0,1086.0,96.0
2020-05-31,1022.0,982.0,1138.0,78.0
2020-06-12,1044.0,993.0,1181.0,94.0
2020-06-24,1131.0,1073.0,1239.0,83.0
2020-07-06,1151.0,1092.0,1362.0,135.0
2020-07-18,1163.0,1100.0,1280.0,90.0
2020-07-30,1280.0,1182.0,1649.0,233.5
2020-08-11,1288.0,1172.0,1763.0,295.5
2020-08-23,677.0,677.0,1391.0,357.0
2020-09-04,679.0,677.0,1234.0,278.5
2020-09-16,679.0,677.0,1879.0,601.0
2020-09-28,677.0,677.0,2276.0,799.5
2020-10-10,679.0,678.0,1990.0,656.0
2020-10-22,681.0,680.0,2037.0,678.5
2020-11-03,687.0,681.0,2487.0,903.0
2020-11-15,681.0,680.0,690.0,5.0
2020-11-27,679.0,679.0,680.0,0.5
2020-12-09,679.0,679.0,679.0,0.0
2020-12-21,679.0,679.0,679.0,0.0
2021-01-02,679.0,679.0,679.0,0.0
2021-01-14,677.0,677.0,677.0,0.0
2021-01-26,677.0,677.0,677.0,0.0
2021-02-07,677.0,677.0,677.0,0.0
2021-02-19,677.0,677.0,677.0,0.0
2021-03-03,677.0,677.0,677.0,0.0
2021-03-15,677.0,677.0,677.0,0.0
2021-03-27,677.0,677.0,677.0,0.0
2021-04-08,677.0,677.0,677.0,0.0
2021-04-20,677.0,677.0,729.0,26.0
2021-05-02,753.0,700.0,981.0,140.5
2021-05-14,766.0,702.0,983.0,140.5
2021-05-26,975.0,908.0,1080.0,86.0
2021-06-07,1013.0,968.0,1139.0,85.5
2021-06-19,1096.0,1056.0,1222.0,83.0
2021-07-01,1139.0,1081.0,1253.0,86.0
2021-07-13,1175.0,1092.0,1402.0,155.0
2021-07-25,1244.0,1162.0,1476.0,157.0
2021-08-06,1370.0,1212.0,1720.0,254.0
2021-08-18,1324.0,1197.0,1743.0,273.0
2021-08-30,1130.0,1032.0,1464.0,216.0
2021-09-11,680.0,677.0,1350.0,336.5
2021-09-23,1235.0,1062.0,2383.0,660.5
2021-10-05,762.0,701.0,2203.0,751.0
2021-10-17,919.0,758.0,1988.0,615.0
2021-10-29,688.0,683.0,2410.0,863.5
2021-11-10,730.0,718.0,738.0,10.0
2021-11-22,681.0,680.0,683.0,1.5
2021-12-16,679.0,677.0,679.0,1.0
2021-12-28,678.0,677.0,679.0,1.0
2022-01-09,677.0,677.0,677.0,0.0
2022-01-21,677.0,677.0,678.0,0.5
2022-02-02,677.0,677.0,677.0,0.0
2022-02-14,677.0,677.0,677.0,0.0
2022-02-26,677.0,677.0,677.0,0.0
2022-03-10,677.0,677.0,677.0,0.0
2022-03-22,677.0,677.0,677.0,0.0
2022-04-03,677.0,677.0,677.0,0.0
2022-04-15,677.0,677.0,677.0,0.0
2022-04-27,683.0,680.0,688.0,4.0
2022-05-09,720.0,689.0,860.0,85.5
2022-05-21,728.0,694.0,963.0,134.5
2022-06-02,949.0,854.0,1204.0,175.0
2022-06-14,1032.0,987.0,1202.0,107.5
2022-06-26,1126.0,1065.0,1360.0,147.5
2022-07-08,1107.0,1028.0,1212.0,92.0
2022-07-20,1241.0,1159.0,1547.0,194.0
2022-08-01,1369.0,1238.0,1776.0,269.0
2022-08-13,1325.0,1215.0,1793.0,289.0
2022-08-25,1271.0,1181.0,1844.0,331.5
