,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1414.0,1298.0,1832.0,267.0
2017-06-16,1675.0,1636.0,2111.0,237.5
2017-06-28,1699.0,1655.0,1897.0,121.0
2017-07-10,1837.0,1796.0,1969.0,86.5
2017-07-22,2051.0,1990.0,2156.0,83.0
2017-08-03,2090.0,2009.0,2202.0,96.5
2017-08-15,2017.0,1884.0,2163.0,139.5
2017-08-27,1927.0,1812.0,2478.0,333.0
2017-09-08,2574.0,2493.0,2790.0,148.5
2017-09-20,2543.0,2505.0,2950.0,222.5
2017-10-02,2401.0,2382.0,2943.0,280.5
2017-10-14,1170.0,1105.0,1307.0,101.0
2017-10-26,1104.0,1104.0,1104.0,0.0
2017-11-07,1084.0,1084.0,1084.0,0.0
2017-11-19,1084.0,1084.0,1084.0,0.0
2017-12-01,1084.0,1084.0,1084.0,0.0
2017-12-13,1084.0,1084.0,1084.0,0.0
2017-12-25,1084.0,1084.0,1084.0,0.0
2018-01-06,1084.0,1084.0,1084.0,0.0
2018-01-18,1084.0,1084.0,1084.0,0.0
2018-01-30,1084.0,1084.0,1084.0,0.0
2018-02-11,1084.0,1084.0,1084.0,0.0
2018-02-23,1084.0,1084.0,1084.0,0.0
2018-03-07,1084.0,1084.0,1084.0,0.0
2018-03-19,1084.0,1084.0,1084.0,0.0
2018-03-31,1084.0,1084.0,1084.0,0.0
2018-04-12,1084.0,1084.0,1084.0,0.0
2018-04-24,1096.0,1096.0,1096.0,0.0
2018-05-06,1101.0,1084.0,1110.0,13.0
2018-05-18,1138.0,1114.0,1162.0,24.0
2018-05-30,1294.0,1237.0,1443.0,103.0
2018-06-11,1250.0,1232.0,1708.0,238.0
2018-06-23,1674.0,1650.0,1865.0,107.5
2018-07-05,1798.0,1760.0,1893.0,66.5
2018-07-17,1848.0,1813.0,2085.0,136.0
2018-07-29,2017.0,1986.0,2053.0,33.5
2018-08-10,2007.0,1962.0,2042.0,40.0
2018-08-22,1985.0,1937.0,2041.0,52.0
2018-09-03,2242.0,2168.0,2378.0,105.0
2018-09-15,2311.0,2291.0,2709.0,209.0
2018-09-27,1230.0,1230.0,2906.0,838.0
2018-10-09,1230.0,1230.0,2925.0,847.5
2018-10-21,1154.0,1148.0,1162.0,7.0
2018-11-02,1111.0,1111.0,1111.0,0.0
2018-11-14,1084.0,1084.0,1084.0,0.0
2018-11-26,1084.0,1084.0,1084.0,0.0
2018-12-08,1084.0,1084.0,1084.0,0.0
2018-12-20,1084.0,1084.0,1084.0,0.0
2019-01-01,1084.0,1084.0,1084.0,0.0
2019-01-13,1084.0,1084.0,1084.0,0.0
2019-01-25,1084.0,1084.0,1084.0,0.0
2019-02-06,1084.0,1084.0,1084.0,0.0
2019-02-18,1084.0,1084.0,1084.0,0.0
2019-03-02,1084.0,1084.0,1084.0,0.0
2019-03-14,1084.0,1084.0,1084.0,0.0
2019-03-26,1084.0,1084.0,1084.0,0.0
2019-04-07,1084.0,1084.0,1084.0,0.0
2019-04-19,1104.0,1090.0,1111.0,10.5
2019-05-01,1101.0,1101.0,1101.0,0.0
2019-05-13,1220.0,1217.0,1399.0,91.0
2019-05-25,1347.0,1311.0,1959.0,324.0
2019-06-06,1609.0,1528.0,1820.0,146.0
2019-06-18,1651.0,1604.0,1974.0,185.0
2019-06-30,1994.0,1895.0,2208.0,156.5
2019-07-12,1988.0,1842.0,2061.0,109.5
2019-07-24,1971.0,1803.0,2079.0,138.0
2019-08-05,2031.0,1885.0,2158.0,136.5
2019-08-17,2208.0,1986.0,2470.0,242.0
2019-08-29,2368.0,2319.0,2761.0,221.0
2019-09-10,2061.0,1998.0,2141.0,71.5
2019-09-22,1475.0,1268.0,1947.0,339.5
2019-10-04,1226.0,1226.0,2017.0,395.5
2019-10-16,1116.0,1116.0,1116.0,0.0
2019-10-28,1571.0,1139.0,2059.0,460.0
2019-11-09,1084.0,1084.0,1084.0,0.0
2019-11-21,1136.0,1120.0,1146.0,13.0
2019-12-03,1084.0,1084.0,1084.0,0.0
2019-12-15,1084.0,1084.0,1084.0,0.0
2019-12-27,1084.0,1084.0,1084.0,0.0
2020-01-08,1084.0,1084.0,1084.0,0.0
2020-01-20,1084.0,1084.0,1084.0,0.0
2020-02-01,1084.0,1084.0,1084.0,0.0
2020-02-13,1084.0,1084.0,1084.0,0.0
2020-02-25,1084.0,1084.0,1084.0,0.0
2020-03-08,1084.0,1084.0,1084.0,0.0
2020-03-20,1084.0,1084.0,1084.0,0.0
2020-04-01,1084.0,1084.0,1084.0,0.0
2020-04-13,1084.0,1084.0,1084.0,0.0
2020-04-25,1084.0,1084.0,1316.0,116.0
2020-05-07,1084.0,1084.0,1148.0,32.0
2020-05-19,1201.0,1178.0,1654.0,238.0
2020-05-31,1331.0,1299.0,1704.0,202.5
2020-06-12,1503.0,1414.0,1795.0,190.5
2020-06-24,1625.0,1585.0,1812.0,113.5
2020-07-06,1720.0,1688.0,1783.0,47.5
2020-07-18,1795.0,1770.0,1842.0,36.0
2020-07-30,1867.0,1820.0,1972.0,76.0
2020-08-11,1953.0,1885.0,1994.0,54.5
2020-08-23,1918.0,1867.0,1997.0,65.0
2020-09-04,1675.0,1646.0,2007.0,180.5
2020-09-16,1996.0,1969.0,2496.0,263.5
2020-09-28,1955.0,1927.0,2488.0,280.5
2020-10-10,1911.0,1874.0,1945.0,35.5
2020-10-22,1137.0,1137.0,1137.0,0.0
2020-11-03,1102.0,1102.0,1102.0,0.0
2020-11-15,1101.0,1101.0,1101.0,0.0
2020-11-27,1084.0,1084.0,1084.0,0.0
2020-12-09,1096.0,1096.0,1096.0,0.0
2020-12-21,1084.0,1084.0,1084.0,0.0
2021-01-02,1084.0,1084.0,1084.0,0.0
2021-01-14,1084.0,1084.0,1084.0,0.0
2021-01-26,1084.0,1084.0,1084.0,0.0
2021-02-07,1084.0,1084.0,1084.0,0.0
2021-02-19,1084.0,1084.0,1084.0,0.0
2021-03-03,1084.0,1084.0,1084.0,0.0
2021-03-15,1084.0,1084.0,1084.0,0.0
2021-03-27,1084.0,1084.0,1084.0,0.0
2021-04-08,1084.0,1084.0,1084.0,0.0
2021-04-20,1177.0,1154.0,1294.0,70.0
2021-05-02,1230.0,1096.0,1545.0,224.5
2021-05-14,1138.0,1110.0,1331.0,110.5
2021-05-26,1226.0,1212.0,1430.0,109.0
2021-06-07,1287.0,1267.0,1650.0,191.5
2021-06-19,1548.0,1452.0,1708.0,128.0
2021-07-01,1721.0,1685.0,1782.0,48.5
2021-07-13,1765.0,1725.0,1798.0,36.5
2021-07-25,1867.0,1816.0,1961.0,72.5
2021-08-06,1960.0,1873.0,2025.0,76.0
2021-08-18,1775.0,1727.0,1868.0,70.5
2021-08-30,1970.0,1896.0,2035.0,69.5
2021-09-11,1848.0,1803.0,2023.0,110.0
2021-09-23,1173.0,1148.0,2127.0,489.5
2021-10-05,1178.0,1178.0,1231.0,26.5
