,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,1650000,1210000,6760000,2775000.0
2017-06-16,4570000,3750000,10950000,3600000.0
2017-06-28,4940000,4180000,7440000,1630000.0
2017-07-10,6810000,6220000,8150000,965000.0
2017-07-22,9870000,8520000,11660000,1570000.0
2017-08-03,10570000,8930000,12610000,1840000.0
2017-08-15,9140000,7310000,11740000,2215000.0
2017-08-27,7690000,6520000,18500000,5990000.0
2017-09-08,20120000,18750000,23640000,2445000.0
2017-09-20,19620000,18940000,25740000,3400000.0
2017-10-02,16870000,16500000,25660000,4580000.0
2017-10-14,650000,80000,1230000,575000.0
2017-10-26,60000,60000,60000,0.0
2017-11-07,0,0,0,0.0
2017-11-19,0,0,0,0.0
2017-12-01,0,0,0,0.0
2017-12-13,0,0,0,0.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,30000,30000,30000,0.0
2018-05-06,40000,0,90000,45000.0
2018-05-18,330000,120000,610000,245000.0
2018-05-30,1170000,1030000,1790000,380000.0
2018-06-11,1080000,1010000,5040000,2015000.0
2018-06-23,4550000,4080000,7090000,1505000.0
2018-07-05,6260000,5690000,7380000,845000.0
2018-07-17,6910000,6550000,10480000,1965000.0
2018-07-29,9160000,8410000,9940000,765000.0
2018-08-10,8870000,8060000,9740000,840000.0
2018-08-22,8380000,7800000,9730000,965000.0
2018-09-03,13660000,11870000,16400000,2265000.0
2018-09-15,15120000,14720000,22490000,3885000.0
2018-09-27,990000,990000,25220000,12115000.0
2018-10-09,990000,990000,25430000,12220000.0
2018-10-21,530000,450000,610000,80000.0
2018-11-02,110000,110000,110000,0.0
2018-11-14,10000,10000,10000,0.0
2018-11-26,0,0,0,0.0
2018-12-08,0,0,0,0.0
2018-12-20,0,0,0,0.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,0,0,0,0.0
2019-04-07,0,0,0,0.0
2019-04-19,60000,20000,110000,45000.0
2019-05-01,40000,40000,40000,0.0
2019-05-13,950000,920000,1600000,340000.0
2019-05-25,1430000,1240000,8010000,3385000.0
2019-06-06,3310000,2300000,6650000,2175000.0
2019-06-18,4100000,3270000,8210000,2470000.0
2019-06-30,8580000,7400000,12810000,2705000.0
2019-07-12,8430000,6840000,10040000,1600000.0
2019-07-24,8180000,6400000,10340000,1970000.0
2019-08-05,9520000,7320000,11690000,2185000.0
2019-08-17,12820000,8410000,18350000,4970000.0
2019-08-29,16260000,15280000,23310000,4015000.0
2019-09-10,10040000,8650000,11430000,1390000.0
2019-09-22,1960000,1120000,7880000,3380000.0
2019-10-04,980000,980000,9160000,4090000.0
2019-10-16,150000,150000,150000,0.0
2019-10-28,2700000,350000,10000000,4825000.0
2019-11-09,10000,10000,10000,0.0
2019-11-21,280000,170000,380000,105000.0
2019-12-03,0,0,0,0.0
2019-12-15,0,0,0,0.0
2019-12-27,0,0,0,0.0
2020-01-08,0,0,0,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,0,0.0
2020-04-25,0,0,1270000,635000.0
2020-05-07,0,0,430000,215000.0
2020-05-19,860000,730000,4160000,1715000.0
2020-05-31,1340000,1220000,4990000,1885000.0
2020-06-12,2120000,1660000,6190000,2265000.0
2020-06-24,3570000,2940000,6530000,1795000.0
2020-07-06,5260000,4780000,5940000,580000.0
2020-07-18,6190000,5800000,6840000,520000.0
2020-07-30,7120000,6650000,8200000,775000.0
2020-08-11,7940000,7330000,8580000,625000.0
2020-08-23,7620000,7120000,8640000,760000.0
2020-09-04,4570000,3980000,8890000,2455000.0
2020-09-16,8620000,8140000,18800000,5330000.0
2020-09-28,7960000,7690000,18660000,5485000.0
2020-10-10,7550000,7230000,7860000,315000.0
2020-10-22,300000,300000,300000,0.0
2020-11-03,50000,50000,50000,0.0
2020-11-15,40000,40000,40000,0.0
2020-11-27,0,0,0,0.0
2020-12-09,30000,30000,30000,0.0
2020-12-21,0,0,0,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,720000,520000,1170000,325000.0
2021-05-02,990000,30000,2420000,1195000.0
2021-05-14,320000,90000,1340000,625000.0
2021-05-26,980000,910000,1740000,415000.0
2021-06-07,1160000,1110000,4080000,1485000.0
2021-06-19,2450000,1820000,5040000,1610000.0
2021-07-01,5270000,4730000,5920000,595000.0
2021-07-13,5740000,5330000,6270000,470000.0
2021-07-25,7130000,6570000,8040000,735000.0
2021-08-06,8020000,7210000,9410000,1100000.0
2021-08-18,5860000,5380000,7150000,885000.0
2021-08-30,8170000,7420000,9640000,1110000.0
2021-09-11,6910000,6390000,9340000,1475000.0
2021-09-23,660000,430000,11210000,5390000.0
2021-10-05,730000,730000,1000000,135000.0
2021-10-17,80000,80000,80000,0.0
2021-10-29,40000,40000,40000,0.0
2021-11-10,30000,30000,30000,0.0
2021-11-22,0,0,0,0.0
2021-12-16,0,0,0,0.0
2021-12-28,0,0,0,0.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,0,0,0,0.0
2022-05-09,240000,0,490000,245000.0
2022-05-21,10000,10000,920000,455000.0
2022-06-02,990000,830000,6720000,2945000.0
2022-06-14,1690000,1420000,5410000,1995000.0
2022-06-26,5010000,4290000,6170000,940000.0
2022-07-08,7630000,7310000,8720000,705000.0
2022-07-20,2490000,2180000,3020000,420000.0
2022-08-01,8630000,7950000,9840000,945000.0
2022-08-13,6580000,6290000,7370000,540000.0
2022-08-25,7870000,7390000,8400000,505000.0
2022-09-06,7530000,7090000,11160000,2035000.0
2022-09-18,6830000,6390000,19260000,6435000.0
2022-09-30,4510000,2750000,16090000,6670000.0
2022-10-12,3290000,2310000,13930000,5810000.0
2022-10-24,6310000,5380000,11190000,2905000.0
2022-11-05,990000,990000,25100000,12055000.0
2022-11-17,990000,990000,25200000,12105000.0
2022-11-29,10000,10000,10000,0.0
2022-12-11,0,0,0,0.0
2022-12-23,0,0,0,0.0
2023-01-04,0,0,0,0.0
2023-01-16,0,0,0,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
