,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2600.0,2544.0,2659.0,57.5
2017-06-16,2582.0,2410.0,2770.0,180.0
2017-06-28,2998.0,2947.0,3055.0,54.0
2017-07-10,3142.0,3059.0,3239.0,90.0
2017-07-22,3336.0,3194.0,3469.0,137.5
2017-08-03,3402.0,3298.0,3507.0,104.5
2017-08-15,3298.0,3167.0,3432.0,132.5
2017-08-27,3009.0,2883.0,3175.0,146.0
2017-09-08,2924.0,2809.0,3065.0,128.0
2017-09-20,2989.0,2953.0,3027.0,37.0
2017-10-02,2973.0,2949.0,2998.0,24.5
2017-10-14,1790.0,1347.0,2099.0,376.0
2017-10-26,1536.0,1105.0,1679.0,287.0
2017-11-07,1201.0,1084.0,1428.0,172.0
2017-11-19,1120.0,1084.0,1146.0,31.0
2017-12-01,1104.0,1084.0,1114.0,15.0
2017-12-13,1084.0,1084.0,1096.0,6.0
2017-12-25,1084.0,1084.0,1084.0,0.0
2018-01-06,1084.0,1084.0,1084.0,0.0
2018-01-18,1084.0,1084.0,1084.0,0.0
2018-01-30,1084.0,1084.0,1084.0,0.0
2018-02-11,1084.0,1084.0,1096.0,6.0
2018-02-23,1084.0,1084.0,1084.0,0.0
2018-03-07,1084.0,1084.0,1084.0,0.0
2018-03-19,1084.0,1084.0,1084.0,0.0
2018-03-31,1084.0,1084.0,1084.0,0.0
2018-04-12,1084.0,1084.0,1084.0,0.0
2018-04-24,1124.0,1101.0,1148.0,23.5
2018-05-06,1179.0,1173.0,1198.0,12.5
2018-05-18,1795.0,1743.0,1843.0,50.0
2018-05-30,2008.0,1962.0,2043.0,40.5
2018-06-11,2601.0,2555.0,2650.0,47.5
2018-06-23,2709.0,2603.0,2835.0,116.0
2018-07-05,3074.0,3007.0,3147.0,70.0
2018-07-17,2905.0,2864.0,2953.0,44.5
2018-07-29,2824.0,2491.0,3393.0,451.0
2018-08-10,2886.0,2566.0,3461.0,447.5
2018-08-22,3291.0,3264.0,3320.0,28.0
2018-09-03,2690.0,2408.0,3120.0,356.0
2018-09-15,2898.0,2741.0,3087.0,173.0
2018-09-27,2980.0,2927.0,3047.0,60.0
2018-10-09,2967.0,2930.0,3004.0,37.0
2018-10-21,1678.0,1174.0,1995.0,410.5
2018-11-02,1515.0,1114.0,1659.0,272.5
2018-11-14,1237.0,1090.0,1494.0,202.0
2018-11-26,1122.0,1084.0,1147.0,31.5
2018-12-08,1090.0,1084.0,1102.0,9.0
2018-12-20,1096.0,1084.0,1105.0,10.5
2019-01-01,1084.0,1084.0,1084.0,0.0
2019-01-13,1084.0,1084.0,1096.0,6.0
2019-01-25,1084.0,1084.0,1084.0,0.0
2019-02-06,1084.0,1084.0,1084.0,0.0
2019-02-18,1084.0,1084.0,1084.0,0.0
2019-03-02,1084.0,1084.0,1084.0,0.0
2019-03-14,1084.0,1084.0,1096.0,6.0
2019-03-26,1084.0,1084.0,1096.0,6.0
2019-04-07,1084.0,1084.0,1084.0,0.0
2019-04-19,1139.0,1120.0,1154.0,17.0
2019-05-01,1137.0,1102.0,1156.0,27.0
2019-05-13,1578.0,1519.0,1617.0,49.0
2019-05-25,2521.0,2431.0,2606.0,87.5
2019-06-06,2470.0,2358.0,2598.0,120.0
2019-06-18,2907.0,2864.0,2958.0,47.0
2019-06-30,3654.0,3575.0,3898.0,161.5
2019-07-12,3735.0,3656.0,3926.0,135.0
2019-07-24,3064.0,2702.0,3870.0,584.0
2019-08-05,3701.0,3613.0,3926.0,156.5
2019-08-17,3636.0,3524.0,3856.0,166.0
2019-08-29,2988.0,2767.0,3323.0,278.0
2019-09-10,2453.0,2163.0,2841.0,339.0
2019-09-22,2466.0,2352.0,2597.0,122.5
2019-10-04,2321.0,2164.0,2503.0,169.5
2019-10-16,1501.0,1119.0,1650.0,265.5
2019-10-28,2457.0,2390.0,2532.0,71.0
2019-11-09,1179.0,1090.0,1372.0,141.0
2019-11-21,1221.0,1153.0,1347.0,97.0
2019-12-03,1122.0,1084.0,1147.0,31.5
2019-12-15,1111.0,1084.0,1125.0,20.5
2019-12-27,1102.0,1084.0,1111.0,13.5
2020-01-08,1084.0,1084.0,1084.0,0.0
2020-01-20,1096.0,1084.0,1105.0,10.5
2020-02-01,1096.0,1084.0,1105.0,10.5
2020-02-13,1084.0,1084.0,1084.0,0.0
2020-02-25,1084.0,1084.0,1084.0,0.0
2020-03-08,1084.0,1084.0,1096.0,6.0
2020-03-20,1084.0,1084.0,1084.0,0.0
2020-04-01,1084.0,1084.0,1084.0,0.0
2020-04-13,1084.0,1084.0,1084.0,0.0
2020-04-25,1653.0,1621.0,1692.0,35.5
2020-05-07,1494.0,1412.0,1551.0,69.5
2020-05-19,2343.0,2265.0,2418.0,76.5
2020-05-31,2612.0,2584.0,2655.0,35.5
2020-06-12,2628.0,2568.0,2711.0,71.5
2020-06-24,2889.0,2834.0,2955.0,60.5
2020-07-06,3114.0,3067.0,3175.0,54.0
2020-07-18,2694.0,2517.0,2923.0,203.0
2020-07-30,3146.0,3065.0,3241.0,88.0
2020-08-11,2602.0,2366.0,2912.0,273.0
2020-08-23,2605.0,2410.0,2862.0,226.0
2020-09-04,2650.0,2529.0,2803.0,137.0
2020-09-16,2714.0,2646.0,2791.0,72.5
2020-09-28,2617.0,2540.0,2709.0,84.5
2020-10-10,2238.0,1947.0,2522.0,287.5
2020-10-22,1833.0,1138.0,2221.0,541.5
2020-11-03,1587.0,1104.0,1783.0,339.5
2020-11-15,1499.0,1102.0,1655.0,276.5
2020-11-27,1325.0,1084.0,1567.0,241.5
2020-12-09,1148.0,1101.0,1212.0,55.5
2020-12-21,1105.0,1084.0,1116.0,16.0
2021-01-02,1084.0,1084.0,1084.0,0.0
2021-01-14,1084.0,1084.0,1084.0,0.0
2021-01-26,1084.0,1084.0,1084.0,0.0
2021-02-07,1084.0,1084.0,1084.0,0.0
2021-02-19,1084.0,1084.0,1084.0,0.0
2021-03-03,1084.0,1084.0,1084.0,0.0
2021-03-15,1084.0,1084.0,1084.0,0.0
2021-03-27,1084.0,1084.0,1084.0,0.0
2021-04-08,1084.0,1084.0,1084.0,0.0
2021-04-20,1356.0,1312.0,1415.0,51.5
2021-05-02,1661.0,1623.0,1711.0,44.0
2021-05-14,1661.0,1634.0,1698.0,32.0
2021-05-26,1896.0,1834.0,1963.0,64.5
2021-06-07,2294.0,2249.0,2340.0,45.5
2021-06-19,2881.0,2824.0,2947.0,61.5
2021-07-01,2802.0,2639.0,2988.0,174.5
2021-07-13,2683.0,2490.0,2933.0,221.5
2021-07-25,3512.0,3429.0,3651.0,111.0
2021-08-06,3505.0,3427.0,3642.0,107.5
2021-08-18,2852.0,2592.0,3258.0,333.0
2021-08-30,2707.0,2428.0,3116.0,344.0
2021-09-11,2690.0,2439.0,3037.0,299.0
2021-09-23,2511.0,2202.0,2930.0,364.0
2021-10-05,2098.0,1237.0,2588.0,675.5
2021-10-17,1820.0,1110.0,2220.0,555.0
2021-10-29,1664.0,1102.0,2000.0,449.0
2021-11-10,1547.0,1101.0,1692.0,295.5
2021-11-22,1297.0,1084.0,1539.0,227.5
2021-12-16,1119.0,1084.0,1138.0,27.0
2021-12-28,1111.0,1084.0,1125.0,20.5
2022-01-09,1084.0,1084.0,1084.0,0.0
2022-01-21,1084.0,1084.0,1084.0,0.0
2022-02-02,1084.0,1084.0,1084.0,0.0
2022-02-14,1084.0,1084.0,1084.0,0.0
2022-02-26,1084.0,1084.0,1084.0,0.0
2022-03-10,1084.0,1084.0,1084.0,0.0
2022-03-22,1084.0,1084.0,1084.0,0.0
2022-04-03,1084.0,1084.0,1084.0,0.0
2022-04-15,1084.0,1084.0,1084.0,0.0
2022-04-27,1105.0,1084.0,1120.0,18.0
2022-05-09,1447.0,1331.0,1528.0,98.5
2022-05-21,1666.0,1638.0,1708.0,35.0
2022-06-02,2512.0,2394.0,2634.0,120.0
2022-06-14,2709.0,2631.0,2794.0,81.5
2022-06-26,2923.0,2792.0,3087.0,147.5
2022-07-08,3507.0,3412.0,3660.0,124.0
2022-07-20,3372.0,3261.0,3482.0,110.5
2022-08-01,3380.0,3314.0,3453.0,69.5
2022-08-13,3291.0,3249.0,3330.0,40.5
2022-08-25,2750.0,2478.0,3168.0,345.0
2022-09-06,2686.0,2412.0,3091.0,339.5
2022-09-18,2959.0,2864.0,3087.0,111.5
2022-09-30,2835.0,2655.0,3039.0,192.0
2022-10-12,2728.0,2537.0,2977.0,220.0
2022-10-24,2469.0,2203.0,2822.0,309.5
2022-11-05,2962.0,2926.0,3004.0,39.0
2022-11-17,2943.0,2909.0,2982.0,36.5
2022-11-29,1809.0,1090.0,2214.0,562.0
2022-12-11,1662.0,1084.0,1998.0,457.0
2022-12-23,1556.0,1084.0,1708.0,312.0
2023-01-04,1416.0,1084.0,1617.0,266.5
2023-01-16,1179.0,1084.0,1366.0,141.0
2023-01-28,1124.0,1084.0,1148.0,32.0
2023-02-09,1102.0,1084.0,1111.0,13.5
2023-02-21,1090.0,1084.0,1102.0,9.0
2023-03-05,1084.0,1084.0,1084.0,0.0
2023-03-17,1084.0,1084.0,1084.0,0.0
2023-03-29,1084.0,1084.0,1084.0,0.0
2023-04-10,1096.0,1084.0,1105.0,10.5
2023-04-22,1096.0,1084.0,1105.0,10.5
2023-05-04,1114.0,1096.0,1124.0,14.0
2023-05-16,1638.0,1617.0,1656.0,19.5
2023-05-28,2197.0,2162.0,2220.0,29.0
2023-06-09,2685.0,2626.0,2741.0,57.5
2023-06-21,2925.0,2873.0,2988.0,57.5
2023-07-03,2925.0,2816.0,3068.0,126.0
2023-07-15,3180.0,2878.0,3649.0,385.5
2023-07-27,3675.0,3606.0,3848.0,121.0
2023-08-08,3067.0,2724.0,3701.0,488.5
2023-09-01,3004.0,2707.0,3494.0,393.5
2023-09-13,3230.0,3087.0,3385.0,149.0
2023-09-25,2940.0,2736.0,3240.0,252.0
2023-10-07,2688.0,2420.0,3072.0,326.0
2023-10-19,3145.0,3102.0,3187.0,42.5
2023-10-31,3035.0,2979.0,3104.0,62.5
2023-11-12,1704.0,1110.0,2053.0,471.5
2023-11-24,1642.0,1102.0,1932.0,415.0
2023-12-06,1528.0,1102.0,1674.0,286.0
2023-12-18,1383.0,1096.0,1593.0,248.5
2023-12-30,1217.0,1084.0,1454.0,185.0
2024-01-11,1159.0,1084.0,1279.0,97.5
2024-02-16,1111.0,1084.0,1125.0,20.5
2024-02-28,1105.0,1084.0,1116.0,16.0
2024-03-11,1110.0,1084.0,1124.0,20.0
2024-03-23,1105.0,1084.0,1120.0,18.0
2024-04-04,1084.0,1084.0,1096.0,6.0
2024-04-16,1104.0,1084.0,1114.0,15.0
2024-04-28,1146.0,1110.0,1173.0,31.5
2024-05-10,1501.0,1307.0,1587.0,140.0
2024-05-22,1893.0,1843.0,1948.0,52.5
2024-06-03,2163.0,2068.0,2226.0,79.0
2024-06-15,2601.0,2550.0,2651.0,50.5
2024-06-27,2934.0,2759.0,3183.0,212.0
2024-07-09,3298.0,3233.0,3357.0,62.0
2024-07-21,2761.0,2487.0,3200.0,356.5
2024-08-02,2816.0,2531.0,3261.0,365.0
2024-08-14,3380.0,3330.0,3436.0,53.0
2024-08-26,2860.0,2583.0,3314.0,365.5
2024-09-07,2849.0,2609.0,3175.0,283.0
2024-09-19,2725.0,2480.0,3076.0,298.0
2024-10-01,3073.0,3030.0,3116.0,43.0
2024-10-25,3020.0,2980.0,3059.0,39.5
2024-11-06,1563.0,1105.0,1710.0,302.5
2024-11-18,1279.0,1084.0,1530.0,223.0
2024-11-30,1170.0,1084.0,1325.0,120.5
2024-12-12,1148.0,1090.0,1202.0,56.0
2024-12-24,1116.0,1084.0,1136.0,26.0
