,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,20680000,19630000,21740000,1055000.0
2017-06-16,20280000,17110000,23450000,3170000.0
2017-06-28,26250000,25700000,26770000,535000.0
2017-07-10,27530000,26810000,28250000,720000.0
2017-07-22,28960000,27950000,29980000,1015000.0
2017-08-03,29460000,28680000,30250000,785000.0
2017-08-15,28690000,27740000,29640000,950000.0
2017-08-27,26350000,24910000,27790000,1440000.0
2017-09-08,25400000,23910000,26890000,1490000.0
2017-09-20,26160000,25780000,26550000,385000.0
2017-10-02,25990000,25730000,26250000,260000.0
2017-10-14,6050000,1420000,10720000,4650000.0
2017-10-26,2350000,70000,4650000,2290000.0
2017-11-07,860000,0,1730000,865000.0
2017-11-19,180000,10000,370000,180000.0
2017-12-01,60000,0,130000,65000.0
2017-12-13,10000,10000,30000,10000.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,0,0,10000,5000.0
2018-02-11,10000,10000,30000,10000.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,10000,5000.0
2018-04-24,220000,40000,420000,190000.0
2018-05-06,740000,660000,820000,80000.0
2018-05-18,6530000,6050000,7020000,485000.0
2018-05-30,8910000,8060000,9780000,860000.0
2018-06-11,20710000,19790000,21620000,915000.0
2018-06-23,22490000,20780000,24190000,1705000.0
2018-07-05,26990000,26340000,27630000,645000.0
2018-07-17,25200000,24610000,25780000,585000.0
2018-07-29,24050000,18700000,29390000,5345000.0
2018-08-10,24940000,19990000,29890000,4950000.0
2018-08-22,28640000,28430000,28860000,215000.0
2018-09-03,22230000,17060000,27400000,5170000.0
2018-09-15,25050000,23000000,27080000,2040000.0
2018-09-27,26080000,25460000,26720000,630000.0
2018-10-09,25920000,25530000,26310000,390000.0
2018-10-21,4630000,690000,8590000,3950000.0
2018-11-02,2190000,120000,4270000,2075000.0
2018-11-14,1030000,20000,2060000,1020000.0
2018-11-26,190000,0,390000,195000.0
2018-12-08,20000,0,50000,25000.0
2018-12-20,30000,0,70000,35000.0
2019-01-01,0,0,10000,5000.0
2019-01-13,10000,10000,30000,10000.0
2019-01-25,0,0,10000,5000.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,10000,10000,30000,10000.0
2019-03-26,10000,10000,30000,10000.0
2019-04-07,0,0,10000,5000.0
2019-04-19,350000,180000,520000,170000.0
2019-05-01,300000,50000,560000,255000.0
2019-05-13,2820000,2210000,3440000,615000.0
2019-05-25,19260000,17640000,20880000,1620000.0
2019-06-06,18340000,16040000,20630000,2295000.0
2019-06-18,25230000,24630000,25840000,605000.0
2019-06-30,30950000,30550000,31350000,400000.0
2019-07-12,31170000,30960000,31380000,210000.0
2019-07-24,26870000,22400000,31340000,4470000.0
2019-08-05,31070000,30750000,31380000,315000.0
2019-08-17,30840000,30350000,31330000,490000.0
2019-08-29,26140000,23400000,28870000,2735000.0
2019-09-10,18010000,11720000,24300000,6290000.0
2019-09-22,18270000,15970000,20590000,2310000.0
2019-10-04,15340000,11770000,18910000,3570000.0
2019-10-16,2110000,160000,4070000,1955000.0
2019-10-28,18100000,16700000,19490000,1395000.0
2019-11-09,750000,20000,1500000,740000.0
2019-11-21,960000,500000,1430000,465000.0
2019-12-03,190000,0,390000,195000.0
2019-12-15,110000,0,230000,115000.0
2019-12-27,50000,0,110000,55000.0
2020-01-08,0,0,10000,5000.0
2020-01-20,30000,0,70000,35000.0
2020-02-01,30000,0,70000,35000.0
2020-02-13,0,0,10000,5000.0
2020-02-25,0,0,10000,5000.0
2020-03-08,10000,10000,30000,10000.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,10000,5000.0
2020-04-25,4150000,3500000,4810000,655000.0
2020-05-07,2060000,1630000,2490000,430000.0
2020-05-19,15780000,14230000,17340000,1555000.0
2020-05-31,21010000,20330000,21700000,685000.0
2020-06-12,21280000,20030000,22540000,1255000.0
2020-06-24,24980000,24160000,25810000,825000.0
2020-07-06,27350000,26920000,27790000,435000.0
2020-07-18,22270000,19160000,25370000,3105000.0
2020-07-30,27590000,26880000,28290000,705000.0
2020-08-11,20760000,16240000,25280000,4520000.0
2020-08-23,20850000,17130000,24570000,3720000.0
2020-09-04,21620000,19430000,23810000,2190000.0
2020-09-16,22610000,21570000,23650000,1040000.0
2020-09-28,21040000,19580000,22500000,1460000.0
2020-10-10,13590000,7880000,19300000,5710000.0
2020-10-22,6770000,310000,13240000,6465000.0
2020-11-03,2990000,60000,5950000,2945000.0
2020-11-15,2100000,50000,4170000,2060000.0
2020-11-27,1310000,0,2630000,1315000.0
2020-12-09,450000,40000,910000,435000.0
2020-12-21,70000,0,150000,75000.0
2021-01-02,0,0,10000,5000.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,10000,5000.0
2021-02-19,0,0,0,0.0
