,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2021-03-03,0,0,10000,5000.0
2021-03-15,0,0,10000,5000.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,1470000,1250000,1700000,225000.0
2021-05-02,4320000,3530000,5120000,795000.0
2021-05-14,4510000,4060000,4970000,455000.0
2021-05-26,7420000,6780000,8070000,645000.0
2021-06-07,14800000,13860000,15720000,930000.0
2021-06-19,24880000,24060000,25690000,815000.0
2021-07-01,23800000,21460000,26140000,2340000.0
2021-07-13,22120000,18680000,25560000,3440000.0
2021-07-25,30280000,29630000,30940000,655000.0
2021-08-06,30240000,29610000,30880000,635000.0
2021-08-18,24430000,20450000,28400000,3975000.0
2021-08-30,22460000,17540000,27370000,4915000.0
2021-09-11,22220000,17770000,26660000,4445000.0
2021-09-23,19070000,12610000,25530000,6460000.0
2021-10-05,10700000,1020000,20380000,9680000.0
2021-10-17,6650000,100000,13220000,6560000.0
2021-10-29,4370000,50000,8710000,4330000.0
2021-11-10,2440000,40000,4850000,2405000.0
2021-11-22,1190000,0,2390000,1195000.0
2021-12-16,160000,0,330000,165000.0
2021-12-28,110000,0,230000,115000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,0,0,10000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,10000,5000.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,10000,5000.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,80000,10000,170000,80000.0
2022-05-09,1810000,1340000,2290000,475000.0
2022-05-21,4420000,3810000,5040000,615000.0
2022-06-02,19630000,17670000,21600000,1965000.0
2022-06-14,22500000,21310000,23700000,1195000.0
2022-06-26,25380000,23670000,27080000,1705000.0
2022-07-08,30250000,29520000,30980000,730000.0
2022-07-20,29250000,28410000,30080000,835000.0
2022-08-01,29300000,28790000,29810000,510000.0
2022-08-13,28640000,28350000,28950000,300000.0
2022-08-25,23130000,18500000,27750000,4625000.0
2022-09-06,22150000,17180000,27120000,4970000.0
2022-09-18,25860000,24620000,27090000,1235000.0
2022-09-30,24190000,21700000,26680000,2490000.0
2022-10-12,22790000,19550000,26040000,3245000.0
2022-10-24,18330000,12650000,24010000,5680000.0
2022-11-05,25890000,25450000,26320000,435000.0
2022-11-17,25670000,25250000,26100000,425000.0
2022-11-29,6500000,20000,12990000,6485000.0
2022-12-11,4330000,0,8670000,4335000.0
2022-12-23,2520000,10000,5040000,2515000.0
2023-01-04,1710000,0,3430000,1715000.0
2023-01-16,740000,0,1490000,745000.0
2023-01-28,210000,0,430000,215000.0
2023-02-09,50000,0,110000,55000.0
2023-02-21,20000,0,50000,25000.0
2023-03-05,0,0,10000,5000.0
2023-03-17,0,0,10000,5000.0
2023-03-29,0,0,0,0.0
2023-04-10,30000,0,70000,35000.0
2023-04-22,30000,0,70000,35000.0
2023-05-04,120000,30000,220000,95000.0
2023-05-16,3820000,3440000,4220000,390000.0
2023-05-28,12580000,11880000,13280000,700000.0
2023-06-09,22130000,21260000,23000000,870000.0
2023-06-21,25430000,24720000,26150000,715000.0
2023-07-03,25430000,23930000,26940000,1505000.0
2023-07-15,27860000,24800000,30920000,3060000.0
2023-07-27,31020000,30730000,31300000,285000.0
2023-08-08,26920000,22760000,31070000,4155000.0
2023-09-01,26310000,22460000,30150000,3845000.0
2023-09-13,28210000,27080000,29340000,1130000.0
2023-09-25,25600000,22910000,28270000,2680000.0
2023-10-07,22180000,17390000,26960000,4785000.0
2023-10-19,27570000,27230000,27910000,340000.0
2023-10-31,26650000,26060000,27250000,595000.0
2023-11-12,5000000,100000,9940000,4920000.0
2023-11-24,3890000,50000,7760000,3855000.0
2023-12-06,2290000,50000,4560000,2255000.0
2023-12-18,1550000,30000,3080000,1525000.0
2023-12-30,920000,0,1850000,925000.0
2024-01-11,570000,0,1150000,575000.0
2024-02-16,110000,0,230000,115000.0
2024-02-28,70000,0,150000,75000.0
2024-03-11,100000,10000,210000,100000.0
2024-03-23,80000,10000,170000,80000.0
2024-04-04,10000,10000,30000,10000.0
2024-04-16,60000,0,130000,65000.0
2024-04-28,370000,90000,660000,285000.0
2024-05-10,2110000,1230000,2990000,880000.0
2024-05-22,7530000,7070000,8000000,465000.0
2024-06-03,11750000,10160000,13360000,1600000.0
2024-06-15,20690000,19710000,21630000,960000.0
2024-06-27,25590000,23280000,27900000,2310000.0
2024-07-09,28690000,28230000,29150000,460000.0
2024-07-21,23320000,18630000,28000000,4685000.0
2024-08-02,23940000,19470000,28410000,4470000.0
2024-08-14,29300000,28940000,29660000,360000.0
2024-08-26,24550000,20310000,28790000,4240000.0
2024-09-07,24380000,20970000,27790000,3410000.0
2024-09-19,22770000,18520000,27020000,4250000.0
2024-10-01,26980000,26590000,27370000,390000.0
2024-10-25,26440000,26070000,26810000,370000.0
2024-11-06,2580000,80000,5100000,2510000.0
2024-11-18,1150000,0,2310000,1155000.0
2024-11-30,650000,0,1310000,655000.0
2024-12-12,430000,20000,870000,425000.0
2024-12-24,140000,0,290000,145000.0
