Elev_m,area_m2
1111.0,330000.0
1151.5,300000.0
1193.0,320000.0
1269.0,320000.0
1358.0,320000.0
1431.5,320000.0
1494.0,330000.0
1542.5,310000.0
1571.0,320000.0
1590.5,320000.0
1610.5,320000.0
1630.5,330000.0
1647.0,310000.0
1662.0,320000.0
1680.0,320000.0
1700.5,320000.0
1722.0,320000.0
1750.0,320000.0
1779.5,340000.0
1797.5,300000.0
1816.5,340000.0
1845.0,300000.0
1873.5,320000.0
1907.0,330000.0
1942.5,310000.0
1969.0,320000.0
1988.5,320000.0
2004.0,320000.0
2015.5,330000.0
2027.0,330000.0
2043.5,330000.0
2062.5,300000.0
2081.0,320000.0
2098.5,320000.0
2117.0,320000.0
2136.5,310000.0
2156.5,340000.0
2174.5,320000.0
2189.5,320000.0
2202.5,330000.0
2212.5,300000.0
2223.0,320000.0
2237.5,310000.0
2253.5,330000.0
2267.5,320000.0
2282.5,310000.0
2299.5,330000.0
2315.0,310000.0
2330.0,340000.0
2345.5,300000.0
2362.0,320000.0
2379.5,330000.0
2395.5,330000.0
2408.5,300000.0
2422.0,340000.0
2439.0,300000.0
2457.0,350000.0
2474.5,290000.0
2492.5,320000.0
2510.5,330000.0
2526.5,310000.0
2545.0,320000.0
2565.5,330000.0
2583.5,330000.0
2598.0,320000.0
2612.5,300000.0
2630.0,340000.0
2649.0,300000.0
2669.0,320000.0
2690.5,330000.0
2711.5,310000.0
2733.0,330000.0
2754.5,310000.0
2778.0,320000.0
2806.5,320000.0
2832.5,320000.0
2854.5,340000.0
2876.5,300000.0
2900.0,320000.0
2926.0,350000.0
2953.5,290000.0
2982.0,320000.0
3012.0,320000.0
3046.0,340000.0
3082.5,310000.0
3120.0,310000.0
3158.5,320000.0
3201.0,320000.0
3245.0,320000.0
3289.5,320000.0
3333.5,320000.0
3374.5,320000.0
3421.0,320000.0
3464.0,320000.0
3510.5,320000.0
3571.5,320000.0
3643.0,320000.0
3796.5,320000.0
3940.0,50000.0
