,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1222.0,1195.0,1446.0,125.5
2017-06-16,1316.0,1293.0,2049.0,378.0
2017-06-28,1339.0,1310.0,1877.0,283.5
2017-07-10,1390.0,1325.0,1831.0,253.0
2017-07-22,1518.0,1354.0,1776.0,211.0
2017-08-03,1884.0,1553.0,2088.0,267.5
2017-08-15,1340.0,1304.0,1577.0,136.5
2017-08-27,1344.0,1297.0,2180.0,441.5
2017-09-08,1634.0,1332.0,2593.0,630.5
2017-09-20,1716.0,1344.0,2562.0,609.0
2017-10-02,2010.0,1798.0,2470.0,336.0
2017-10-14,1102.0,1082.0,2032.0,475.0
2017-10-26,1070.0,1068.0,1664.0,298.0
2017-11-07,1132.0,1130.0,1524.0,197.0
2017-11-19,848.0,848.0,848.0,0.0
2017-12-01,848.0,848.0,848.0,0.0
2017-12-13,848.0,848.0,848.0,0.0
2017-12-25,848.0,848.0,848.0,0.0
2018-01-06,848.0,848.0,848.0,0.0
2018-01-18,848.0,848.0,848.0,0.0
2018-01-30,859.0,859.0,859.0,0.0
2018-02-11,848.0,848.0,848.0,0.0
2018-02-23,848.0,848.0,848.0,0.0
2018-03-07,848.0,848.0,848.0,0.0
2018-03-19,859.0,859.0,859.0,0.0
2018-03-31,873.0,873.0,873.0,0.0
2018-04-12,848.0,848.0,848.0,0.0
2018-04-24,859.0,859.0,880.0,10.5
2018-05-06,879.0,876.0,967.0,45.5
2018-05-18,986.0,962.0,1080.0,59.0
2018-05-30,1070.0,1056.0,1182.0,63.0
2018-06-11,1175.0,1142.0,1371.0,114.5
2018-06-23,1265.0,1236.0,1519.0,141.5
2018-07-05,1366.0,1311.0,2023.0,356.0
2018-07-17,1351.0,1315.0,2084.0,384.5
2018-07-29,1945.0,1713.0,2098.0,192.5
2018-08-10,1728.0,1540.0,1949.0,204.5
2018-08-22,1763.0,1581.0,1976.0,197.5
2018-09-03,1512.0,1319.0,2146.0,413.5
2018-09-15,1756.0,1400.0,2461.0,530.5
2018-09-27,1866.0,1511.0,2694.0,591.5
2018-10-09,2033.0,1890.0,2533.0,321.5
2018-10-21,1104.0,1096.0,1644.0,274.0
2018-11-02,1069.0,1065.0,1883.0,409.0
2018-11-14,1112.0,1111.0,1582.0,235.5
2018-11-26,867.0,867.0,867.0,0.0
2018-12-08,859.0,859.0,859.0,0.0
2018-12-20,848.0,848.0,848.0,0.0
2019-01-01,848.0,848.0,848.0,0.0
2019-01-13,848.0,848.0,848.0,0.0
2019-01-25,848.0,848.0,848.0,0.0
2019-02-06,848.0,848.0,848.0,0.0
2019-02-18,848.0,848.0,848.0,0.0
2019-03-02,848.0,848.0,848.0,0.0
2019-03-14,848.0,848.0,848.0,0.0
2019-03-26,848.0,848.0,859.0,5.5
2019-04-07,848.0,848.0,848.0,0.0
2019-04-19,848.0,848.0,873.0,12.5
2019-05-01,859.0,859.0,1274.0,207.5
2019-05-13,1070.0,1052.0,1154.0,51.0
2019-05-25,1162.0,1129.0,1413.0,142.0
2019-06-06,1282.0,1226.0,1791.0,282.5
2019-06-18,1312.0,1294.0,1950.0,328.0
2019-06-30,1713.0,1499.0,2208.0,354.5
2019-07-12,1829.0,1582.0,2032.0,225.0
2019-07-24,1771.0,1517.0,2002.0,242.5
2019-08-05,1910.0,1662.0,2256.0,297.0
2019-08-17,1681.0,1422.0,2013.0,295.5
2019-08-29,1464.0,1306.0,3037.0,865.5
2019-09-10,1626.0,1356.0,3005.0,824.5
2019-09-22,1357.0,1325.0,2417.0,546.0
2019-10-04,1785.0,1413.0,2448.0,517.5
2019-10-16,1025.0,1016.0,2050.0,517.0
2019-10-28,942.0,936.0,1136.0,100.0
2019-11-09,1124.0,1108.0,1410.0,151.0
2019-11-21,998.0,973.0,1036.0,31.5
2019-12-03,867.0,867.0,867.0,0.0
2019-12-15,859.0,859.0,865.0,3.0
2019-12-27,848.0,848.0,848.0,0.0
2020-01-08,848.0,848.0,848.0,0.0
2020-01-20,848.0,848.0,848.0,0.0
2020-02-01,848.0,848.0,848.0,0.0
2020-02-13,848.0,848.0,848.0,0.0
2020-02-25,848.0,848.0,848.0,0.0
2020-03-08,848.0,848.0,848.0,0.0
2020-03-20,848.0,848.0,848.0,0.0
2020-04-01,848.0,848.0,848.0,0.0
2020-04-13,879.0,879.0,911.0,16.0
2020-04-25,911.0,873.0,1004.0,65.5
2020-05-07,965.0,942.0,1053.0,55.5
2020-05-19,1067.0,1047.0,1198.0,75.5
2020-05-31,1132.0,1116.0,1270.0,77.0
2020-06-12,1199.0,1180.0,1335.0,77.5
2020-06-24,1262.0,1241.0,1433.0,96.0
2020-07-06,1323.0,1288.0,1429.0,70.5
2020-07-18,1330.0,1299.0,1577.0,139.0
2020-07-30,1468.0,1345.0,1743.0,199.0
2020-08-11,1578.0,1362.0,2074.0,356.0
2020-08-23,1547.0,1358.0,2045.0,343.5
2020-09-04,1345.0,1305.0,2074.0,384.5
2020-09-16,1397.0,1336.0,2291.0,477.5
2020-09-28,1989.0,1768.0,2382.0,307.0
2020-10-10,1508.0,1363.0,2335.0,486.0
2020-10-22,942.0,940.0,947.0,3.5
2020-11-03,1176.0,1176.0,1965.0,394.5
2020-11-15,865.0,865.0,865.0,0.0
2020-11-27,848.0,848.0,848.0,0.0
2020-12-09,848.0,848.0,848.0,0.0
2020-12-21,865.0,865.0,865.0,0.0
2021-01-02,848.0,848.0,848.0,0.0
2021-01-14,848.0,848.0,848.0,0.0
2021-01-26,848.0,848.0,848.0,0.0
2021-02-07,848.0,848.0,848.0,0.0
2021-02-19,848.0,848.0,848.0,0.0
2021-03-03,848.0,848.0,848.0,0.0
2021-03-15,848.0,848.0,848.0,0.0
2021-03-27,848.0,848.0,848.0,0.0
2021-04-08,848.0,848.0,848.0,0.0
2021-04-20,859.0,859.0,997.0,69.0
2021-05-02,875.0,865.0,1009.0,72.0
2021-05-14,971.0,953.0,1065.0,56.0
2021-05-26,1097.0,1077.0,1203.0,63.0
2021-06-07,1132.0,1116.0,1297.0,90.5
2021-06-19,1222.0,1203.0,1345.0,71.0
2021-07-01,1294.0,1280.0,1383.0,51.5
2021-07-13,1310.0,1293.0,1785.0,246.0
2021-07-25,1375.0,1334.0,1512.0,89.0
2021-08-06,1662.0,1406.0,1889.0,241.5
2021-08-18,1442.0,1354.0,2020.0,333.0
2021-08-30,1348.0,1308.0,2028.0,360.0
2021-09-11,1351.0,1315.0,2071.0,378.0
2021-09-23,1737.0,1410.0,2564.0,577.0
2021-10-05,1995.0,1816.0,2390.0,287.0
2021-10-17,2042.0,1995.0,2107.0,56.0
2021-10-29,1101.0,1099.0,2527.0,714.0
2021-11-10,879.0,876.0,879.0,1.5
2021-11-22,876.0,876.0,876.0,0.0
2021-12-16,848.0,848.0,848.0,0.0
2021-12-28,848.0,848.0,848.0,0.0
2022-01-09,848.0,848.0,848.0,0.0
2022-01-21,848.0,848.0,848.0,0.0
2022-02-02,848.0,848.0,848.0,0.0
2022-02-14,848.0,848.0,848.0,0.0
2022-02-26,848.0,848.0,848.0,0.0
2022-03-10,848.0,848.0,848.0,0.0
2022-03-22,848.0,848.0,848.0,0.0
2022-04-03,848.0,848.0,848.0,0.0
2022-04-15,848.0,848.0,848.0,0.0
2022-04-27,848.0,848.0,925.0,38.5
2022-05-09,867.0,859.0,972.0,56.5
2022-05-21,940.0,906.0,1061.0,77.5
2022-06-02,1095.0,1074.0,1334.0,130.0
2022-06-14,1183.0,1155.0,1347.0,96.0
2022-06-26,1308.0,1289.0,1512.0,111.5
2022-07-08,1371.0,1331.0,1480.0,74.5
2022-07-20,1375.0,1344.0,1717.0,186.5
2022-08-01,1517.0,1375.0,1966.0,295.5
2022-08-13,1451.0,1365.0,1931.0,283.0
2022-08-25,1436.0,1351.0,2139.0,394.0
2022-09-06,1427.0,1326.0,2371.0,522.5
2022-09-18,1305.0,1281.0,2373.0,546.0
2022-09-30,1132.0,1066.0,2005.0,469.5
2022-10-12,1201.0,1146.0,2114.0,484.0
2022-10-24,956.0,917.0,1231.0,157.0
2022-11-05,1551.0,1374.0,2149.0,387.5
2022-11-17,2101.0,2088.0,2320.0,116.0
2022-11-29,873.0,873.0,873.0,0.0
2022-12-11,876.0,876.0,876.0,0.0
2022-12-23,859.0,859.0,859.0,0.0
2023-01-04,848.0,848.0,848.0,0.0
2023-01-16,848.0,848.0,848.0,0.0
2023-01-28,848.0,848.0,848.0,0.0
2023-02-09,848.0,848.0,848.0,0.0
2023-02-21,848.0,848.0,848.0,0.0
2023-03-05,848.0,848.0,848.0,0.0
2023-03-17,848.0,848.0,848.0,0.0
2023-03-29,848.0,848.0,848.0,0.0
2023-04-10,848.0,848.0,848.0,0.0
2023-04-22,859.0,859.0,859.0,0.0
2023-05-04,859.0,859.0,929.0,35.0
2023-05-16,931.0,906.0,1047.0,70.5
2023-05-28,1061.0,1040.0,1175.0,67.5
2023-06-09,1136.0,1122.0,1298.0,88.0
2023-06-21,1209.0,1189.0,1480.0,145.5
2023-07-03,1296.0,1281.0,1657.0,188.0
2023-07-15,1392.0,1345.0,1713.0,184.0
2023-07-27,1560.0,1379.0,1751.0,186.0
2023-08-08,1547.0,1365.0,1774.0,204.5
2023-09-01,1741.0,1421.0,2020.0,299.5
2023-09-13,2038.0,1287.0,2529.0,621.0
2023-09-25,2591.0,2207.0,3167.0,480.0
2023-10-07,1406.0,1274.0,2715.0,720.5
2023-10-19,1977.0,1785.0,2508.0,361.5
2023-10-31,2029.0,1989.0,2187.0,99.0
2023-11-12,1112.0,1111.0,3252.0,1070.5
2023-11-24,1154.0,1125.0,3169.0,1022.0
2023-12-06,1150.0,1150.0,3329.0,1089.5
2023-12-18,1122.0,1122.0,3316.0,1097.0
2023-12-30,1107.0,1106.0,3316.0,1105.0
2024-01-11,859.0,859.0,859.0,0.0
2024-02-16,848.0,848.0,848.0,0.0
2024-02-28,848.0,848.0,848.0,0.0
2024-03-11,859.0,859.0,859.0,0.0
2024-03-23,848.0,848.0,848.0,0.0
2024-04-04,848.0,848.0,848.0,0.0
2024-04-16,848.0,848.0,848.0,0.0
2024-04-28,879.0,875.0,1233.0,179.0
2024-05-10,954.0,925.0,1036.0,55.5
2024-05-22,998.0,973.0,1093.0,60.0
2024-06-03,1130.0,1104.0,1276.0,86.0
2024-06-15,1229.0,1197.0,1577.0,190.0
2024-06-27,1339.0,1316.0,1710.0,197.0
2024-07-09,1389.0,1344.0,1517.0,86.5
2024-07-21,1457.0,1365.0,1709.0,172.0
2024-08-02,1573.0,1376.0,1984.0,304.0
2024-08-14,1327.0,1287.0,1771.0,242.0
2024-08-26,1468.0,1348.0,2057.0,354.5
2024-09-07,1376.0,1334.0,2349.0,507.5
2024-09-19,1231.0,1185.0,2395.0,605.0
2024-10-01,1839.0,1574.0,2810.0,618.0
2024-10-25,1128.0,1125.0,3243.0,1059.0
2024-11-06,1132.0,1130.0,3306.0,1088.0
2024-11-18,848.0,848.0,848.0,0.0
2024-11-30,865.0,865.0,865.0,0.0
2024-12-12,848.0,848.0,848.0,0.0
2024-12-24,848.0,848.0,848.0,0.0
