,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,29480000,28190000,30780000,1295000.0
2017-06-16,31830000,30480000,33180000,1350000.0
2017-06-28,33100000,32310000,33900000,795000.0
2017-07-10,36000000,35370000,36630000,630000.0
2017-07-22,36060000,35350000,36780000,715000.0
2017-08-03,35130000,34450000,35800000,675000.0
2017-08-15,35460000,35130000,35790000,330000.0
2017-08-27,34640000,34120000,35160000,520000.0
2017-09-08,33750000,32860000,34640000,890000.0
2017-09-20,31960000,29790000,34120000,2165000.0
2017-10-02,29710000,26590000,32840000,3125000.0
2017-10-14,25930000,22130000,29710000,3790000.0
2017-10-26,20100000,16080000,24130000,4025000.0
2017-11-07,17190000,14900000,19490000,2295000.0
2017-11-19,2040000,10000,4070000,2030000.0
2017-12-01,1360000,0,2730000,1365000.0
2017-12-13,670000,10000,1350000,670000.0
2017-12-25,360000,0,730000,365000.0
2018-01-06,290000,0,590000,295000.0
2018-01-18,170000,10000,350000,170000.0
2018-01-30,310000,20000,630000,305000.0
2018-02-11,200000,10000,410000,200000.0
2018-02-23,550000,0,1110000,555000.0
2018-03-07,940000,0,1890000,945000.0
2018-03-19,970000,20000,1940000,960000.0
2018-03-31,1020000,60000,2050000,995000.0
2018-04-12,1160000,0,2330000,1165000.0
2018-04-24,1660000,160000,3170000,1505000.0
2018-05-06,7850000,6230000,9500000,1635000.0
2018-05-18,19780000,17690000,21880000,2095000.0
2018-05-30,22040000,19260000,24820000,2780000.0
2018-06-11,30950000,28720000,33190000,2235000.0
2018-06-23,32760000,30340000,35200000,2430000.0
2018-07-05,37430000,35840000,39010000,1585000.0
2018-07-17,35100000,32560000,37650000,2545000.0
2018-07-29,39150000,38690000,39610000,460000.0
2018-08-10,37960000,37320000,38600000,640000.0
2018-08-22,39250000,38930000,39570000,320000.0
2018-09-03,36250000,35780000,36720000,470000.0
2018-09-15,34880000,34070000,35680000,805000.0
2018-09-27,33040000,31230000,34830000,1800000.0
2018-10-09,30960000,27740000,34180000,3220000.0
