,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2018-10-21,25490000,20130000,30840000,5355000.0
2018-11-02,22720000,17470000,27980000,5255000.0
2018-11-14,19490000,15270000,23720000,4225000.0
2018-11-26,3710000,40000,7400000,3680000.0
2018-12-08,1540000,20000,3090000,1535000.0
2018-12-20,900000,10000,1800000,895000.0
2019-01-01,180000,0,370000,185000.0
2019-01-13,50000,0,110000,55000.0
2019-01-25,210000,10000,420000,205000.0
2019-02-06,70000,0,150000,75000.0
2019-02-18,30000,0,70000,35000.0
2019-03-02,70000,0,150000,75000.0
2019-03-14,30000,0,70000,35000.0
2019-03-26,90000,40000,160000,60000.0
2019-04-07,90000,10000,190000,90000.0
2019-04-19,1140000,90000,2200000,1055000.0
2019-05-01,16880000,15880000,17890000,1005000.0
2019-05-13,17010000,16030000,17990000,980000.0
2019-05-25,28960000,27970000,29950000,990000.0
2019-06-06,29680000,28690000,30680000,995000.0
2019-06-18,31510000,30830000,32190000,680000.0
2019-06-30,39500000,39290000,39700000,205000.0
2019-07-12,39390000,38980000,39800000,410000.0
2019-07-24,39500000,39200000,39790000,295000.0
2019-08-05,39490000,39190000,39790000,300000.0
2019-08-17,39380000,39040000,39720000,340000.0
2019-08-29,36860000,36460000,37260000,400000.0
2019-09-10,35900000,35300000,36500000,600000.0
2019-09-22,33620000,31530000,35700000,2085000.0
2019-10-04,30850000,26960000,34750000,3895000.0
2019-10-16,23880000,20110000,27650000,3770000.0
2019-10-28,22920000,19800000,26060000,3130000.0
2019-11-09,17530000,15170000,19900000,2365000.0
2019-11-21,12980000,10850000,15120000,2135000.0
2019-12-03,1080000,40000,2150000,1055000.0
2019-12-15,360000,30000,700000,335000.0
2019-12-27,180000,0,370000,185000.0
2020-01-08,100000,0,210000,105000.0
2020-01-20,80000,0,170000,85000.0
2020-02-01,30000,0,70000,35000.0
2020-02-13,0,0,10000,5000.0
2020-02-25,30000,0,70000,35000.0
2020-03-08,0,0,0,0.0
2020-03-20,10000,0,30000,15000.0
2020-04-01,0,0,0,0.0
2020-04-13,2300000,2040000,2580000,270000.0
2020-04-25,15530000,14440000,16640000,1100000.0
2020-05-07,16100000,14620000,17610000,1495000.0
2020-05-19,25410000,23570000,27240000,1835000.0
2020-05-31,27440000,26080000,28800000,1360000.0
2020-06-12,28810000,27720000,29900000,1090000.0
2020-06-24,30630000,30060000,31210000,575000.0
2020-07-06,34700000,34380000,35020000,320000.0
2020-07-18,32560000,31980000,33150000,585000.0
2020-07-30,35620000,35400000,35850000,225000.0
2020-08-11,32090000,31620000,32580000,480000.0
2020-08-23,31850000,31370000,32340000,485000.0
2020-09-04,30950000,30330000,31580000,625000.0
2020-09-16,29920000,28990000,30850000,930000.0
2020-09-28,28290000,26940000,29640000,1350000.0
2020-10-10,27010000,25510000,28510000,1500000.0
2020-10-22,25590000,23520000,27660000,2070000.0
2020-11-03,21530000,17790000,25260000,3735000.0
2020-11-15,5040000,30000,10090000,5030000.0
2020-11-27,3110000,10000,6230000,3110000.0
2020-12-09,1440000,10000,2890000,1440000.0
2020-12-21,680000,30000,1360000,665000.0
2021-01-02,140000,0,290000,145000.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,10000,5000.0
2021-02-07,0,0,10000,5000.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,10000,5000.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,11470000,9000000,13960000,2480000.0
2021-05-02,16270000,14320000,18230000,1955000.0
2021-05-14,18420000,16950000,19890000,1470000.0
2021-05-26,20930000,18960000,22910000,1975000.0
2021-06-07,24940000,23170000,26710000,1770000.0
2021-06-19,31870000,31390000,32360000,485000.0
2021-07-01,33430000,32960000,33910000,475000.0
2021-07-13,32420000,31830000,33030000,600000.0
2021-07-25,36170000,35780000,36590000,405000.0
2021-08-06,37390000,36870000,37960000,545000.0
2021-08-18,35690000,35390000,36000000,305000.0
2021-08-30,35050000,34700000,35400000,350000.0
2021-09-11,34200000,33620000,34780000,580000.0
2021-09-23,32880000,31690000,34070000,1190000.0
2021-10-05,29390000,26140000,32650000,3255000.0
2021-10-17,25530000,20550000,30510000,4980000.0
2021-10-29,28820000,27480000,30150000,1335000.0
2021-11-10,6060000,100000,12030000,5965000.0
2021-11-22,4410000,80000,8820000,4370000.0
2021-12-16,2010000,0,4030000,2015000.0
2021-12-28,1140000,0,2290000,1145000.0
2022-01-09,570000,0,1150000,575000.0
2022-01-21,250000,10000,500000,245000.0
2022-02-02,20000,0,50000,25000.0
2022-02-14,10000,0,30000,15000.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,10000,5000.0
2022-03-22,0,0,10000,5000.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,2350000,700000,4030000,1665000.0
2022-05-09,13390000,11170000,15620000,2225000.0
2022-05-21,19540000,17570000,21500000,1965000.0
2022-06-02,29850000,28810000,30890000,1040000.0
2022-06-14,31530000,30960000,32120000,580000.0
2022-06-26,33800000,32990000,34640000,825000.0
2022-07-08,39460000,39190000,39740000,275000.0
2022-07-20,38240000,37620000,38860000,620000.0
2022-08-01,36530000,36290000,36760000,235000.0
2022-08-13,35880000,35700000,36050000,175000.0
2022-08-25,35180000,34820000,35520000,350000.0
2022-09-06,34660000,34020000,35300000,640000.0
2022-09-18,33570000,32350000,34800000,1225000.0
2022-09-30,31860000,29340000,34380000,2520000.0
2022-10-12,30270000,26950000,33590000,3320000.0
2022-10-24,27400000,23060000,31730000,4335000.0
2022-11-05,25860000,21170000,30560000,4695000.0
2022-11-17,26500000,23210000,29770000,3280000.0
2022-11-29,7220000,60000,14430000,7185000.0
2022-12-11,5240000,80000,10470000,5195000.0
2022-12-23,3040000,20000,6090000,3035000.0
2023-01-04,1790000,10000,3590000,1790000.0
2023-01-16,890000,0,1790000,895000.0
2023-01-28,280000,0,570000,285000.0
2023-02-09,10000,0,30000,15000.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,10000,5000.0
2023-03-17,0,0,10000,5000.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,320000,20000,630000,305000.0
2023-05-04,2790000,1880000,3720000,920000.0
2023-05-16,16670000,15060000,18280000,1610000.0
2023-05-28,21990000,20330000,23640000,1655000.0
2023-06-09,29340000,28470000,30220000,875000.0
2023-06-21,33600000,33150000,34070000,460000.0
2023-07-03,32670000,32230000,33110000,440000.0
2023-07-15,38300000,37990000,38600000,305000.0
2023-07-27,39440000,39140000,39730000,295000.0
2023-08-08,39630000,39430000,39830000,200000.0
2023-09-01,39450000,39240000,39660000,210000.0
2023-09-13,38940000,38530000,39340000,405000.0
2023-09-25,37120000,36050000,38180000,1065000.0
2023-10-07,34750000,32360000,37140000,2390000.0
2023-10-19,31620000,27000000,36230000,4615000.0
2023-10-31,27970000,21750000,34200000,6225000.0
2023-11-12,35410000,34970000,35850000,440000.0
2023-11-24,35050000,34570000,35540000,485000.0
2023-12-06,35250000,35130000,35380000,125000.0
2023-12-18,35090000,35000000,35180000,90000.0
2023-12-30,35010000,34980000,35050000,35000.0
2024-01-11,1910000,20000,3830000,1905000.0
2024-02-16,610000,10000,1230000,610000.0
2024-02-28,360000,0,730000,365000.0
2024-03-11,270000,20000,550000,265000.0
2024-03-23,100000,0,210000,105000.0
2024-04-04,70000,0,150000,75000.0
2024-04-16,70000,0,150000,75000.0
2024-04-28,16390000,15400000,17370000,985000.0
2024-05-10,15910000,14840000,16980000,1070000.0
2024-05-22,19780000,18080000,21490000,1705000.0
2024-06-03,22780000,21060000,24500000,1720000.0
2024-06-15,30010000,29140000,30890000,875000.0
2024-06-27,34910000,34620000,35210000,295000.0
2024-07-09,36010000,35740000,36280000,270000.0
2024-07-21,35670000,35340000,35990000,325000.0
2024-08-02,35750000,35430000,36070000,320000.0
2024-08-14,39420000,39180000,39660000,240000.0
2024-08-26,37950000,37380000,38540000,580000.0
2024-09-07,36170000,35480000,36860000,690000.0
2024-09-19,34890000,33520000,36260000,1370000.0
2024-10-01,33310000,30910000,35710000,2400000.0
2024-10-25,35280000,35110000,35470000,180000.0
2024-11-06,35170000,35060000,35290000,115000.0
2024-11-18,4710000,10000,9420000,4705000.0
2024-11-30,2840000,30000,5680000,2825000.0
2024-12-12,1950000,10000,3900000,1945000.0
2024-12-24,1120000,10000,2240000,1115000.0
