,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,90000,80000,290000,105000.0
2020-04-25,290000,50000,1990000,970000.0
2020-05-07,1060000,680000,3580000,1450000.0
2020-05-19,4180000,3320000,9180000,2930000.0
2020-05-31,7000000,6290000,10520000,2115000.0
2020-06-12,9210000,8610000,12620000,2005000.0
2020-06-24,10380000,10050000,14180000,2065000.0
2020-07-06,12290000,11020000,14110000,1545000.0
2020-07-18,12470000,11440000,14950000,1755000.0
2020-07-30,14420000,12870000,16190000,1660000.0
2020-08-11,14960000,13240000,19280000,3020000.0
2020-08-23,14800000,13180000,18810000,2815000.0
2020-09-04,12880000,11680000,19270000,3795000.0
2020-09-16,13780000,12630000,22660000,5015000.0
2020-09-28,17990000,16360000,24000000,3820000.0
2020-10-10,14610000,13260000,23340000,5040000.0
2020-10-22,690000,650000,730000,40000.0
2020-11-03,8480000,8480000,17770000,4645000.0
2020-11-15,20000,20000,20000,0.0
2020-11-27,0,0,0,0.0
2020-12-09,0,0,0,0.0
2020-12-21,20000,20000,20000,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,10000,10000,1820000,905000.0
2021-05-02,60000,20000,2060000,1020000.0
2021-05-14,1200000,800000,4090000,1645000.0
2021-05-26,5480000,4690000,9290000,2300000.0
2021-06-07,6970000,6300000,11360000,2530000.0
2021-06-19,9700000,9280000,12860000,1790000.0
2021-07-01,11260000,10730000,13600000,1435000.0
2021-07-13,11830000,11220000,16540000,2660000.0
2021-07-25,13520000,12590000,14650000,1030000.0
2021-08-06,15480000,13920000,17150000,1615000.0
2021-08-18,14220000,13090000,18360000,2635000.0
2021-08-30,12960000,11800000,18510000,3355000.0
2021-09-11,13030000,12020000,19210000,3595000.0
2021-09-23,16130000,13950000,27100000,6575000.0
2021-10-05,18040000,16710000,24100000,3695000.0
2021-10-17,18720000,18040000,19800000,880000.0
2021-10-29,5650000,5560000,26510000,10475000.0
2021-11-10,80000,70000,80000,5000.0
2021-11-22,70000,70000,70000,0.0
2021-12-16,0,0,0,0.0
2021-12-28,0,0,0,0.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,0,0,450000,225000.0
2022-05-09,30000,10000,1260000,625000.0
2022-05-21,640000,240000,3930000,1845000.0
2022-06-02,5370000,4550000,12610000,4030000.0
2022-06-14,8690000,7800000,12940000,2570000.0
2022-06-26,11780000,11080000,14640000,1780000.0
2022-07-08,13420000,12520000,14500000,990000.0
2022-07-20,13530000,12840000,15960000,1560000.0
2022-08-01,14700000,13530000,17790000,2130000.0
2022-08-13,14330000,13290000,17450000,2080000.0
2022-08-25,14190000,13030000,20380000,3675000.0
2022-09-06,14070000,12380000,23840000,5730000.0
2022-09-18,11720000,10780000,23860000,6540000.0
2022-09-30,7000000,4140000,18190000,7025000.0
2022-10-12,9250000,7540000,19970000,6215000.0
2022-10-24,860000,370000,9870000,4750000.0
2022-11-05,14830000,13500000,20600000,3550000.0
2022-11-17,19690000,19520000,23090000,1785000.0
2022-11-29,50000,50000,50000,0.0
2022-12-11,70000,70000,70000,0.0
2022-12-23,10000,10000,10000,0.0
2023-01-04,0,0,0,0.0
2023-01-16,0,0,0,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,10000,10000,10000,0.0
2023-05-04,10000,10000,490000,240000.0
2023-05-16,510000,240000,3330000,1545000.0
2023-05-28,3950000,3080000,8450000,2685000.0
2023-06-09,7160000,6530000,11390000,2430000.0
2023-06-21,9450000,8890000,14490000,2800000.0
2023-07-03,11310000,10760000,15440000,2340000.0
2023-07-15,13700000,12890000,15910000,1510000.0
2023-07-27,14870000,13580000,16220000,1320000.0
2023-08-08,14800000,13330000,16440000,1555000.0
2023-09-01,16160000,14030000,18370000,2170000.0
2023-09-13,18640000,10960000,26570000,7805000.0
2023-09-25,27490000,21440000,33580000,6070000.0
2023-10-07,13920000,10580000,28590000,9005000.0
2023-10-19,17900000,16540000,26160000,4810000.0
2023-10-31,18550000,17990000,21210000,1610000.0
2023-11-12,6160000,6100000,34530000,14215000.0
2023-11-24,7780000,6690000,33610000,13460000.0
2023-12-06,7640000,7630000,35040000,13705000.0
2023-12-18,6540000,6530000,34940000,14205000.0
2023-12-30,5890000,5870000,34940000,14535000.0
2024-01-11,10000,10000,10000,0.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,10000,10000,10000,0.0
2024-03-23,0,0,0,0.0
2024-04-04,0,0,0,0.0
2024-04-16,0,0,0,0.0
2024-04-28,80000,60000,9900000,4920000.0
2024-05-10,820000,450000,2900000,1225000.0
2024-05-22,1880000,1280000,5320000,2020000.0
2024-06-03,6860000,5780000,10640000,2430000.0
2024-06-15,9780000,9130000,14930000,2900000.0
2024-06-27,12730000,12060000,15880000,1910000.0
2024-07-09,13650000,12830000,14690000,930000.0
2024-07-21,14350000,13300000,15870000,1285000.0
2024-08-02,14890000,13550000,17970000,2210000.0
2024-08-14,12400000,10960000,16380000,2710000.0
2024-08-26,14410000,12950000,19010000,3030000.0
2024-09-07,13550000,12610000,23510000,5450000.0
2024-09-19,9870000,8750000,24210000,7730000.0
2024-10-01,16850000,14920000,29270000,7175000.0
2024-10-25,6790000,6690000,34460000,13885000.0
2024-11-06,6970000,6880000,34910000,14015000.0
2024-11-18,0,0,0,0.0
2024-11-30,20000,20000,20000,0.0
2024-12-12,0,0,0,0.0
2024-12-24,0,0,0,0.0
