,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2017-06-04,9680000,9070000,14290000,2610000.0
2017-06-16,12050000,11180000,18870000,3845000.0
2017-06-28,12720000,11850000,17060000,2605000.0
2017-07-10,13670000,12340000,16790000,2225000.0
2017-07-22,14720000,13080000,16460000,1690000.0
2017-08-03,17100000,14860000,19500000,2320000.0
2017-08-15,12750000,11620000,14940000,1660000.0
2017-08-27,12820000,11360000,21110000,4875000.0
2017-09-08,15270000,12540000,27500000,7480000.0
2017-09-20,15930000,12830000,27080000,7125000.0
2017-10-02,18230000,16600000,25470000,4435000.0
2017-10-14,5690000,4880000,18560000,6840000.0
2017-10-26,4370000,4230000,15510000,5640000.0
2017-11-07,6980000,6850000,14750000,3950000.0
2017-11-19,0,0,0,0.0
2017-12-01,0,0,0,0.0
2017-12-13,0,0,0,0.0
2017-12-25,0,0,0,0.0
2018-01-06,0,0,0,0.0
2018-01-18,0,0,0,0.0
2018-01-30,10000,10000,10000,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,10000,10000,10000,0.0
2018-03-31,50000,50000,50000,0.0
2018-04-12,0,0,0,0.0
2018-04-24,10000,10000,100000,45000.0
2018-05-06,90000,70000,1120000,525000.0
2018-05-18,1550000,1010000,4800000,1895000.0
2018-05-30,4400000,3660000,8660000,2500000.0
2018-06-11,8440000,7370000,13440000,3035000.0
2018-06-23,10430000,9970000,14730000,2380000.0
2018-07-05,13350000,11890000,18410000,3260000.0
2018-07-17,13030000,12010000,19400000,3695000.0
2018-07-29,17580000,15910000,19650000,1870000.0
2018-08-10,16070000,14790000,17610000,1410000.0
2018-08-22,16340000,14990000,17870000,1440000.0
2018-09-03,14640000,12160000,20530000,4185000.0
2018-09-15,16260000,13860000,25270000,5705000.0
2018-09-27,16980000,14620000,28430000,6905000.0
2018-10-09,18570000,17160000,26640000,4740000.0
2018-10-21,5790000,5400000,15330000,4965000.0
2018-11-02,4320000,4100000,17090000,6495000.0
2018-11-14,6160000,6100000,15000000,4450000.0
2018-11-26,30000,30000,30000,0.0
2018-12-08,10000,10000,10000,0.0
2018-12-20,0,0,0,0.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,0,0,10000,5000.0
2019-04-07,0,0,0,0.0
2019-04-19,0,0,50000,25000.0
2019-05-01,10000,10000,10590000,5290000.0
2019-05-13,4340000,3530000,7740000,2105000.0
2019-05-25,8010000,6840000,14000000,3580000.0
2019-06-06,10810000,9770000,16580000,3405000.0
2019-06-18,11930000,11270000,17620000,3175000.0
2019-06-30,15910000,14570000,21450000,3440000.0
2019-07-12,16760000,15010000,18560000,1775000.0
2019-07-24,16410000,14710000,18130000,1710000.0
2019-08-05,17280000,15480000,22200000,3360000.0
2019-08-17,15630000,14040000,18290000,2125000.0
2019-08-29,14380000,11730000,31110000,9690000.0
2019-09-10,15230000,13140000,30730000,8795000.0
2019-09-22,13150000,12320000,24550000,6115000.0
2019-10-04,16540000,14000000,25040000,5520000.0
2019-10-16,2460000,2220000,18890000,8335000.0
2019-10-28,680000,570000,7130000,3280000.0
2019-11-09,6640000,5940000,13940000,4000000.0
2019-11-21,1870000,1270000,2890000,810000.0
2019-12-03,30000,30000,30000,0.0
2019-12-15,10000,10000,20000,5000.0
2019-12-27,0,0,0,0.0
2020-01-08,0,0,0,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
