Elev_m,area_m2
845,10000.0
855,10000.0
865,20000.0
875,70000.0
885,30000.0
895,70000.0
905,80000.0
915,120000.0
925,100000.0
935,150000.0
945,100000.0
955,190000.0
965,230000.0
975,250000.0
985,230000.0
995,290000.0
1005,170000.0
1015,250000.0
1025,310000.0
1035,420000.0
1045,380000.0
1055,420000.0
1065,520000.0
1075,420000.0
1085,340000.0
1095,440000.0
1105,440000.0
1115,430000.0
1125,420000.0
1135,430000.0
1145,320000.0
1155,290000.0
1165,300000.0
1175,380000.0
1185,320000.0
1195,300000.0
1205,230000.0
1215,170000.0
1225,220000.0
1235,170000.0
1245,150000.0
1255,140000.0
1265,200000.0
1275,230000.0
1285,360000.0
1295,360000.0
1305,380000.0
1315,340000.0
1325,310000.0
1335,250000.0
1345,270000.0
1355,200000.0
1365,190000.0
1375,170000.0
1385,110000.0
1395,170000.0
1405,100000.0
1415,60000.0
1425,110000.0
1435,80000.0
1445,110000.0
1455,30000.0
1465,90000.0
1475,60000.0
1485,40000.0
1495,50000.0
1505,20000.0
1515,130000.0
1525,10000.0
1535,40000.0
1545,30000.0
1555,50000.0
1565,10000.0
1575,100000.0
1585,60000.0
1595,40000.0
1605,30000.0
1615,50000.0
1625,90000.0
1635,40000.0
1645,100000.0
1655,60000.0
1665,110000.0
1675,50000.0
1685,30000.0
1695,150000.0
1705,90000.0
1715,120000.0
1725,110000.0
1735,40000.0
1745,60000.0
1755,80000.0
1765,80000.0
1775,140000.0
1785,60000.0
1795,60000.0
1805,50000.0
1815,30000.0
1825,50000.0
1835,120000.0
1845,30000.0
1855,30000.0
1865,60000.0
1875,70000.0
1885,90000.0
1895,40000.0
1905,80000.0
1915,40000.0
1925,110000.0
1935,100000.0
1945,90000.0
1955,90000.0
1965,90000.0
1975,130000.0
1985,60000.0
1995,130000.0
2005,120000.0
2015,140000.0
2025,170000.0
2035,150000.0
2045,220000.0
2055,140000.0
2065,130000.0
2075,160000.0
2085,210000.0
2095,110000.0
2105,190000.0
2115,190000.0
2125,200000.0
2135,150000.0
2145,210000.0
2155,180000.0
2165,170000.0
2175,150000.0
2185,150000.0
2195,90000.0
2205,150000.0
2215,160000.0
2225,130000.0
2235,160000.0
2245,150000.0
2255,160000.0
2265,100000.0
2275,150000.0
2285,140000.0
2295,140000.0
2305,180000.0
2315,130000.0
2325,160000.0
2335,160000.0
2345,120000.0
2355,150000.0
2365,120000.0
2375,140000.0
2385,150000.0
2395,160000.0
2405,190000.0
2415,160000.0
2425,170000.0
2435,160000.0
2445,100000.0
2455,200000.0
2465,240000.0
2475,140000.0
2485,230000.0
2495,150000.0
2505,210000.0
2515,190000.0
2525,180000.0
2535,190000.0
2545,130000.0
2555,170000.0
2565,140000.0
2575,120000.0
2585,130000.0
2595,140000.0
2605,40000.0
2615,130000.0
2625,90000.0
2635,70000.0
2645,110000.0
2655,140000.0
2665,60000.0
2675,80000.0
2685,80000.0
2695,80000.0
2705,70000.0
2715,70000.0
2725,90000.0
2735,50000.0
2745,30000.0
2755,100000.0
2765,90000.0
2775,80000.0
2785,50000.0
2795,40000.0
2805,120000.0
2815,70000.0
2825,60000.0
2835,50000.0
2845,60000.0
2855,110000.0
2865,80000.0
2875,50000.0
2885,40000.0
2895,90000.0
2905,60000.0
2915,50000.0
2925,80000.0
2935,80000.0
2945,100000.0
2955,70000.0
2965,100000.0
2975,80000.0
2985,100000.0
2995,60000.0
3005,110000.0
3015,100000.0
3025,170000.0
3035,140000.0
3045,160000.0
3055,190000.0
3065,170000.0
3075,150000.0
3085,200000.0
3095,250000.0
3105,190000.0
3115,230000.0
3125,160000.0
3135,290000.0
3145,140000.0
3155,170000.0
3165,190000.0
3175,80000.0
3185,150000.0
3195,150000.0
3205,90000.0
3215,100000.0
3225,70000.0
3235,100000.0
3245,100000.0
3255,70000.0
3265,70000.0
3275,70000.0
3285,100000.0
3295,30000.0
3305,70000.0
3315,40000.0
3325,90000.0
3335,50000.0
3345,60000.0
3355,80000.0
3365,90000.0
3375,100000.0
3385,100000.0
3395,80000.0
3405,120000.0
3415,60000.0
3425,150000.0
3435,120000.0
3445,120000.0
3455,160000.0
3465,180000.0
3475,150000.0
3485,200000.0
3495,240000.0
3505,330000.0
3515,440000.0
3525,230000.0
3535,180000.0
3545,190000.0
3555,130000.0
3565,170000.0
3575,100000.0
3585,90000.0
3595,60000.0
3605,80000.0
3615,70000.0
3625,40000.0
3635,40000.0
3645,60000.0
3655,50000.0
3665,30000.0
3675,30000.0
3685,50000.0
3695,30000.0
3705,30000.0
3715,30000.0
3725,50000.0
3735,10000.0
3745,30000.0
3755,30000.0
3765,10000.0
3775,20000.0
3785,0.0
3795,10000.0
3805,10000.0
3815,0.0
3825,20000.0
3835,0.0
3845,0.0
3855,10000.0
3865,10000.0
3875,0.0
3885,0.0
3895,20000.0
3905,0.0
3915,0.0
3925,10000.0
3935,0.0
3945,10000.0
3955,20000.0
