,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2019-03-26,879.0,872.0,897.0,12.5
2019-04-07,879.0,859.0,900.0,20.5
2019-04-19,968.0,879.0,1015.0,68.0
2019-05-01,1840.0,1710.0,1976.0,133.0
2019-05-13,1871.0,1725.0,1989.0,132.0
2019-05-25,2767.0,2644.0,2912.0,134.0
2019-06-06,2867.0,2728.0,3001.0,136.5
2019-06-18,3059.0,3014.0,3095.0,40.5
2019-06-30,3697.0,3644.0,3762.0,59.0
2019-07-12,3664.0,3591.0,3899.0,154.0
2019-07-24,3697.0,3624.0,3893.0,134.5
2019-08-05,3691.0,3622.0,3893.0,135.5
2019-08-17,3661.0,3602.0,3780.0,89.0
2019-08-29,3490.0,3466.0,3506.0,20.0
2019-09-10,3426.0,3368.0,3469.0,50.5
2019-09-22,3169.0,3060.0,3410.0,175.0
2019-10-04,3016.0,2554.0,3285.0,365.5
2019-10-16,2374.0,2123.0,2611.0,244.0
2019-10-28,2308.0,2107.0,2502.0,197.5
2019-11-09,1940.0,1621.0,2112.0,245.5
2019-11-21,1348.0,1283.0,1611.0,164.0
2019-12-03,965.0,872.0,1013.0,70.5
2019-12-15,917.0,867.0,943.0,38.0
2019-12-27,899.0,848.0,917.0,34.5
2020-01-08,880.0,848.0,902.0,27.0
2020-01-20,879.0,848.0,897.0,24.5
2020-02-01,867.0,848.0,876.0,14.0
2020-02-13,848.0,848.0,859.0,5.5
2020-02-25,867.0,848.0,876.0,14.0
2020-03-08,848.0,848.0,848.0,0.0
2020-03-20,859.0,848.0,867.0,9.5
2020-04-01,848.0,848.0,848.0,0.0
2020-04-13,1017.0,1001.0,1028.0,13.5
2020-04-25,1626.0,1413.0,1779.0,183.0
2020-05-07,1729.0,1511.0,1949.0,219.0
2020-05-19,2468.0,2354.0,2573.0,109.5
2020-05-31,2589.0,2503.0,2751.0,124.0
2020-06-12,2753.0,2616.0,2901.0,142.5
2020-06-24,2993.0,2927.0,3042.0,57.5
2020-07-06,3278.0,3235.0,3328.0,46.5
2020-07-18,3114.0,3088.0,3140.0,26.0
2020-07-30,3401.0,3376.0,3424.0,24.0
2020-08-11,3092.0,3067.0,3115.0,24.0
2020-08-23,3080.0,3053.0,3105.0,26.0
2020-09-04,3024.0,2962.0,3063.0,50.5
2020-09-16,2906.0,2771.0,3016.0,122.5
2020-09-28,2677.0,2553.0,2863.0,155.0
2020-10-10,2557.0,2472.0,2702.0,115.0
2020-10-22,1302.0,950.0,2261.0,655.5
2020-11-03,2214.0,1966.0,2461.0,247.5
2020-11-15,1086.0,867.0,1244.0,188.5
2020-11-27,1041.0,859.0,1114.0,127.5
2020-12-09,981.0,859.0,1036.0,88.5
2020-12-21,942.0,867.0,978.0,55.5
2021-01-02,894.0,848.0,911.0,31.5
2021-01-14,848.0,848.0,848.0,0.0
2021-01-26,848.0,848.0,859.0,5.5
2021-02-07,848.0,848.0,859.0,5.5
2021-02-19,848.0,848.0,848.0,0.0
2021-03-03,848.0,848.0,859.0,5.5
2021-03-15,848.0,848.0,848.0,0.0
2021-03-27,848.0,848.0,848.0,0.0
2021-04-08,848.0,848.0,848.0,0.0
2021-04-20,1298.0,1191.0,1406.0,107.5
2021-05-02,1751.0,1443.0,2004.0,280.5
2021-05-14,2023.0,1861.0,2112.0,125.5
2021-05-26,2169.0,2054.0,2308.0,127.0
2021-06-07,2440.0,2322.0,2537.0,107.5
2021-06-19,3082.0,3054.0,3106.0,26.0
2021-07-01,3157.0,3134.0,3191.0,28.5
2021-07-13,3108.0,3078.0,3137.0,29.5
2021-07-25,3448.0,3416.0,3475.0,29.5
2021-08-06,3508.0,3490.0,3523.0,16.5
2021-08-18,3409.0,3375.0,3437.0,31.0
2021-08-30,3330.0,3278.0,3376.0,49.0
2021-09-11,3216.0,3169.0,3289.0,60.0
2021-09-23,3129.0,3070.0,3204.0,67.0
2021-10-05,2829.0,2507.0,3118.0,305.5
2021-10-17,2473.0,2147.0,2981.0,417.0
2021-10-29,2754.0,2591.0,2936.0,172.5
2021-11-10,1111.0,880.0,1315.0,217.5
2021-11-22,1070.0,879.0,1187.0,154.0
2021-12-16,1005.0,848.0,1063.0,107.5
2021-12-28,968.0,848.0,1018.0,85.0
2022-01-09,936.0,848.0,969.0,60.5
2022-01-21,907.0,859.0,929.0,35.0
2022-02-02,865.0,848.0,873.0,12.5
2022-02-14,859.0,848.0,867.0,9.5
2022-02-26,848.0,848.0,848.0,0.0
2022-03-10,848.0,848.0,859.0,5.5
2022-03-22,848.0,848.0,859.0,5.5
2022-04-03,848.0,848.0,848.0,0.0
2022-04-15,848.0,848.0,848.0,0.0
2022-04-27,1019.0,943.0,1063.0,60.0
2022-05-09,1365.0,1289.0,1676.0,193.5
2022-05-21,2057.0,1835.0,2186.0,175.5
2022-06-02,2897.0,2753.0,3021.0,134.0
2022-06-14,3060.0,3025.0,3093.0,34.0
2022-06-26,3183.0,3136.0,3269.0,66.5
2022-07-08,3682.0,3622.0,3808.0,93.0
2022-07-20,3537.0,3513.0,3578.0,32.5
2022-08-01,3472.0,3455.0,3484.0,14.5
2022-08-13,3425.0,3410.0,3439.0,14.5
2022-08-25,3354.0,3290.0,3390.0,50.0
2022-09-06,3273.0,3197.0,3368.0,85.5
2022-09-18,3167.0,3105.0,3289.0,92.0
2022-09-30,3081.0,2820.0,3235.0,207.5
2022-10-12,2956.0,2554.0,3168.0,307.0
2022-10-24,2586.0,2319.0,3071.0,376.0
2022-11-05,2491.0,2185.0,2988.0,401.5
2022-11-17,2527.0,2326.0,2882.0,278.0
2022-11-29,1137.0,875.0,1469.0,297.0
2022-12-11,1091.0,879.0,1269.0,195.0
2022-12-23,1039.0,865.0,1111.0,123.0
2023-01-04,996.0,859.0,1053.0,97.0
2023-01-16,958.0,848.0,996.0,74.0
2023-01-28,908.0,848.0,936.0,44.0
2023-02-09,859.0,848.0,867.0,9.5
2023-02-21,848.0,848.0,848.0,0.0
2023-03-05,848.0,848.0,859.0,5.5
2023-03-17,848.0,848.0,859.0,5.5
2023-03-29,848.0,848.0,848.0,0.0
2023-04-10,848.0,848.0,848.0,0.0
2023-04-22,912.0,865.0,938.0,36.5
2023-05-04,1034.0,998.0,1057.0,29.5
2023-05-16,1805.0,1593.0,2013.0,210.0
2023-05-28,2246.0,2133.0,2357.0,112.0
2023-06-09,2820.0,2698.0,2946.0,124.0
2023-06-21,3168.0,3140.0,3204.0,32.0
2023-07-03,3119.0,3096.0,3139.0,21.5
2023-07-15,3541.0,3524.0,3558.0,17.0
2023-07-27,3681.0,3617.0,3799.0,91.0
2023-08-08,3734.0,3678.0,3952.0,137.0
2023-09-01,3681.0,3633.0,3749.0,58.0
2023-09-13,3587.0,3554.0,3658.0,52.0
2023-09-25,3501.0,3439.0,3533.0,47.0
2023-10-07,3285.0,3106.0,3502.0,198.0
2023-10-19,3067.0,2557.0,3453.0,448.0
2023-10-31,2644.0,2228.0,3216.0,494.0
2023-11-12,3377.0,3321.0,3424.0,51.5
2023-11-24,3330.0,3259.0,3391.0,66.0
2023-12-06,3361.0,3345.0,3375.0,15.0
2023-12-18,3336.0,3326.0,3354.0,14.0
2023-12-30,3328.0,3322.0,3330.0,4.0
2024-01-11,999.0,865.0,1059.0,97.0
2024-02-16,937.0,859.0,972.0,56.5
2024-02-28,917.0,848.0,947.0,49.5
2024-03-11,907.0,865.0,935.0,35.0
2024-03-23,880.0,848.0,902.0,27.0
2024-04-04,876.0,848.0,896.0,24.0
2024-04-16,876.0,848.0,896.0,24.0
2024-04-28,1771.0,1651.0,1923.0,136.0
2024-05-10,1713.0,1551.0,1866.0,157.5
2024-05-22,2106.0,1997.0,2209.0,106.0
2024-06-03,2300.0,2177.0,2413.0,118.0
2024-06-15,2923.0,2793.0,3021.0,114.0
2024-06-27,3306.0,3264.0,3357.0,46.5
2024-07-09,3437.0,3413.0,3455.0,21.0
2024-07-21,3408.0,3372.0,3436.0,32.0
2024-08-02,3413.0,3379.0,3441.0,31.0
2024-08-14,3675.0,3619.0,3749.0,65.0
2024-08-26,3522.0,3508.0,3554.0,23.0
2024-09-07,3448.0,3388.0,3490.0,51.0
2024-09-19,3303.0,3164.0,3454.0,145.0
2024-10-01,3150.0,3023.0,3410.0,193.5
2024-10-25,3366.0,3344.0,3388.0,22.0
2024-11-06,3352.0,3332.0,3367.0,17.5
2024-11-18,1078.0,859.0,1208.0,174.5
2024-11-30,1035.0,867.0,1102.0,117.5
2024-12-12,1001.0,859.0,1061.0,101.0
2024-12-24,967.0,859.0,1017.0,79.0
