,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2018-11-14,3069.0,3012.0,3162.0,75.0
2018-11-26,3191.0,3183.0,3197.0,7.0
2018-12-08,1621.0,1424.0,1691.0,133.5
2018-12-20,1510.0,1420.0,1557.0,68.5
2019-01-01,1424.0,1420.0,1438.0,9.0
2019-01-13,1420.0,1420.0,1424.0,2.0
2019-01-25,1420.0,1420.0,1420.0,0.0
2019-02-06,1420.0,1420.0,1420.0,0.0
2019-02-18,1420.0,1420.0,1420.0,0.0
2019-03-02,1420.0,1420.0,1420.0,0.0
2019-03-14,1420.0,1420.0,1420.0,0.0
2019-03-26,1420.0,1420.0,1420.0,0.0
2019-04-07,1420.0,1420.0,1420.0,0.0
2019-04-19,1510.0,1504.0,1510.0,3.0
2019-05-01,1583.0,1525.0,1621.0,48.0
2019-05-13,1832.0,1810.0,1847.0,18.5
2019-05-25,2703.0,2625.0,2783.0,79.0
2019-06-06,2712.0,2619.0,2809.0,95.0
2019-06-18,3137.0,3093.0,3183.0,45.0
2019-06-30,3648.0,3615.0,3678.0,31.5
2019-07-12,2876.0,2537.0,3705.0,584.0
2019-07-24,3591.0,3497.0,3705.0,104.0
2019-08-05,3497.0,3391.0,3705.0,157.0
2019-08-17,3521.0,3413.0,3705.0,146.0
2019-08-29,2503.0,2179.0,3652.0,736.5
2019-09-10,2679.0,2325.0,3630.0,652.5
2019-09-22,3012.0,2825.0,3421.0,298.0
2019-10-04,2370.0,2165.0,2810.0,322.5
2019-10-16,1910.0,1710.0,2088.0,189.0
2019-10-28,2304.0,2227.0,2413.0,93.0
2019-11-09,1626.0,1525.0,1684.0,79.5
2019-11-21,1533.0,1424.0,1587.0,81.5
2019-12-03,1440.0,1420.0,1482.0,31.0
2019-12-15,1420.0,1420.0,1420.0,0.0
2019-12-27,1420.0,1420.0,1424.0,2.0
2020-01-08,1420.0,1420.0,1424.0,2.0
2020-01-20,1431.0,1420.0,1453.0,16.5
2020-02-01,1420.0,1420.0,1420.0,0.0
2020-02-13,1420.0,1420.0,1420.0,0.0
2020-02-25,1420.0,1420.0,1420.0,0.0
2020-03-08,1420.0,1420.0,1424.0,2.0
2020-03-20,1420.0,1420.0,1420.0,0.0
2020-04-01,1420.0,1420.0,1420.0,0.0
2020-04-13,1420.0,1420.0,1420.0,0.0
2020-04-25,1858.0,1854.0,1866.0,6.0
2020-05-07,1689.0,1639.0,1732.0,46.5
2020-05-19,2487.0,2432.0,2566.0,67.0
2020-05-31,2708.0,2652.0,2757.0,52.5
2020-06-12,2823.0,2775.0,2876.0,50.5
2020-06-24,3048.0,3015.0,3081.0,33.0
2020-07-06,3050.0,2890.0,3402.0,256.0
2020-07-18,3280.0,3239.0,3322.0,41.5
2020-07-30,3475.0,3417.0,3556.0,69.5
2020-08-11,3276.0,3255.0,3300.0,22.5
2020-08-23,2775.0,2472.0,3226.0,377.0
2020-09-04,3027.0,2933.0,3182.0,124.5
2020-09-16,2616.0,2333.0,3115.0,391.0
2020-09-28,2524.0,2261.0,3065.0,402.0
2020-10-10,2449.0,2188.0,3029.0,420.5
2020-10-22,2939.0,2894.0,2982.0,44.0
2020-11-03,2852.0,2785.0,2923.0,69.0
2020-11-15,2752.0,2650.0,2843.0,96.5
2020-11-27,2614.0,2522.0,2725.0,101.5
2020-12-09,1832.0,1453.0,1953.0,250.0
2020-12-21,1689.0,1420.0,1773.0,176.5
2021-01-02,1453.0,1420.0,1492.0,36.0
2021-01-14,1420.0,1420.0,1424.0,2.0
2021-01-26,1420.0,1420.0,1424.0,2.0
2021-02-07,1420.0,1420.0,1420.0,0.0
2021-02-19,1420.0,1420.0,1420.0,0.0
2021-03-03,1420.0,1420.0,1420.0,0.0
2021-03-15,1420.0,1420.0,1420.0,0.0
2021-03-27,1420.0,1420.0,1420.0,0.0
2021-04-08,1420.0,1420.0,1420.0,0.0
2021-04-20,1750.0,1643.0,1806.0,81.5
2021-05-02,1903.0,1880.0,1926.0,23.0
2021-05-14,1888.0,1863.0,1911.0,24.0
2021-05-26,2166.0,2116.0,2227.0,55.5
2021-06-07,2413.0,2382.0,2444.0,31.0
2021-06-19,2979.0,2926.0,3034.0,54.0
2021-07-01,2923.0,2771.0,3137.0,183.0
2021-07-13,3183.0,3146.0,3216.0,35.0
2021-07-25,2965.0,2687.0,3668.0,490.5
2021-08-06,2888.0,2556.0,3685.0,564.5
2021-08-18,2960.0,2687.0,3598.0,455.5
2021-08-30,2757.0,2403.0,3522.0,559.5
2021-09-11,2833.0,2507.0,3470.0,481.5
2021-09-23,2641.0,2315.0,3391.0,538.0
2021-10-05,2293.0,1954.0,3311.0,678.5
2021-10-17,2187.0,1790.0,3103.0,656.5
2021-10-29,3026.0,2936.0,3168.0,116.0
2021-11-10,2879.0,2758.0,3010.0,126.0
2021-11-22,2714.0,2572.0,2860.0,144.0
2021-12-16,1621.0,1420.0,1689.0,134.5
2021-12-28,1510.0,1424.0,1560.0,68.0
2022-01-09,1424.0,1420.0,1438.0,9.0
2022-01-21,1420.0,1420.0,1420.0,0.0
2022-02-02,1420.0,1420.0,1420.0,0.0
2022-02-14,1420.0,1420.0,1420.0,0.0
2022-02-26,1420.0,1420.0,1420.0,0.0
2022-03-10,1420.0,1420.0,1420.0,0.0
2022-03-22,1420.0,1420.0,1420.0,0.0
2022-04-03,1420.0,1420.0,1420.0,0.0
2022-04-15,1420.0,1420.0,1420.0,0.0
2022-04-27,1555.0,1529.0,1580.0,25.5
2022-05-09,1692.0,1653.0,1727.0,37.0
2022-05-21,1859.0,1819.0,1897.0,39.0
2022-06-02,2852.0,2808.0,2902.0,47.0
2022-06-14,3016.0,2966.0,3080.0,57.0
2022-06-26,3235.0,3192.0,3272.0,40.0
2022-07-08,3556.0,3478.0,3668.0,95.0
2022-07-20,3216.0,3005.0,3648.0,321.5
2022-08-01,2796.0,2442.0,3598.0,578.0
2022-08-13,2947.0,2687.0,3541.0,427.0
2022-08-25,2857.0,2537.0,3522.0,492.5
2022-09-06,2721.0,2370.0,3478.0,554.0
2022-09-18,3005.0,2800.0,3456.0,328.0
2022-09-30,3005.0,2810.0,3436.0,313.0
2022-10-12,3272.0,3152.0,3390.0,119.0
2022-10-24,2674.0,2359.0,3307.0,474.0
2022-11-05,3262.0,3205.0,3322.0,58.5
2022-11-17,3129.0,3055.0,3256.0,100.5
2022-11-29,3015.0,2942.0,3116.0,87.0
2022-12-11,2917.0,2830.0,3008.0,89.0
2022-12-23,2782.0,2633.0,2915.0,141.0
2023-01-04,2636.0,2505.0,2797.0,146.0
2023-01-16,2899.0,2875.0,2920.0,22.5
2023-01-28,1771.0,1424.0,1864.0,220.0
2023-02-09,1466.0,1420.0,1510.0,45.0
2023-02-21,1420.0,1420.0,1420.0,0.0
2023-03-05,1420.0,1420.0,1420.0,0.0
2023-03-17,1420.0,1420.0,1420.0,0.0
2023-03-29,1420.0,1420.0,1420.0,0.0
2023-04-10,1420.0,1420.0,1420.0,0.0
2023-04-22,1511.0,1510.0,1525.0,7.5
2023-05-04,1525.0,1492.0,1542.0,25.0
2023-05-16,1773.0,1727.0,1806.0,39.5
2023-05-28,2227.0,2203.0,2249.0,23.0
2023-06-09,2688.0,2608.0,2776.0,84.0
2023-06-21,3179.0,3065.0,3324.0,129.5
2023-07-03,3311.0,3276.0,3351.0,37.5
2023-07-15,2995.0,2750.0,3685.0,467.5
2023-07-27,3644.0,3568.0,3705.0,68.5
2023-08-08,2796.0,2434.0,3705.0,635.5
2023-09-01,3005.0,2765.0,3698.0,466.5
2023-09-13,3300.0,3071.0,3644.0,286.5
2023-09-25,3469.0,3377.0,3605.0,114.0
2023-10-07,2991.0,2758.0,3556.0,399.0
2023-10-19,3469.0,3417.0,3522.0,52.5
2023-10-31,2188.0,1792.0,3113.0,660.5
2023-11-12,3294.0,3128.0,3470.0,171.0
2023-11-24,1979.0,1601.0,2273.0,336.0
2023-12-06,3272.0,3137.0,3413.0,138.0
2023-12-18,1765.0,1525.0,1851.0,163.0
2023-12-30,3352.0,3325.0,3374.0,24.5
2024-01-11,3310.0,3262.0,3352.0,45.0
2024-02-16,3258.0,3230.0,3294.0,32.0
2024-02-28,3255.0,3255.0,3256.0,0.5
2024-03-11,3685.0,3685.0,3685.0,0.0
2024-03-23,3678.0,3678.0,3678.0,0.0
2024-04-04,3678.0,3678.0,3678.0,0.0
2024-04-16,1431.0,1420.0,1453.0,16.5
2024-04-28,1602.0,1525.0,1652.0,63.5
2024-05-10,1706.0,1655.0,1746.0,45.5
2024-05-22,1946.0,1920.0,1974.0,27.0
2024-06-03,2205.0,2178.0,2236.0,29.0
2024-06-15,2904.0,2852.0,2952.0,50.0
2024-06-27,3071.0,2902.0,3502.0,300.0
2024-07-09,3540.0,3496.0,3598.0,51.0
2024-07-21,2872.0,2546.0,3541.0,497.5
2024-08-02,3048.0,2844.0,3581.0,368.5
2024-08-14,2890.0,2562.0,3698.0,568.0
2024-08-26,2940.0,2650.0,3598.0,474.0
2024-09-07,3015.0,2816.0,3497.0,340.5
2024-09-19,3071.0,2906.0,3475.0,284.5
2024-10-01,3413.0,3374.0,3459.0,42.5
2024-10-25,2080.0,1573.0,2601.0,514.0
2024-11-06,1958.0,1531.0,2241.0,355.0
2024-11-18,1819.0,1511.0,1925.0,207.0
2024-11-30,1734.0,1529.0,1812.0,141.5
2024-12-12,1672.0,1539.0,1746.0,103.5
2024-12-24,1621.0,1525.0,1672.0,73.5
