,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2019-06-18,1810000,1480000,5190000,1855000.0
2019-06-30,9450000,8320000,11290000,1485000.0
2019-07-12,10660000,9420000,11910000,1245000.0
2019-07-24,9900000,8680000,11150000,1235000.0
2019-08-05,12080000,10470000,13820000,1675000.0
2019-08-17,9920000,8410000,11640000,1615000.0
2019-08-29,13610000,12810000,14390000,790000.0
2019-09-10,12250000,10970000,17300000,3165000.0
2019-09-22,1710000,790000,14520000,6865000.0
2019-10-04,12740000,11580000,13900000,1160000.0
2019-10-16,1420000,1330000,1510000,90000.0
2019-10-28,4930000,3530000,13840000,5155000.0
2019-11-09,140000,130000,140000,5000.0
2019-11-21,0,0,0,0.0
2019-12-03,0,0,0,0.0
2019-12-15,0,0,0,0.0
2019-12-27,0,0,0,0.0
2020-01-08,0,0,0,0.0
2020-01-20,0,0,0,0.0
2020-02-01,0,0,0,0.0
2020-02-13,0,0,0,0.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,0,0.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,0,0.0
2020-04-25,0,0,1270000,635000.0
2020-05-07,360000,50000,670000,310000.0
2020-05-19,60000,0,4360000,2180000.0
2020-05-31,450000,370000,2970000,1300000.0
2020-06-12,740000,600000,3170000,1285000.0
2020-06-24,1260000,840000,3520000,1340000.0
2020-07-06,2520000,1910000,3240000,665000.0
2020-07-18,3460000,2960000,4570000,805000.0
2020-07-30,6110000,5010000,7240000,1115000.0
2020-08-11,8540000,7620000,10190000,1285000.0
2020-08-23,7850000,6880000,8840000,980000.0
2020-09-04,2060000,1360000,5110000,1875000.0
2020-09-16,9860000,8520000,12400000,1940000.0
2020-09-28,8250000,7710000,13110000,2700000.0
2020-10-10,8860000,8520000,13240000,2360000.0
2020-10-22,1830000,1830000,24140000,11155000.0
2020-11-03,870000,870000,23800000,11465000.0
2020-11-15,2150000,2150000,22750000,10300000.0
2020-11-27,1830000,1830000,21420000,9795000.0
2020-12-09,40000,40000,40000,0.0
2020-12-21,0,0,0,0.0
2021-01-02,0,0,0,0.0
2021-01-14,0,0,0,0.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,590000,390000,790000,200000.0
2021-05-02,90000,0,2010000,1005000.0
2021-05-14,60000,10000,1520000,755000.0
2021-05-26,60000,10000,4920000,2455000.0
2021-06-07,40000,10000,2140000,1065000.0
2021-06-19,940000,670000,2500000,915000.0
2021-07-01,2390000,1920000,2940000,510000.0
2021-07-13,2870000,2390000,5260000,1435000.0
2021-07-25,5630000,4730000,6540000,905000.0
2021-08-06,7730000,6530000,8920000,1195000.0
2021-08-18,3620000,3300000,3950000,325000.0
2021-08-30,8650000,7590000,9700000,1055000.0
2021-09-11,6990000,6290000,7970000,840000.0
2021-09-23,11140000,10070000,12910000,1420000.0
2021-10-05,7810000,7660000,7940000,140000.0
2021-10-17,2870000,2810000,2930000,60000.0
2021-10-29,16400000,15400000,25000000,4800000.0
2021-11-10,920000,920000,23410000,11245000.0
2021-11-22,3190000,3190000,21890000,9350000.0
2021-12-16,0,0,0,0.0
2021-12-28,0,0,0,0.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,150000,120000,180000,30000.0
2022-05-09,160000,0,550000,275000.0
2022-05-21,40000,10000,1160000,575000.0
2022-06-02,220000,150000,6370000,3110000.0
2022-06-14,880000,670000,3610000,1470000.0
2022-06-26,2320000,1780000,3220000,720000.0
2022-07-08,6300000,4990000,7610000,1310000.0
2022-07-20,1900000,1390000,2440000,525000.0
2022-08-01,8670000,8040000,9320000,640000.0
2022-08-13,4410000,3920000,4910000,495000.0
2022-08-25,8310000,7280000,10140000,1430000.0
2022-09-06,7900000,7120000,8880000,880000.0
2022-09-18,6430000,4290000,11020000,3365000.0
2022-09-30,6290000,4580000,12770000,4095000.0
2022-10-12,1510000,450000,14130000,6840000.0
2022-10-24,11720000,10750000,15720000,2485000.0
2022-11-05,13640000,12890000,24590000,5850000.0
2022-11-17,14260000,13490000,24890000,5700000.0
2022-11-29,13930000,13570000,24620000,5525000.0
2022-12-11,13850000,13700000,24130000,5215000.0
2022-12-23,13470000,13440000,22530000,4545000.0
2023-01-04,13490000,13480000,21220000,3870000.0
2023-01-16,1130000,1130000,24720000,11795000.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,130000,130000,130000,0.0
2023-05-04,40000,10000,70000,30000.0
2023-05-16,40000,0,870000,435000.0
2023-05-28,0,0,3910000,1955000.0
2023-06-09,310000,240000,3240000,1500000.0
2023-06-21,890000,680000,2370000,845000.0
2023-07-03,2260000,1760000,3870000,1055000.0
2023-07-15,4400000,3770000,5130000,680000.0
2023-07-27,8100000,7390000,8820000,715000.0
2023-08-08,8740000,7970000,9520000,775000.0
2023-09-01,5010000,4190000,5880000,845000.0
2023-09-13,1790000,1220000,5820000,2300000.0
2023-09-25,10450000,7150000,18860000,5855000.0
2023-10-07,2940000,1880000,16070000,7095000.0
2023-10-19,12610000,12210000,25830000,6810000.0
2023-10-31,2870000,2780000,2960000,90000.0
2023-11-12,4230000,4120000,26390000,11135000.0
2023-11-24,490000,480000,500000,10000.0
2023-12-06,2430000,2430000,26470000,12020000.0
2023-12-18,150000,150000,160000,5000.0
2023-12-30,3110000,3100000,27080000,11990000.0
2024-01-11,3190000,3190000,26950000,11880000.0
2024-02-16,2630000,2630000,26850000,12110000.0
2024-02-28,3190000,3190000,26920000,11865000.0
2024-03-11,1070000,1070000,27870000,13400000.0
2024-03-23,2770000,2760000,27850000,12545000.0
2024-04-04,2890000,2890000,27870000,12490000.0
2024-04-16,0,0,0,0.0
2024-04-28,70000,30000,110000,40000.0
2024-05-10,520000,230000,820000,295000.0
2024-05-22,60000,10000,2180000,1085000.0
2024-06-03,120000,90000,3210000,1560000.0
2024-06-15,650000,510000,4860000,2175000.0
2024-06-27,3260000,2440000,4270000,915000.0
2024-07-09,4850000,3770000,5930000,1080000.0
2024-07-21,8130000,7100000,9150000,1025000.0
2024-08-02,4440000,3450000,5790000,1170000.0
2024-08-14,9950000,9020000,11210000,1095000.0
2024-08-26,6400000,4990000,8720000,1865000.0
2024-09-07,5730000,4730000,14100000,4685000.0
2024-09-19,9520000,6590000,19810000,6610000.0
2024-10-01,14420000,13820000,26440000,6310000.0
2024-10-25,320000,290000,350000,30000.0
2024-11-06,150000,150000,160000,5000.0
2024-11-18,140000,140000,140000,0.0
2024-11-30,150000,150000,160000,5000.0
2024-12-12,170000,150000,190000,20000.0
2024-12-24,140000,140000,140000,0.0
