,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2020-12-21,1260000,0,2530000,1265000.0
2021-01-02,50000,0,110000,55000.0
2021-01-14,0,0,10000,5000.0
2021-01-26,0,0,10000,5000.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,2050000,810000,3300000,1245000.0
2021-05-02,6360000,5590000,7140000,775000.0
2021-05-14,5810000,5010000,6620000,805000.0
2021-05-26,14080000,12430000,15760000,1665000.0
2021-06-07,19800000,19280000,20330000,525000.0
2021-06-19,25920000,25710000,26150000,220000.0
2021-07-01,26510000,26330000,26680000,175000.0
2021-07-13,26710000,26590000,26830000,120000.0
2021-07-25,27810000,27730000,27890000,80000.0
2021-08-06,27890000,27870000,27910000,20000.0
2021-08-18,27790000,27760000,27820000,30000.0
2021-08-30,27660000,27610000,27710000,50000.0
2021-09-11,27510000,27430000,27600000,85000.0
2021-09-23,27350000,27280000,27430000,75000.0
2021-10-05,27110000,27000000,27220000,110000.0
2021-10-17,26680000,26350000,27010000,330000.0
2021-10-29,25960000,25250000,26670000,710000.0
2021-11-10,24770000,23670000,25870000,1100000.0
2021-11-22,23300000,21950000,24660000,1355000.0
2021-12-16,630000,0,1270000,635000.0
2021-12-28,150000,10000,310000,150000.0
2022-01-09,10000,0,30000,15000.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,280000,190000,380000,95000.0
2022-05-09,1320000,900000,1740000,420000.0
2022-05-21,4860000,3650000,6080000,1215000.0
2022-06-02,24640000,24310000,24980000,335000.0
2022-06-14,26240000,26000000,26490000,245000.0
2022-06-26,26880000,26760000,26990000,115000.0
2022-07-08,27740000,27600000,27880000,140000.0
2022-07-20,27830000,27810000,27850000,20000.0
2022-08-01,27690000,27590000,27780000,95000.0
2022-08-13,27670000,27610000,27730000,60000.0
2022-08-25,27660000,27620000,27710000,45000.0
2022-09-06,27600000,27540000,27660000,60000.0
2022-09-18,27530000,27490000,27580000,45000.0
2022-09-30,27370000,27250000,27490000,120000.0
2022-10-12,27010000,26670000,27350000,340000.0
2022-10-24,26430000,25730000,27130000,700000.0
2022-11-05,26960000,26800000,27120000,160000.0
2022-11-17,26540000,26150000,26940000,395000.0
2022-11-29,25910000,25330000,26500000,585000.0
2022-12-11,25110000,24370000,25850000,740000.0
2022-12-23,23850000,22590000,25100000,1255000.0
2023-01-04,22620000,21240000,24020000,1390000.0
2023-01-16,24930000,24730000,25140000,205000.0
2023-01-28,2490000,10000,4990000,2490000.0
2023-02-09,70000,0,150000,75000.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,160000,140000,180000,20000.0
2023-05-04,170000,110000,230000,60000.0
2023-05-16,2520000,1740000,3300000,780000.0
2023-05-28,15740000,15180000,16310000,565000.0
2023-06-09,23220000,22550000,23890000,670000.0
2023-06-21,27100000,26990000,27220000,115000.0
2023-07-03,27110000,27000000,27220000,110000.0
2023-07-15,27840000,27780000,27910000,65000.0
2023-07-27,27840000,27760000,27920000,80000.0
2023-08-08,27920000,27920000,27920000,0.0
2023-09-01,27910000,27900000,27920000,10000.0
2023-09-13,27840000,27840000,27850000,5000.0
2023-09-25,27560000,27320000,27800000,240000.0
2023-10-07,26610000,25470000,27750000,1140000.0
2023-10-19,27560000,27440000,27680000,120000.0
2023-10-31,27340000,27030000,27650000,310000.0
2023-11-12,27050000,26530000,27570000,520000.0
2023-11-24,27500000,27470000,27530000,30000.0
2023-12-06,26990000,26560000,27420000,430000.0
2023-12-18,27310000,27280000,27350000,35000.0
2023-12-30,27230000,27140000,27300000,80000.0
2024-01-11,27100000,26960000,27240000,140000.0
2024-02-16,26950000,26860000,27050000,95000.0
2024-02-28,26930000,26930000,26940000,5000.0
2024-03-11,27900000,27900000,27900000,0.0
2024-03-23,27890000,27890000,27890000,0.0
2024-04-04,27890000,27890000,27890000,0.0
2024-04-16,20000,0,50000,25000.0
2024-04-28,520000,180000,870000,345000.0
2024-05-10,1470000,920000,2020000,550000.0
2024-05-22,7810000,7030000,8590000,780000.0
2024-06-03,15350000,14660000,16030000,685000.0
2024-06-15,25250000,25000000,25500000,250000.0
2024-06-27,27570000,27450000,27690000,120000.0
2024-07-09,27710000,27630000,27790000,80000.0
2024-07-21,27600000,27470000,27730000,130000.0
2024-08-02,27760000,27740000,27780000,20000.0
2024-08-14,27870000,27830000,27910000,40000.0
2024-08-26,27720000,27640000,27800000,80000.0
2024-09-07,27560000,27460000,27670000,105000.0
2024-09-19,27470000,27340000,27600000,130000.0
2024-10-01,27420000,27300000,27540000,120000.0
2024-10-25,27340000,27300000,27380000,40000.0
2024-11-06,27230000,27170000,27270000,50000.0
2024-11-18,27080000,27010000,27150000,70000.0
2024-11-30,1820000,190000,3460000,1635000.0
2024-12-12,1100000,220000,2010000,895000.0
2024-12-24,630000,180000,1090000,455000.0
