,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,21820000,20970000,22680000,855000.0
2017-06-16,24650000,24010000,25290000,640000.0
2017-06-28,26980000,26440000,27520000,540000.0
2017-07-10,27050000,26380000,27720000,670000.0
2017-07-22,28100000,27460000,28740000,640000.0
2017-08-03,28070000,27450000,28690000,620000.0
2017-08-15,27370000,26650000,28090000,720000.0
2017-08-27,25550000,24550000,26550000,1000000.0
2017-09-08,24200000,23300000,25090000,895000.0
2017-09-20,22740000,21770000,23720000,975000.0
2017-10-02,21630000,20950000,22330000,690000.0
2017-10-14,1740000,150000,3360000,1605000.0
2017-10-26,540000,40000,1080000,520000.0
2017-11-07,210000,0,430000,215000.0
2017-11-19,170000,20000,350000,165000.0
2017-12-01,30000,30000,70000,20000.0
2017-12-13,60000,20000,130000,55000.0
2017-12-25,50000,10000,110000,50000.0
2018-01-06,50000,10000,110000,50000.0
2018-01-18,20000,20000,50000,15000.0
2018-01-30,20000,20000,50000,15000.0
2018-02-11,0,0,0,0.0
2018-02-23,50000,10000,110000,50000.0
2018-03-07,40000,0,90000,45000.0
2018-03-19,10000,10000,30000,10000.0
2018-03-31,0,0,10000,5000.0
2018-04-12,20000,20000,50000,15000.0
2018-04-24,10000,10000,30000,10000.0
2018-05-06,100000,0,210000,105000.0
2018-05-18,5790000,70000,11520000,5725000.0
2018-05-30,16770000,15970000,17580000,805000.0
2018-06-11,22720000,21850000,23610000,880000.0
2018-06-23,24290000,23680000,24900000,610000.0
2018-07-05,26090000,25390000,26790000,700000.0
2018-07-17,24890000,24100000,25690000,795000.0
2018-07-29,27690000,26980000,28400000,710000.0
2018-08-10,27700000,27070000,28340000,635000.0
2018-08-22,26660000,26050000,27280000,615000.0
2018-09-03,25450000,24780000,26120000,670000.0
2018-09-15,24000000,23010000,24990000,990000.0
2018-09-27,22660000,21590000,23730000,1070000.0
2018-10-09,1180000,30000,2360000,1165000.0
2018-10-21,360000,0,730000,365000.0
2018-11-02,70000,0,150000,75000.0
2018-11-14,10000,10000,30000,10000.0
2018-11-26,40000,0,90000,45000.0
2018-12-08,10000,10000,30000,10000.0
2018-12-20,0,0,10000,5000.0
2019-01-01,0,0,10000,5000.0
2019-01-13,0,0,10000,5000.0
2019-01-25,0,0,10000,5000.0
2019-02-06,0,0,0,0.0
2019-02-18,10000,10000,30000,10000.0
2019-03-02,0,0,10000,5000.0
2019-03-14,40000,0,90000,45000.0
2019-03-26,10000,10000,30000,10000.0
2019-04-07,30000,30000,70000,20000.0
2019-04-19,40000,0,90000,45000.0
2019-05-01,190000,0,390000,195000.0
2019-05-13,1570000,0,3150000,1575000.0
2019-05-25,21850000,21030000,22670000,820000.0
2019-06-06,22490000,21660000,23320000,830000.0
2019-06-18,25590000,24710000,26480000,885000.0
2019-06-30,29030000,28330000,29740000,705000.0
2019-07-12,28520000,27770000,29290000,760000.0
2019-07-24,28270000,27460000,29080000,810000.0
2019-08-05,27900000,27270000,28530000,630000.0
2019-08-17,27630000,26970000,28290000,660000.0
2019-08-29,25960000,25090000,26840000,875000.0
2019-09-10,24400000,23170000,25630000,1230000.0
