,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2019-09-22,22460000,21010000,23920000,1455000.0
2019-10-04,7210000,40000,14400000,7180000.0
2019-10-16,1910000,40000,3800000,1880000.0
2019-10-28,22790000,21980000,23620000,820000.0
2019-11-09,1040000,10000,2080000,1035000.0
2019-11-21,710000,10000,1420000,705000.0
2019-12-03,550000,50000,1100000,525000.0
2019-12-15,190000,0,390000,195000.0
2019-12-27,180000,30000,370000,170000.0
2020-01-08,110000,0,230000,115000.0
2020-01-20,40000,0,90000,45000.0
2020-02-01,0,0,10000,5000.0
2020-02-13,20000,20000,50000,15000.0
2020-02-25,10000,10000,30000,10000.0
2020-03-08,0,0,10000,5000.0
2020-03-20,0,0,10000,5000.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,0,0.0
2020-04-25,6540000,5780000,7310000,765000.0
2020-05-07,2900000,140000,5660000,2760000.0
2020-05-19,19590000,18120000,21060000,1470000.0
2020-05-31,20970000,20400000,21550000,575000.0
2020-06-12,22970000,22190000,23740000,775000.0
2020-06-24,24400000,23720000,25080000,680000.0
2020-07-06,25120000,24470000,25770000,650000.0
2020-07-18,25590000,24920000,26270000,675000.0
2020-07-30,26590000,26160000,27010000,425000.0
2020-08-11,25400000,24810000,25990000,590000.0
2020-08-23,24800000,24090000,25510000,710000.0
2020-09-04,23750000,23030000,24490000,730000.0
2020-09-16,22880000,21990000,23780000,895000.0
2020-09-28,22430000,21750000,23110000,680000.0
2020-10-10,21420000,20980000,21870000,445000.0
2020-10-22,20890000,20780000,21020000,120000.0
2020-11-03,230000,0,470000,235000.0
2020-11-15,120000,10000,250000,120000.0
2020-11-27,40000,0,90000,45000.0
2020-12-09,30000,30000,70000,20000.0
2020-12-21,30000,30000,70000,20000.0
2021-01-02,20000,20000,50000,15000.0
2021-01-14,0,0,0,0.0
2021-01-26,10000,10000,30000,10000.0
2021-02-07,0,0,10000,5000.0
2021-02-19,0,0,10000,5000.0
2021-03-03,0,0,0,0.0
2021-03-15,10000,10000,30000,10000.0
2021-03-27,0,0,0,0.0
2021-04-08,10000,10000,30000,10000.0
2021-04-20,130000,20000,260000,120000.0
2021-05-02,330000,20000,660000,320000.0
2021-05-14,2740000,40000,5460000,2710000.0
2021-05-26,15310000,13820000,16810000,1495000.0
2021-06-07,20140000,19070000,21210000,1070000.0
2021-06-19,24180000,23440000,24930000,745000.0
2021-07-01,26590000,26140000,27040000,450000.0
2021-07-13,26280000,25650000,26920000,635000.0
2021-07-25,27400000,26920000,27890000,485000.0
2021-08-06,27560000,26980000,28140000,580000.0
2021-08-18,26700000,26190000,27220000,515000.0
2021-08-30,26150000,25560000,26740000,590000.0
2021-09-11,25290000,24640000,25940000,650000.0
2021-09-23,23430000,22280000,24580000,1150000.0
2021-10-05,22170000,21270000,23070000,900000.0
2021-10-17,1630000,20000,3260000,1620000.0
2021-10-29,710000,20000,1410000,695000.0
2021-11-10,190000,0,390000,195000.0
2021-11-22,40000,0,90000,45000.0
2021-12-16,0,0,0,0.0
2021-12-28,110000,0,230000,115000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,0,0,10000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,10000,5000.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,40000,0,90000,45000.0
2022-05-09,440000,50000,870000,410000.0
2022-05-21,21410000,20920000,21910000,495000.0
2022-06-02,24230000,23190000,25270000,1040000.0
2022-06-14,24780000,23830000,25740000,955000.0
2022-06-26,26820000,26390000,27250000,430000.0
2022-07-08,28020000,27540000,28510000,485000.0
2022-07-20,27300000,26670000,27920000,625000.0
2022-08-01,26940000,26450000,27440000,495000.0
2022-08-13,26830000,26360000,27310000,475000.0
2022-08-25,26000000,25490000,26520000,515000.0
2022-09-06,24860000,24020000,25700000,840000.0
2022-09-18,23840000,22870000,24810000,970000.0
2022-09-30,23140000,22220000,24060000,920000.0
2022-10-12,21960000,21220000,22710000,745000.0
2022-10-24,2280000,220000,4350000,2065000.0
2022-11-05,570000,30000,1130000,550000.0
2022-11-17,350000,40000,680000,320000.0
2022-11-29,130000,20000,270000,125000.0
2022-12-11,70000,0,150000,75000.0
2022-12-23,50000,10000,110000,50000.0
2023-01-04,30000,30000,70000,20000.0
2023-01-16,20000,20000,50000,15000.0
2023-01-28,0,0,10000,5000.0
2023-02-09,0,0,10000,5000.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,10000,5000.0
2023-03-29,0,0,0,0.0
2023-04-10,30000,30000,70000,20000.0
2023-04-22,80000,0,170000,85000.0
2023-05-04,150000,10000,290000,140000.0
2023-05-16,1970000,80000,3870000,1895000.0
2023-05-28,19130000,17850000,20420000,1285000.0
2023-06-09,23080000,22230000,23930000,850000.0
2023-06-21,25310000,24740000,25880000,570000.0
2023-07-03,27240000,26740000,27740000,500000.0
2023-07-15,27800000,27260000,28350000,545000.0
2023-07-27,28190000,27620000,28770000,575000.0
2023-08-08,28160000,27550000,28780000,615000.0
2023-09-01,27640000,27020000,28260000,620000.0
2023-09-13,26180000,25390000,26970000,790000.0
2023-09-25,24960000,23930000,25990000,1030000.0
2023-10-07,10090000,5840000,14390000,4275000.0
2023-10-19,2200000,230000,4180000,1975000.0
2023-10-31,32930000,32930000,32940000,5000.0
2023-11-12,590000,50000,1150000,550000.0
2023-11-24,390000,30000,760000,365000.0
2023-12-06,110000,0,230000,115000.0
2023-12-18,32930000,32930000,32940000,5000.0
2023-12-30,100000,0,210000,105000.0
2024-01-11,110000,0,230000,115000.0
2024-02-16,60000,20000,130000,55000.0
2024-02-28,10000,10000,30000,10000.0
2024-03-11,40000,0,90000,45000.0
2024-03-23,30000,30000,70000,20000.0
2024-04-04,0,0,10000,5000.0
2024-04-16,32940000,32930000,32950000,10000.0
2024-04-28,500000,40000,980000,470000.0
2024-05-10,1140000,60000,2250000,1095000.0
2024-05-22,16240000,14720000,17760000,1520000.0
2024-06-03,20170000,19220000,21120000,950000.0
2024-06-15,23740000,22970000,24510000,770000.0
2024-06-27,27170000,26600000,27740000,570000.0
2024-07-09,27780000,27180000,28380000,600000.0
2024-07-21,27310000,26590000,28040000,725000.0
2024-08-02,27270000,26570000,27980000,705000.0
2024-08-14,27960000,27430000,28510000,540000.0
2024-08-26,27240000,26660000,27820000,580000.0
2024-09-07,25930000,25160000,26700000,770000.0
2024-09-19,24040000,22240000,25840000,1800000.0
2024-10-01,24130000,22970000,25290000,1160000.0
2024-10-25,32930000,32930000,32940000,5000.0
2024-11-06,32950000,32950000,32960000,5000.0
2024-11-18,32930000,32930000,32940000,5000.0
2024-11-30,220000,10000,450000,220000.0
2024-12-12,230000,0,470000,235000.0
2024-12-24,32930000,32930000,32940000,5000.0
