,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,70000,70000,70000,0.0
2021-05-02,9010000,8320000,11530000,1605000.0
2021-05-14,9600000,9120000,11240000,1060000.0
2021-05-26,10700000,10360000,12220000,930000.0
2021-06-07,11060000,10750000,12810000,1030000.0
2021-06-19,14710000,14520000,15070000,275000.0
2021-07-01,15740000,15540000,16170000,315000.0
2021-07-13,15730000,15600000,16520000,460000.0
2021-07-25,16580000,16130000,17350000,610000.0
2021-08-06,16890000,16380000,17670000,645000.0
2021-08-18,15550000,15490000,16620000,565000.0
2021-08-30,16630000,16200000,18080000,940000.0
2021-09-11,16210000,15980000,17400000,710000.0
2021-09-23,16980000,16700000,19020000,1160000.0
2021-10-05,17780000,17740000,17940000,100000.0
2021-10-17,17330000,17320000,17390000,35000.0
2021-10-29,0,0,0,0.0
2021-11-10,10000,10000,10000,0.0
2021-11-22,10000,10000,10000,0.0
2021-12-16,0,0,0,0.0
2021-12-28,0,0,0,0.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,0,0.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,0,0,0,0.0
2022-05-09,420000,420000,420000,0.0
2022-05-21,8150000,7580000,10900000,1660000.0
2022-06-02,10820000,10350000,13040000,1345000.0
2022-06-14,14350000,14090000,15070000,490000.0
2022-06-26,15180000,15130000,16210000,540000.0
2022-07-08,16490000,16020000,17280000,630000.0
2022-07-20,15740000,15520000,16500000,490000.0
2022-08-01,16890000,16340000,17590000,625000.0
2022-08-13,16610000,16250000,17130000,440000.0
2022-08-25,17050000,16590000,17860000,635000.0
2022-09-06,16370000,15930000,18250000,1160000.0
2022-09-18,16510000,16070000,18630000,1280000.0
2022-09-30,14080000,11710000,16710000,2500000.0
2022-10-12,16450000,15670000,17780000,1055000.0
2022-10-24,17270000,17010000,17520000,255000.0
2022-11-05,18160000,18090000,19860000,885000.0
2022-11-17,18200000,18170000,19780000,805000.0
2022-11-29,10000,10000,10000,0.0
2022-12-11,0,0,0,0.0
2022-12-23,0,0,0,0.0
2023-01-04,0,0,0,0.0
2023-01-16,0,0,0,0.0
2023-01-28,0,0,0,0.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,0,0,0,0.0
2023-05-16,7450000,6890000,8620000,865000.0
2023-05-28,9930000,9580000,11460000,940000.0
2023-06-09,11760000,11130000,13520000,1195000.0
2023-06-21,14740000,14560000,15810000,625000.0
2023-07-03,15570000,15420000,15830000,205000.0
2023-07-15,16570000,16040000,17360000,660000.0
2023-07-27,16340000,16010000,16990000,490000.0
2023-08-08,16690000,16190000,17500000,655000.0
2023-09-01,16630000,16290000,17900000,805000.0
2023-09-13,15710000,15430000,18030000,1300000.0
2023-09-25,18330000,17940000,18710000,385000.0
2023-10-07,11050000,10660000,13000000,1170000.0
2023-10-19,9050000,9050000,18880000,4915000.0
2023-10-31,8940000,8280000,9620000,670000.0
2023-11-12,12060000,12050000,19820000,3885000.0
2023-11-24,30000,30000,30000,0.0
2023-12-06,0,0,0,0.0
2023-12-18,0,0,0,0.0
2023-12-30,18360000,18360000,21540000,1590000.0
2024-01-11,0,0,0,0.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,0,0,0,0.0
2024-03-23,0,0,0,0.0
2024-04-04,0,0,0,0.0
2024-04-16,0,0,0,0.0
2024-04-28,0,0,0,0.0
2024-05-10,9930000,9410000,10900000,745000.0
2024-05-22,10310000,10050000,11570000,760000.0
2024-06-03,12270000,11670000,14250000,1290000.0
2024-06-15,14320000,13960000,15890000,965000.0
2024-06-27,15660000,15490000,16070000,290000.0
2024-07-09,15890000,15660000,16190000,265000.0
2024-07-21,15920000,15710000,16250000,270000.0
2024-08-02,15430000,15290000,15860000,285000.0
2024-08-14,16240000,15660000,17520000,930000.0
2024-08-26,15860000,15720000,17020000,650000.0
2024-09-07,15680000,15600000,17890000,1145000.0
2024-09-19,16100000,15360000,18200000,1420000.0
2024-10-01,17110000,16990000,18430000,720000.0
2024-10-25,17170000,17000000,21120000,2060000.0
2024-11-06,0,0,0,0.0
2024-11-18,0,0,0,0.0
2024-11-30,0,0,0,0.0
2024-12-12,0,0,0,0.0
2024-12-24,0,0,0,0.0
