,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2864.0,2776.0,2987.0,105.5
2017-06-16,2874.0,2767.0,3170.0,201.5
2017-06-28,2982.0,2859.0,3218.0,179.5
2017-07-10,3015.0,2835.0,3357.0,261.0
2017-07-22,3184.0,2918.0,3434.0,258.0
2017-08-03,3015.0,2800.0,3451.0,325.5
2017-08-15,2924.0,2773.0,3286.0,256.5
2017-08-27,2797.0,2709.0,2987.0,139.0
2017-09-08,2741.0,2629.0,2915.0,143.0
2017-09-20,2531.0,2309.0,2753.0,222.0
2017-10-02,2446.0,2203.0,2636.0,216.5
2017-10-14,2172.0,2050.0,2352.0,151.0
2017-10-26,1040.0,981.0,1058.0,38.5
2017-11-07,1018.0,981.0,1033.0,26.0
2017-11-19,1012.0,985.0,1028.0,21.5
2017-12-01,1005.0,981.0,1018.0,18.5
2017-12-13,2032.0,2030.0,2034.0,2.0
2017-12-25,981.0,981.0,981.0,0.0
2018-01-06,981.0,981.0,981.0,0.0
2018-01-18,981.0,981.0,985.0,2.0
2018-01-30,981.0,981.0,981.0,0.0
2018-02-11,981.0,981.0,981.0,0.0
2018-02-23,981.0,981.0,981.0,0.0
2018-03-07,981.0,981.0,981.0,0.0
2018-03-19,981.0,981.0,985.0,2.0
2018-03-31,981.0,981.0,985.0,2.0
2018-04-12,981.0,981.0,981.0,0.0
2018-04-24,993.0,981.0,999.0,9.0
2018-05-06,1004.0,981.0,1017.0,18.0
2018-05-18,1867.0,1821.0,1908.0,43.5
2018-05-30,2131.0,2021.0,2259.0,119.0
2018-06-11,2925.0,2867.0,3023.0,78.0
2018-06-23,2914.0,2833.0,2990.0,78.5
2018-07-05,3224.0,2987.0,3417.0,215.0
2018-07-17,2924.0,2844.0,3036.0,96.0
2018-07-29,3059.0,2867.0,3357.0,245.0
2018-08-10,3101.0,2925.0,3303.0,189.0
2018-08-22,3171.0,2997.0,3278.0,140.5
2018-09-03,2868.0,2777.0,3003.0,113.0
2018-09-15,2864.0,2753.0,3101.0,174.0
2018-09-27,2585.0,2399.0,2791.0,196.0
2018-10-09,2525.0,2304.0,2739.0,217.5
2018-10-21,2255.0,2068.0,2455.0,193.5
2018-11-02,1048.0,1001.0,1078.0,38.5
2018-11-14,1028.0,985.0,1043.0,29.0
2018-11-26,1011.0,985.0,1023.0,19.0
2018-12-08,995.0,981.0,1001.0,10.0
2018-12-20,990.0,981.0,995.0,7.0
2019-01-01,981.0,981.0,981.0,0.0
2019-01-13,981.0,981.0,981.0,0.0
2019-01-25,981.0,981.0,981.0,0.0
2019-02-06,981.0,981.0,985.0,2.0
2019-02-18,981.0,981.0,981.0,0.0
2019-03-02,981.0,981.0,985.0,2.0
2019-03-14,981.0,981.0,981.0,0.0
2019-03-26,981.0,981.0,981.0,0.0
2019-04-07,995.0,981.0,1001.0,10.0
2019-04-19,1004.0,981.0,1017.0,18.0
2019-05-01,1047.0,990.0,1078.0,44.0
2019-05-13,1790.0,1712.0,1868.0,78.0
2019-05-25,2767.0,2673.0,2924.0,125.5
2019-06-06,2756.0,2687.0,2849.0,81.0
