,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2021-08-06,21700000,21480000,21910000,215000.0
2021-08-18,21540000,21350000,21740000,195000.0
2021-08-30,21240000,21040000,21450000,205000.0
2021-09-11,21200000,20940000,21460000,260000.0
2021-09-23,20340000,19590000,21090000,750000.0
2021-10-05,19170000,17990000,20350000,1180000.0
2021-10-17,18320000,17420000,19230000,905000.0
2021-10-29,1000000,0,2010000,1005000.0
2021-11-10,640000,20000,1280000,630000.0
2021-11-22,360000,20000,710000,345000.0
2021-12-16,120000,0,250000,125000.0
2021-12-28,60000,0,130000,65000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,20000,0,50000,25000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,10000,0,30000,15000.0
2022-03-10,0,0,10000,5000.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,10000,5000.0
2022-04-27,460000,10000,930000,460000.0
2022-05-09,5790000,440000,11140000,5350000.0
2022-05-21,19250000,18330000,20180000,925000.0
2022-06-02,21240000,20920000,21560000,320000.0
2022-06-14,21510000,21330000,21690000,180000.0
2022-06-26,21690000,21500000,21880000,190000.0
2022-07-08,21750000,21580000,21920000,170000.0
2022-07-20,21790000,21690000,21890000,100000.0
2022-08-01,21650000,21440000,21860000,210000.0
2022-08-13,21600000,21430000,21770000,170000.0
2022-08-25,21070000,20720000,21420000,350000.0
2022-09-06,21080000,20810000,21350000,270000.0
2022-09-18,20080000,19270000,20890000,810000.0
2022-09-30,19010000,17660000,20370000,1355000.0
2022-10-12,19090000,17950000,20230000,1140000.0
2022-10-24,18540000,17540000,19540000,1000000.0
2022-11-05,20120000,19870000,20370000,250000.0
2022-11-17,20060000,19810000,20320000,255000.0
2022-11-29,550000,20000,1110000,545000.0
2022-12-11,360000,0,730000,365000.0
2022-12-23,250000,10000,510000,250000.0
2023-01-04,130000,0,270000,135000.0
2023-01-16,40000,0,90000,45000.0
2023-01-28,20000,0,50000,25000.0
2023-02-09,0,0,10000,5000.0
2023-02-21,0,0,10000,5000.0
2023-03-05,0,0,10000,5000.0
2023-03-17,0,0,10000,5000.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,10000,5000.0
2023-04-22,50000,10000,110000,50000.0
2023-05-04,10000,0,30000,15000.0
2023-05-16,15250000,14770000,15730000,480000.0
2023-05-28,18400000,17860000,18950000,545000.0
2023-06-09,20790000,20470000,21110000,320000.0
2023-06-21,21020000,20690000,21350000,330000.0
2023-07-03,21230000,21080000,21390000,155000.0
2023-07-15,21470000,21020000,21920000,450000.0
2023-07-27,21740000,21560000,21920000,180000.0
2023-08-08,21590000,21260000,21920000,330000.0
2023-09-01,21560000,21340000,21780000,220000.0
2023-09-13,21050000,20650000,21450000,400000.0
2023-09-25,19900000,18760000,21040000,1140000.0
2023-10-07,18220000,17020000,19430000,1205000.0
2023-10-19,19400000,18910000,19900000,495000.0
2023-10-31,11550000,10760000,12360000,800000.0
2023-11-12,20050000,19880000,20230000,175000.0
2023-11-24,320000,40000,650000,305000.0
2023-12-06,150000,0,310000,155000.0
2023-12-18,50000,10000,110000,50000.0
2023-12-30,21550000,21550000,21550000,0.0
2024-01-11,30000,0,70000,35000.0
2024-02-16,10000,0,30000,15000.0
2024-02-28,30000,0,70000,35000.0
2024-03-11,10000,0,30000,15000.0
2024-03-23,40000,0,90000,45000.0
2024-04-04,10000,0,30000,15000.0
2024-04-16,20000,0,50000,25000.0
2024-04-28,890000,10000,1790000,890000.0
2024-05-10,14270000,13610000,14940000,665000.0
2024-05-22,17780000,16710000,18850000,1070000.0
2024-06-03,19530000,18750000,20310000,780000.0
2024-06-15,21230000,21060000,21410000,175000.0
2024-06-27,21550000,21310000,21790000,240000.0
2024-07-09,21540000,21250000,21830000,290000.0
2024-07-21,21410000,21090000,21730000,320000.0
2024-08-02,21620000,21500000,21740000,120000.0
2024-08-14,21420000,21130000,21720000,295000.0
2024-08-26,21490000,21260000,21720000,230000.0
2024-09-07,21170000,20840000,21500000,330000.0
2024-09-19,20030000,18980000,21080000,1050000.0
2024-10-01,19480000,18490000,20480000,995000.0
2024-10-25,21220000,21160000,21280000,60000.0
2024-11-06,420000,10000,850000,420000.0
2024-11-18,240000,0,490000,245000.0
2024-11-30,230000,0,470000,235000.0
2024-12-12,140000,0,290000,145000.0
2024-12-24,90000,10000,190000,90000.0
