,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2018-11-26,981.0,981.0,981.0,0.0
2018-12-08,981.0,981.0,981.0,0.0
2018-12-20,981.0,981.0,981.0,0.0
2019-01-01,981.0,981.0,981.0,0.0
2019-01-13,981.0,981.0,981.0,0.0
2019-01-25,981.0,981.0,981.0,0.0
2019-02-06,981.0,981.0,981.0,0.0
2019-02-18,981.0,981.0,981.0,0.0
2019-03-02,981.0,981.0,981.0,0.0
2019-03-14,981.0,981.0,981.0,0.0
2019-03-26,981.0,981.0,981.0,0.0
2019-04-07,981.0,981.0,981.0,0.0
2019-04-19,981.0,981.0,981.0,0.0
2019-05-01,985.0,985.0,985.0,0.0
2019-05-13,1378.0,1360.0,1412.0,26.0
2019-05-25,1518.0,1496.0,1672.0,88.0
2019-06-06,1650.0,1637.0,1942.0,152.5
2019-06-18,1706.0,1688.0,1831.0,71.5
2019-06-30,1885.0,1811.0,1969.0,79.0
2019-07-12,2009.0,1916.0,2201.0,142.5
2019-07-24,1993.0,1914.0,2150.0,118.0
2019-08-05,2071.0,1971.0,2299.0,164.0
2019-08-17,1933.0,1868.0,2066.0,99.0
2019-08-29,1941.0,1893.0,2530.0,318.5
2019-09-10,1946.0,1885.0,2340.0,227.5
2019-09-22,1705.0,1688.0,2089.0,200.5
2019-10-04,1827.0,1740.0,2150.0,205.0
2019-10-16,1959.0,1939.0,2129.0,95.0
2019-10-28,1402.0,1377.0,1755.0,189.0
2019-11-09,999.0,999.0,999.0,0.0
2019-11-21,981.0,981.0,981.0,0.0
2019-12-03,981.0,981.0,981.0,0.0
2019-12-15,981.0,981.0,981.0,0.0
2019-12-27,981.0,981.0,981.0,0.0
2020-01-08,981.0,981.0,981.0,0.0
2020-01-20,981.0,981.0,981.0,0.0
2020-02-01,981.0,981.0,981.0,0.0
2020-02-13,981.0,981.0,981.0,0.0
2020-02-25,981.0,981.0,981.0,0.0
2020-03-08,981.0,981.0,981.0,0.0
2020-03-20,981.0,981.0,981.0,0.0
2020-04-01,981.0,981.0,981.0,0.0
2020-04-13,981.0,981.0,981.0,0.0
2020-04-25,1226.0,1210.0,1262.0,26.0
2020-05-07,1355.0,1319.0,1828.0,254.5
2020-05-19,1370.0,1353.0,1497.0,72.0
2020-05-31,1467.0,1444.0,1540.0,48.0
2020-06-12,1540.0,1527.0,1724.0,98.5
2020-06-24,1570.0,1562.0,1668.0,53.0
2020-07-06,1767.0,1722.0,1857.0,67.5
2020-07-18,1774.0,1740.0,1870.0,65.0
2020-07-30,1856.0,1801.0,1916.0,57.5
2020-08-11,1904.0,1857.0,1997.0,70.0
2020-08-23,1902.0,1861.0,2013.0,76.0
2020-09-04,1768.0,1733.0,2142.0,204.5
2020-09-16,2051.0,1969.0,2543.0,287.0
2020-09-28,1983.0,1952.0,2255.0,151.5
2020-10-10,2021.0,1976.0,2145.0,84.5
2020-10-22,1998.0,1976.0,2068.0,46.0
2020-11-03,2261.0,2259.0,2320.0,30.5
2020-11-15,981.0,981.0,981.0,0.0
2020-11-27,981.0,981.0,981.0,0.0
2020-12-09,981.0,981.0,981.0,0.0
2020-12-21,981.0,981.0,981.0,0.0
2021-01-02,981.0,981.0,981.0,0.0
2021-01-14,981.0,981.0,981.0,0.0
2021-01-26,981.0,981.0,981.0,0.0
2021-02-07,981.0,981.0,981.0,0.0
2021-02-19,981.0,981.0,981.0,0.0
2021-03-03,981.0,981.0,981.0,0.0
2021-03-15,981.0,981.0,981.0,0.0
2021-03-27,981.0,981.0,981.0,0.0
2021-04-08,981.0,981.0,981.0,0.0
2021-04-20,999.0,999.0,999.0,0.0
2021-05-02,1305.0,1289.0,1408.0,59.5
2021-05-14,1324.0,1309.0,1399.0,45.0
2021-05-26,1371.0,1355.0,1447.0,46.0
2021-06-07,1390.0,1372.0,1488.0,58.0
2021-06-19,1621.0,1603.0,1659.0,28.0
2021-07-01,1740.0,1707.0,1828.0,60.5
2021-07-13,1738.0,1715.0,1892.0,88.5
2021-07-25,1894.0,1821.0,2019.0,99.0
2021-08-06,1937.0,1865.0,2085.0,110.0
2021-08-18,1708.0,1705.0,1899.0,97.0
2021-08-30,1902.0,1833.0,2171.0,169.0
2021-09-11,1835.0,1788.0,2032.0,122.0
2021-09-23,1947.0,1911.0,2429.0,259.0
2021-10-05,2116.0,2100.0,2146.0,23.0
2021-10-17,2013.0,2013.0,2030.0,8.5
2021-10-29,981.0,981.0,981.0,0.0
2021-11-10,985.0,985.0,985.0,0.0
2021-11-22,985.0,985.0,985.0,0.0
2021-12-16,981.0,981.0,981.0,0.0
2021-12-28,981.0,981.0,981.0,0.0
2022-01-09,981.0,981.0,981.0,0.0
2022-01-21,981.0,981.0,981.0,0.0
2022-02-02,981.0,981.0,981.0,0.0
2022-02-14,981.0,981.0,981.0,0.0
2022-02-26,981.0,981.0,981.0,0.0
2022-03-10,981.0,981.0,981.0,0.0
2022-03-22,981.0,981.0,981.0,0.0
2022-04-03,981.0,981.0,981.0,0.0
2022-04-15,981.0,981.0,981.0,0.0
2022-04-27,981.0,981.0,981.0,0.0
2022-05-09,1029.0,1029.0,1029.0,0.0
2022-05-21,1283.0,1266.0,1380.0,57.0
2022-06-02,1376.0,1354.0,1501.0,73.5
2022-06-14,1584.0,1556.0,1659.0,51.5
2022-06-26,1667.0,1663.0,1835.0,86.0
2022-07-08,1880.0,1799.0,2008.0,104.5
2022-07-20,1740.0,1706.0,1881.0,87.5
2022-08-01,1937.0,1859.0,2073.0,107.0
2022-08-13,1898.0,1847.0,1975.0,64.0
2022-08-25,1958.0,1895.0,2131.0,118.0
2022-09-06,1861.0,1774.0,2221.0,223.5
2022-09-18,1885.0,1805.0,2320.0,257.5
2022-09-30,1556.0,1416.0,1913.0,248.5
2022-10-12,1877.0,1731.0,2116.0,192.5
2022-10-24,2008.0,1950.0,2064.0,57.0
2022-11-05,2202.0,2172.0,2591.0,209.5
2022-11-17,2212.0,2203.0,2571.0,184.0
2022-11-29,985.0,985.0,985.0,0.0
2022-12-11,981.0,981.0,981.0,0.0
2022-12-23,981.0,981.0,981.0,0.0
2023-01-04,981.0,981.0,981.0,0.0
2023-01-16,981.0,981.0,981.0,0.0
2023-01-28,981.0,981.0,981.0,0.0
2023-02-09,981.0,981.0,981.0,0.0
2023-02-21,981.0,981.0,981.0,0.0
2023-03-05,981.0,981.0,981.0,0.0
2023-03-17,981.0,981.0,981.0,0.0
2023-03-29,981.0,981.0,981.0,0.0
2023-04-10,981.0,981.0,981.0,0.0
2023-04-22,981.0,981.0,981.0,0.0
2023-05-04,981.0,981.0,981.0,0.0
2023-05-16,1261.0,1244.0,1297.0,26.5
2023-05-28,1337.0,1323.0,1406.0,41.5
2023-06-09,1421.0,1393.0,1527.0,67.0
2023-06-21,1622.0,1605.0,1752.0,73.5
2023-07-03,1710.0,1691.0,1756.0,32.5
2023-07-15,1894.0,1801.0,2020.0,109.5
2023-07-27,1859.0,1798.0,1947.0,74.5
2023-08-08,1910.0,1831.0,2052.0,110.5
2023-09-01,1902.0,1852.0,2142.0,145.0
2023-09-13,1734.0,1692.0,2161.0,234.5
2023-09-25,2249.0,2146.0,2352.0,103.0
2023-10-07,1390.0,1370.0,1499.0,64.5
2023-10-19,1306.0,1306.0,2399.0,546.5
2023-10-31,1304.0,1288.0,1325.0,18.5
2023-11-12,1436.0,1436.0,2577.0,570.5
2023-11-24,993.0,993.0,993.0,0.0
2023-12-06,981.0,981.0,981.0,0.0
2023-12-18,981.0,981.0,981.0,0.0
2023-12-30,2259.0,2259.0,3224.0,482.5
2024-01-11,981.0,981.0,981.0,0.0
2024-02-16,981.0,981.0,981.0,0.0
2024-02-28,981.0,981.0,981.0,0.0
2024-03-11,981.0,981.0,981.0,0.0
2024-03-23,981.0,981.0,981.0,0.0
2024-04-04,981.0,981.0,981.0,0.0
2024-04-16,981.0,981.0,981.0,0.0
2024-04-28,981.0,981.0,981.0,0.0
2024-05-10,1337.0,1317.0,1380.0,31.5
2024-05-22,1353.0,1341.0,1409.0,34.0
2024-06-03,1453.0,1414.0,1570.0,78.0
2024-06-15,1582.0,1545.0,1766.0,110.5
2024-06-27,1729.0,1705.0,1805.0,50.0
2024-07-09,1766.0,1729.0,1831.0,51.0
2024-07-21,1768.0,1734.0,1847.0,56.5
2024-08-02,1692.0,1676.0,1760.0,42.0
2024-08-14,1844.0,1729.0,2064.0,167.5
2024-08-26,1760.0,1738.0,1952.0,107.0
2024-09-07,1732.0,1715.0,2141.0,213.0
2024-09-19,1811.0,1686.0,2212.0,263.0
2024-10-01,1972.0,1947.0,2270.0,161.5
2024-10-25,1988.0,1949.0,2914.0,482.5
2024-11-06,981.0,981.0,981.0,0.0
2024-11-18,981.0,981.0,981.0,0.0
2024-11-30,981.0,981.0,981.0,0.0
2024-12-12,981.0,981.0,981.0,0.0
2024-12-24,981.0,981.0,981.0,0.0
