,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,20600000,20170000,21030000,430000.0
2017-06-16,20940000,20850000,21030000,90000.0
2017-06-28,20940000,20840000,21040000,100000.0
2017-07-10,20840000,20640000,21040000,200000.0
2017-07-22,20670000,20300000,21040000,370000.0
2017-08-03,20560000,20090000,21030000,470000.0
2017-08-15,20820000,20600000,21040000,220000.0
2017-08-27,20860000,20690000,21030000,170000.0
2017-09-08,20450000,19870000,21030000,580000.0
2017-09-20,20160000,19440000,20890000,725000.0
2017-10-02,20220000,19670000,20770000,550000.0
2017-10-14,19280000,18470000,20110000,820000.0
2017-10-26,20990000,20990000,21000000,5000.0
2017-11-07,20910000,20910000,20910000,0.0
2017-11-19,20940000,20940000,20940000,0.0
2017-12-01,260000,0,530000,265000.0
2017-12-13,170000,0,350000,175000.0
2017-12-25,10000,0,30000,15000.0
2018-01-06,10000,0,30000,15000.0
2018-01-18,10000,0,30000,15000.0
2018-01-30,0,0,0,0.0
2018-02-11,0,0,0,0.0
2018-02-23,0,0,0,0.0
2018-03-07,0,0,0,0.0
2018-03-19,0,0,0,0.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,210000,130000,290000,80000.0
2018-05-06,1880000,1780000,1990000,105000.0
2018-05-18,14580000,12950000,16190000,1620000.0
2018-05-30,17070000,14900000,19250000,2175000.0
2018-06-11,20610000,20200000,21020000,410000.0
2018-06-23,20520000,20020000,21020000,500000.0
2018-07-05,20480000,19920000,21040000,560000.0
2018-07-17,20940000,20840000,21040000,100000.0
2018-07-29,20820000,20600000,21040000,220000.0
2018-08-10,20860000,20680000,21040000,180000.0
2018-08-22,20850000,20660000,21040000,190000.0
2018-09-03,20860000,20680000,21040000,180000.0
2018-09-15,20590000,20150000,21030000,440000.0
2018-09-27,20190000,19420000,20960000,770000.0
2018-10-09,20270000,19640000,20890000,625000.0
2018-10-21,15110000,10850000,19370000,4260000.0
2018-11-02,20960000,20950000,20980000,15000.0
2018-11-14,21030000,21030000,21030000,0.0
2018-11-26,640000,10000,1280000,635000.0
2018-12-08,240000,10000,480000,235000.0
2018-12-20,120000,0,250000,125000.0
2019-01-01,20000,0,50000,25000.0
2019-01-13,10000,0,30000,15000.0
2019-01-25,20000,10000,40000,15000.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,10000,5000.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,10000,5000.0
2019-03-26,440000,290000,600000,155000.0
2019-04-07,100000,0,210000,105000.0
2019-04-19,280000,30000,540000,255000.0
2019-05-01,4460000,2950000,5980000,1515000.0
2019-05-13,9520000,7760000,11280000,1760000.0
2019-05-25,20500000,19970000,21030000,530000.0
2019-06-06,20730000,20430000,21030000,300000.0
2019-06-18,20280000,19520000,21040000,760000.0
2019-06-30,20890000,20740000,21040000,150000.0
2019-07-12,20710000,20410000,21020000,305000.0
2019-07-24,20820000,20600000,21040000,220000.0
2019-08-05,20670000,20310000,21030000,360000.0
2019-08-17,20800000,20560000,21040000,240000.0
2019-08-29,20570000,20110000,21030000,460000.0
2019-09-10,20620000,20220000,21020000,400000.0
2019-09-22,20870000,20750000,20990000,120000.0
2019-10-04,20620000,20270000,20970000,350000.0
2019-10-16,20940000,20920000,20960000,20000.0
2019-10-28,15530000,13500000,17570000,2035000.0
2019-11-09,1680000,60000,3310000,1625000.0
2019-11-21,1150000,80000,2230000,1075000.0
2019-12-03,240000,0,490000,245000.0
2019-12-15,90000,0,190000,95000.0
2019-12-27,70000,0,150000,75000.0
2020-01-08,0,0,10000,5000.0
2020-01-20,20000,0,50000,25000.0
2020-02-01,10000,0,30000,15000.0
2020-02-13,0,0,10000,5000.0
2020-02-25,0,0,0,0.0
2020-03-08,0,0,10000,5000.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,960000,940000,990000,25000.0
2020-04-25,8080000,6580000,9590000,1505000.0
2020-05-07,8020000,6000000,10050000,2025000.0
2020-05-19,19560000,18290000,20830000,1270000.0
2020-05-31,20060000,19160000,20960000,900000.0
2020-06-12,20570000,20140000,21000000,430000.0
2020-06-24,20780000,20520000,21040000,260000.0
2020-07-06,21000000,20960000,21040000,40000.0
2020-07-18,20970000,20900000,21040000,70000.0
2020-07-30,20950000,20860000,21040000,90000.0
2020-08-11,20920000,20800000,21040000,120000.0
2020-08-23,20910000,20780000,21040000,130000.0
2020-09-04,20820000,20600000,21040000,220000.0
2020-09-16,20910000,20780000,21040000,130000.0
2020-09-28,19540000,18300000,20770000,1235000.0
2020-10-10,20350000,19900000,20800000,450000.0
2020-10-22,19210000,18150000,20260000,1055000.0
2020-11-03,20940000,20940000,20940000,0.0
2020-11-15,18510000,17760000,19280000,760000.0
2020-11-27,3980000,30000,7950000,3960000.0
2020-12-09,780000,0,1570000,785000.0
2020-12-21,180000,10000,370000,180000.0
2021-01-02,20000,0,50000,25000.0
2021-01-14,0,0,10000,5000.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,10000,0,30000,15000.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,0,0.0
2021-04-20,7110000,4790000,9440000,2325000.0
2021-05-02,10900000,7870000,13950000,3040000.0
2021-05-14,13580000,10830000,16340000,2755000.0
2021-05-26,18330000,16480000,20170000,1845000.0
2021-06-07,19830000,19050000,20620000,785000.0
2021-06-19,20640000,20240000,21040000,400000.0
2021-07-01,20940000,20840000,21040000,100000.0
2021-07-13,21000000,20960000,21040000,40000.0
2021-07-25,20910000,20780000,21040000,130000.0
2021-08-06,20890000,20740000,21040000,150000.0
2021-08-18,20840000,20640000,21040000,200000.0
2021-08-30,20860000,20680000,21040000,180000.0
2021-09-11,20910000,20780000,21040000,130000.0
2021-09-23,20660000,20340000,20980000,320000.0
2021-10-05,19790000,18910000,20680000,885000.0
2021-10-17,20750000,20680000,20840000,80000.0
2021-10-29,20720000,20650000,20790000,70000.0
2021-11-10,6670000,70000,13310000,6620000.0
2021-11-22,20900000,20900000,20900000,0.0
2021-12-16,2260000,0,4530000,2265000.0
2021-12-28,590000,0,1190000,595000.0
2022-01-09,110000,0,230000,115000.0
2022-01-21,0,0,10000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,1770000,1220000,2320000,550000.0
2022-05-09,5510000,4650000,6380000,865000.0
2022-05-21,13900000,11040000,16760000,2860000.0
2022-06-02,20610000,20180000,21040000,430000.0
2022-06-14,20340000,19640000,21030000,695000.0
2022-06-26,20960000,20880000,21040000,80000.0
2022-07-08,20860000,20680000,21040000,180000.0
2022-07-20,20900000,20760000,21040000,140000.0
2022-08-01,20850000,20660000,21040000,190000.0
2022-08-13,20940000,20840000,21040000,100000.0
2022-08-25,20910000,20780000,21040000,130000.0
2022-09-06,20930000,20830000,21030000,100000.0
2022-09-18,20600000,20240000,20960000,360000.0
2022-09-30,19060000,17620000,20500000,1440000.0
2022-10-12,18770000,17370000,20140000,1385000.0
2022-10-24,17650000,15810000,19500000,1845000.0
2022-11-05,20940000,20940000,20950000,5000.0
2022-11-17,20740000,20700000,20790000,45000.0
2022-11-29,18700000,17950000,19460000,755000.0
2022-12-11,6240000,20000,12470000,6225000.0
2022-12-23,5080000,10000,10170000,5080000.0
2023-01-04,4050000,10000,8110000,4050000.0
2023-01-16,20930000,20930000,20930000,0.0
2023-01-28,1430000,0,2870000,1435000.0
2023-02-09,70000,0,150000,75000.0
2023-02-21,0,0,10000,5000.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,60000,0,130000,65000.0
2023-05-04,2070000,1830000,2310000,240000.0
2023-05-16,11080000,7850000,14300000,3225000.0
2023-05-28,19170000,17980000,20360000,1190000.0
2023-06-09,20430000,19830000,21020000,595000.0
2023-06-21,20300000,19560000,21040000,740000.0
2023-07-03,20620000,20200000,21040000,420000.0
2023-07-15,20960000,20880000,21040000,80000.0
2023-07-27,20930000,20820000,21040000,110000.0
2023-08-08,20810000,20580000,21040000,230000.0
2023-09-01,20970000,20900000,21040000,70000.0
2023-09-13,21010000,20980000,21040000,30000.0
2023-09-25,20610000,20230000,20990000,380000.0
2023-10-07,19360000,18190000,20530000,1170000.0
2023-10-19,20810000,20760000,20870000,55000.0
2023-10-31,20730000,20670000,20790000,60000.0
2023-11-12,20950000,20950000,20960000,5000.0
2023-11-24,3630000,970000,6300000,2665000.0
2023-12-06,760000,0,1530000,765000.0
2023-12-18,120000,0,250000,125000.0
2023-12-30,60000,0,130000,65000.0
2024-01-11,10000,0,30000,15000.0
2024-02-16,0,0,10000,5000.0
2024-02-28,0,0,10000,5000.0
2024-03-11,0,0,10000,5000.0
2024-03-23,0,0,0,0.0
2024-04-04,10000,0,30000,15000.0
2024-04-16,0,0,10000,5000.0
2024-04-28,5080000,3100000,7080000,1990000.0
2024-05-10,7930000,6320000,9550000,1615000.0
2024-05-22,15090000,12090000,18100000,3005000.0
2024-06-03,19500000,18370000,20620000,1125000.0
2024-06-15,20880000,20730000,21030000,150000.0
2024-06-27,20980000,20920000,21040000,60000.0
2024-07-09,20960000,20880000,21040000,80000.0
2024-07-21,20800000,20560000,21040000,240000.0
2024-08-02,20910000,20780000,21040000,130000.0
2024-08-14,20930000,20820000,21040000,110000.0
2024-08-26,20960000,20880000,21040000,80000.0
2024-09-07,20960000,20890000,21030000,70000.0
2024-09-19,20770000,20550000,20990000,220000.0
2024-10-01,19870000,19010000,20730000,860000.0
2024-10-25,21020000,21020000,21030000,5000.0
2024-11-06,21010000,21010000,21010000,0.0
2024-11-18,21030000,21030000,21030000,0.0
2024-11-30,21020000,21020000,21030000,5000.0
2024-12-12,21030000,21030000,21030000,0.0
2024-12-24,800000,30000,1600000,785000.0
