,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2503.0,2435.0,2858.0,211.5
2017-06-16,2629.0,2558.0,2858.0,150.0
2017-06-28,2629.0,2554.0,2909.0,177.5
2017-07-10,2554.0,2511.0,2909.0,199.0
2017-07-22,2515.0,2450.0,2909.0,229.5
2017-08-03,2492.0,2424.0,2858.0,217.0
2017-08-15,2552.0,2503.0,2909.0,203.0
2017-08-27,2560.0,2518.0,2858.0,170.0
2017-09-08,2476.0,2402.0,2858.0,228.0
2017-09-20,2434.0,2357.0,2575.0,109.0
2017-10-02,2443.0,2384.0,2544.0,80.0
2017-10-14,1890.0,1298.0,2180.0,441.0
2017-10-26,2707.0,2707.0,2745.0,19.0
2017-11-07,2593.0,2593.0,2593.0,0.0
2017-11-19,2629.0,2629.0,2629.0,0.0
2017-12-01,948.0,867.0,995.0,64.0
2017-12-13,932.0,867.0,962.0,47.5
2017-12-25,869.0,867.0,880.0,6.5
2018-01-06,869.0,867.0,880.0,6.5
2018-01-18,869.0,867.0,880.0,6.5
2018-01-30,867.0,867.0,867.0,0.0
2018-02-11,867.0,867.0,867.0,0.0
2018-02-23,867.0,867.0,867.0,0.0
2018-03-07,867.0,867.0,867.0,0.0
2018-03-19,867.0,867.0,867.0,0.0
2018-03-31,867.0,867.0,867.0,0.0
2018-04-12,867.0,867.0,867.0,0.0
2018-04-24,936.0,922.0,949.0,13.5
2018-05-06,1161.0,1136.0,1187.0,25.5
2018-05-18,2119.0,2052.0,2177.0,62.5
2018-05-30,2210.0,2131.0,2343.0,106.0
2018-06-11,2505.0,2441.0,2800.0,179.5
2018-06-23,2487.0,2418.0,2800.0,191.0
2018-07-05,2481.0,2407.0,2909.0,251.0
2018-07-17,2629.0,2554.0,2909.0,177.5
2018-07-29,2552.0,2503.0,2909.0,203.0
2018-08-10,2560.0,2518.0,2909.0,195.5
2018-08-22,2558.0,2514.0,2909.0,197.5
2018-09-03,2560.0,2518.0,2909.0,195.5
2018-09-15,2500.0,2433.0,2858.0,212.5
2018-09-27,2438.0,2357.0,2659.0,151.0
2018-10-09,2448.0,2382.0,2575.0,96.5
2018-10-21,2138.0,1961.0,2354.0,196.5
2018-11-02,2659.0,2639.0,2673.0,17.0
2018-11-14,2858.0,2858.0,2858.0,0.0
2018-11-26,1014.0,869.0,1103.0,117.0
2018-12-08,947.0,869.0,986.0,58.5
2018-12-20,919.0,867.0,947.0,40.0
2019-01-01,879.0,867.0,896.0,14.5
2019-01-13,869.0,867.0,880.0,6.5
2019-01-25,879.0,869.0,895.0,13.0
2019-02-06,867.0,867.0,867.0,0.0
2019-02-18,867.0,867.0,869.0,1.0
2019-03-02,867.0,867.0,867.0,0.0
2019-03-14,867.0,867.0,869.0,1.0
2019-03-26,978.0,949.0,1007.0,29.0
2019-04-07,913.0,867.0,936.0,34.5
2019-04-19,949.0,880.0,995.0,57.5
2019-05-01,1504.0,1311.0,1622.0,155.5
2019-05-13,1889.0,1777.0,1979.0,101.0
2019-05-25,2485.0,2413.0,2858.0,222.5
2019-06-06,2524.0,2472.0,2858.0,193.0
2019-06-18,2448.0,2367.0,2909.0,271.0
2019-06-30,2575.0,2534.0,2909.0,187.5
2019-07-12,2521.0,2465.0,2800.0,167.5
2019-07-24,2552.0,2503.0,2909.0,203.0
2019-08-05,2515.0,2452.0,2858.0,203.0
2019-08-17,2549.0,2492.0,2909.0,208.5
2019-08-29,2493.0,2430.0,2858.0,214.0
2019-09-10,2506.0,2443.0,2800.0,178.5
2019-09-22,2569.0,2534.0,2707.0,86.5
2019-10-04,2506.0,2448.0,2662.0,107.0
2019-10-16,2629.0,2596.0,2659.0,31.5
2019-10-28,2153.0,2075.0,2228.0,76.5
2019-11-09,1149.0,901.0,1345.0,222.0
2019-11-21,1086.0,909.0,1222.0,156.5
2019-12-03,947.0,867.0,987.0,60.0
2019-12-15,910.0,867.0,934.0,33.5
2019-12-27,906.0,867.0,928.0,30.5
2020-01-08,867.0,867.0,869.0,1.0
2020-01-20,879.0,867.0,896.0,14.5
2020-02-01,869.0,867.0,880.0,6.5
2020-02-13,867.0,867.0,869.0,1.0
2020-02-25,867.0,867.0,867.0,0.0
2020-03-08,867.0,867.0,869.0,1.0
2020-03-20,867.0,867.0,867.0,0.0
2020-04-01,867.0,867.0,867.0,0.0
2020-04-13,1052.0,1047.0,1055.0,4.0
2020-04-25,1804.0,1674.0,1892.0,109.0
2020-05-07,1796.0,1618.0,1920.0,151.0
2020-05-19,2372.0,2268.0,2553.0,142.5
2020-05-31,2421.0,2335.0,2659.0,162.0
2020-06-12,2493.0,2432.0,2745.0,156.5
2020-06-24,2545.0,2487.0,2909.0,211.0
2020-07-06,2745.0,2659.0,2909.0,125.0
2020-07-18,2662.0,2584.0,2909.0,162.5
2020-07-30,2639.0,2560.0,2909.0,174.5
2020-08-11,2596.0,2549.0,2909.0,180.0
2020-08-23,2593.0,2545.0,2909.0,182.0
2020-09-04,2552.0,2503.0,2909.0,203.0
2020-09-16,2593.0,2545.0,2909.0,182.0
2020-09-28,2371.0,2268.0,2544.0,138.0
2020-10-10,2455.0,2406.0,2549.0,71.5
2020-10-22,2342.0,2263.0,2447.0,92.0
2020-11-03,2629.0,2629.0,2629.0,0.0
2020-11-15,1758.0,932.0,2131.0,599.5
2020-11-27,1431.0,880.0,1794.0,457.0
2020-12-09,1033.0,867.0,1137.0,135.0
2020-12-21,932.0,869.0,967.0,49.0
2021-01-02,879.0,867.0,896.0,14.5
2021-01-14,867.0,867.0,869.0,1.0
2021-01-26,867.0,867.0,867.0,0.0
2021-02-07,867.0,867.0,867.0,0.0
2021-02-19,867.0,867.0,867.0,0.0
2021-03-03,869.0,867.0,880.0,6.5
2021-03-15,867.0,867.0,867.0,0.0
2021-03-27,867.0,867.0,867.0,0.0
2021-04-08,867.0,867.0,867.0,0.0
2021-04-20,1724.0,1536.0,1886.0,175.0
2021-05-02,1962.0,1780.0,2094.0,157.0
2021-05-14,2074.0,1946.0,2181.0,117.5
2021-05-26,2271.0,2188.0,2435.0,123.5
2021-06-07,2400.0,2323.0,2506.0,91.5
2021-06-19,2511.0,2443.0,2909.0,233.0
2021-07-01,2629.0,2554.0,2909.0,177.5
2021-07-13,2745.0,2659.0,2909.0,125.0
2021-07-25,2593.0,2545.0,2909.0,182.0
2021-08-06,2575.0,2534.0,2909.0,187.5
2021-08-18,2554.0,2511.0,2909.0,199.0
2021-08-30,2560.0,2518.0,2909.0,195.5
2021-09-11,2593.0,2545.0,2909.0,182.0
2021-09-23,2514.0,2455.0,2673.0,109.0
2021-10-05,2395.0,2312.0,2518.0,103.0
2021-10-17,2534.0,2518.0,2554.0,18.0
2021-10-29,2522.0,2512.0,2547.0,17.5
2021-11-10,1687.0,906.0,2069.0,581.5
2021-11-22,2584.0,2584.0,2584.0,0.0
2021-12-16,1226.0,867.0,1510.0,321.5
2021-12-28,1007.0,867.0,1092.0,112.5
2022-01-09,914.0,867.0,945.0,39.0
2022-01-21,867.0,867.0,869.0,1.0
2022-02-02,867.0,867.0,867.0,0.0
2022-02-14,867.0,867.0,867.0,0.0
2022-02-26,867.0,867.0,867.0,0.0
2022-03-10,867.0,867.0,867.0,0.0
2022-03-22,867.0,867.0,867.0,0.0
2022-04-03,867.0,867.0,867.0,0.0
2022-04-15,867.0,867.0,867.0,0.0
2022-04-27,1152.0,1076.0,1232.0,78.0
2022-05-09,1589.0,1523.0,1654.0,65.5
2022-05-21,2091.0,1965.0,2199.0,117.0
2022-06-02,2505.0,2436.0,2909.0,236.5
2022-06-14,2455.0,2382.0,2858.0,238.0
2022-06-26,2659.0,2570.0,2909.0,169.5
2022-07-08,2560.0,2518.0,2909.0,195.5
2022-07-20,2584.0,2542.0,2909.0,183.5
2022-08-01,2558.0,2514.0,2909.0,197.5
2022-08-13,2629.0,2554.0,2909.0,177.5
2022-08-25,2593.0,2545.0,2909.0,182.0
2022-09-06,2601.0,2553.0,2858.0,152.5
2022-09-18,2503.0,2443.0,2659.0,108.0
2022-09-30,2323.0,2231.0,2485.0,127.0
2022-10-12,2302.0,2222.0,2432.0,105.0
2022-10-24,2232.0,2163.0,2366.0,101.5
2022-11-05,2629.0,2629.0,2639.0,5.0
2022-11-17,2534.0,2520.0,2547.0,13.5
2022-11-29,1775.0,913.0,2149.0,618.0
2022-12-11,1648.0,879.0,2032.0,576.5
2022-12-23,1560.0,869.0,1926.0,528.5
2023-01-04,1446.0,869.0,1808.0,469.5
2023-01-16,2601.0,2601.0,2601.0,0.0
2023-01-28,1121.0,867.0,1304.0,218.5
2023-02-09,906.0,867.0,928.0,30.5
2023-02-21,867.0,867.0,869.0,1.0
2023-03-05,867.0,867.0,867.0,0.0
2023-03-17,867.0,867.0,867.0,0.0
2023-03-29,867.0,867.0,867.0,0.0
2023-04-10,867.0,867.0,867.0,0.0
2023-04-22,901.0,867.0,922.0,27.5
2023-05-04,1196.0,1163.0,1232.0,34.5
2023-05-16,1969.0,1780.0,2108.0,164.0
2023-05-28,2337.0,2248.0,2458.0,105.0
2023-06-09,2472.0,2400.0,2800.0,200.0
2023-06-21,2450.0,2372.0,2909.0,268.5
2023-07-03,2506.0,2441.0,2909.0,234.0
2023-07-15,2659.0,2570.0,2909.0,169.5
2023-07-27,2601.0,2552.0,2909.0,178.5
2023-08-08,2550.0,2495.0,2909.0,207.0
2023-09-01,2662.0,2584.0,2909.0,162.5
2023-09-13,2754.0,2673.0,2909.0,118.0
2023-09-25,2505.0,2443.0,2707.0,132.0
2023-10-07,2354.0,2264.0,2488.0,112.0
2023-10-19,2550.0,2542.0,2569.0,13.5
2023-10-31,2524.0,2515.0,2547.0,16.0
2023-11-12,2639.0,2639.0,2659.0,10.0
2023-11-24,1379.0,1054.0,1652.0,299.0
2023-12-06,1032.0,867.0,1133.0,133.0
2023-12-18,919.0,867.0,947.0,40.0
2023-12-30,901.0,867.0,922.0,27.5
2024-01-11,869.0,867.0,880.0,6.5
2024-02-16,867.0,867.0,869.0,1.0
2024-02-28,867.0,867.0,869.0,1.0
2024-03-11,867.0,867.0,869.0,1.0
2024-03-23,867.0,867.0,867.0,0.0
2024-04-04,869.0,867.0,880.0,6.5
2024-04-16,867.0,867.0,869.0,1.0
2024-04-28,1541.0,1296.0,1699.0,201.5
2024-05-10,1761.0,1617.0,1878.0,130.5
2024-05-22,2138.0,2016.0,2257.0,120.5
2024-06-03,2366.0,2273.0,2506.0,116.5
2024-06-15,2570.0,2524.0,2858.0,167.0
2024-06-27,2673.0,2596.0,2909.0,156.5
2024-07-09,2659.0,2570.0,2909.0,169.5
2024-07-21,2549.0,2492.0,2909.0,208.5
2024-08-02,2593.0,2545.0,2909.0,182.0
2024-08-14,2601.0,2552.0,2909.0,178.5
2024-08-26,2659.0,2570.0,2909.0,169.5
2024-09-07,2659.0,2575.0,2858.0,141.5
2024-09-19,2544.0,2490.0,2707.0,108.5
2024-10-01,2402.0,2318.0,2524.0,103.0
2024-10-25,2800.0,2800.0,2858.0,29.0
2024-11-06,2754.0,2754.0,2754.0,0.0
2024-11-18,2858.0,2858.0,2858.0,0.0
2024-11-30,2800.0,2800.0,2858.0,29.0
