,snowline_elev_m,snowline_elev_min_m,snowline_elev_max_m,snowline_elev_diff_mean_m
2017-06-04,1466.0,1349.0,1568.0,109.5
2017-06-16,1602.0,1551.0,1742.0,95.5
2017-06-28,1647.0,1600.0,1698.0,49.0
2017-07-10,1697.0,1644.0,1762.0,59.0
2017-07-22,1807.0,1730.0,1897.0,83.5
2017-08-03,1903.0,1825.0,2003.0,89.0
2017-08-15,1730.0,1650.0,1806.0,78.0
2017-08-27,1730.0,1640.0,1823.0,91.5
2017-09-08,1976.0,1879.0,2112.0,116.5
2017-09-20,1996.0,1890.0,2169.0,139.5
2017-10-02,2097.0,2041.0,2271.0,115.0
2017-10-14,1200.0,1113.0,1293.0,90.0
2017-10-26,2126.0,2119.0,2593.0,237.0
2017-11-07,2318.0,2314.0,2569.0,127.5
2017-11-19,2318.0,2318.0,2601.0,141.5
2017-12-01,867.0,867.0,867.0,0.0
2017-12-13,867.0,867.0,867.0,0.0
2017-12-25,867.0,867.0,867.0,0.0
2018-01-06,867.0,867.0,867.0,0.0
2018-01-18,867.0,867.0,867.0,0.0
2018-01-30,867.0,867.0,867.0,0.0
2018-02-11,867.0,867.0,867.0,0.0
2018-02-23,867.0,867.0,867.0,0.0
2018-03-07,867.0,867.0,867.0,0.0
2018-03-19,867.0,867.0,867.0,0.0
2018-03-31,867.0,867.0,867.0,0.0
2018-04-12,867.0,867.0,867.0,0.0
2018-04-24,880.0,869.0,901.0,16.0
2018-05-06,867.0,867.0,960.0,46.5
2018-05-18,960.0,949.0,1491.0,271.0
2018-05-30,1305.0,1114.0,1711.0,298.5
2018-06-11,1379.0,1342.0,1494.0,76.0
2018-06-23,1542.0,1491.0,1605.0,57.0
2018-07-05,1638.0,1589.0,1744.0,77.5
2018-07-17,1670.0,1612.0,1778.0,83.0
2018-07-29,1817.0,1751.0,1934.0,91.5
2018-08-10,1806.0,1730.0,1872.0,71.0
2018-08-22,1861.0,1792.0,1934.0,71.0
2018-09-03,1865.0,1774.0,1963.0,94.5
2018-09-15,2000.0,1931.0,2105.0,87.0
2018-09-27,1990.0,1953.0,2191.0,119.0
2018-10-09,2041.0,2019.0,2308.0,144.5
2018-10-21,1937.0,1916.0,1960.0,22.0
2018-11-02,2310.0,2300.0,2601.0,150.5
2018-11-14,1246.0,1246.0,2629.0,691.5
2018-11-26,867.0,867.0,867.0,0.0
2018-12-08,867.0,867.0,867.0,0.0
2018-12-20,867.0,867.0,867.0,0.0
2019-01-01,867.0,867.0,867.0,0.0
2019-01-13,867.0,867.0,867.0,0.0
2019-01-25,867.0,867.0,867.0,0.0
2019-02-06,867.0,867.0,867.0,0.0
2019-02-18,867.0,867.0,867.0,0.0
2019-03-02,867.0,867.0,867.0,0.0
2019-03-14,867.0,867.0,867.0,0.0
2019-03-26,867.0,867.0,909.0,21.0
2019-04-07,867.0,867.0,867.0,0.0
2019-04-19,869.0,869.0,879.0,5.0
2019-05-01,1045.0,1016.0,1117.0,50.5
2019-05-13,1137.0,1114.0,1365.0,125.5
2019-05-25,1559.0,1308.0,1814.0,253.0
2019-06-06,1519.0,1487.0,1592.0,52.5
2019-06-18,1614.0,1568.0,1669.0,50.5
2019-06-30,1817.0,1731.0,1919.0,94.0
2019-07-12,1921.0,1847.0,2008.0,80.5
2019-07-24,1874.0,1800.0,1957.0,78.5
2019-08-05,1965.0,1900.0,2063.0,81.5
2019-08-17,1895.0,1817.0,1970.0,76.5
2019-08-29,1942.0,1874.0,2149.0,137.5
2019-09-10,2008.0,1910.0,2162.0,126.0
2019-09-22,1636.0,1602.0,1908.0,153.0
2019-10-04,1812.0,1749.0,2251.0,251.0
2019-10-16,2038.0,2033.0,2520.0,243.5
2019-10-28,1457.0,1019.0,1965.0,473.0
2019-11-09,896.0,896.0,896.0,0.0
2019-11-21,895.0,879.0,901.0,11.0
2019-12-03,867.0,867.0,867.0,0.0
2019-12-15,867.0,867.0,867.0,0.0
2019-12-27,867.0,867.0,867.0,0.0
2020-01-08,867.0,867.0,867.0,0.0
2020-01-20,867.0,867.0,867.0,0.0
2020-02-01,867.0,867.0,867.0,0.0
2020-02-13,867.0,867.0,867.0,0.0
2020-02-25,867.0,867.0,867.0,0.0
2020-03-08,867.0,867.0,867.0,0.0
2020-03-20,867.0,867.0,867.0,0.0
2020-04-01,867.0,867.0,867.0,0.0
2020-04-13,867.0,867.0,930.0,31.5
2020-04-25,909.0,867.0,1094.0,113.5
2020-05-07,913.0,869.0,1187.0,159.0
2020-05-19,1235.0,1140.0,1654.0,257.0
2020-05-31,1359.0,1275.0,1491.0,108.0
