,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,17040000,12910000,21170000,4130000.0
2017-06-16,23980000,22920000,25050000,1065000.0
2017-06-28,29320000,28850000,29790000,470000.0
2017-07-10,29630000,29410000,29850000,220000.0
2017-07-22,29650000,29450000,29850000,200000.0
2017-08-03,29480000,29110000,29850000,370000.0
2017-08-15,29330000,28810000,29840000,515000.0
2017-08-27,28090000,26440000,29730000,1645000.0
2017-09-08,29820000,29800000,29840000,20000.0
2017-09-20,29760000,29690000,29840000,75000.0
2017-10-02,29830000,29830000,29840000,5000.0
2017-10-14,1650000,0,3310000,1655000.0
2017-10-26,960000,0,1930000,965000.0
2017-11-07,270000,0,550000,275000.0
2017-11-19,140000,0,290000,145000.0
2017-12-01,40000,0,90000,45000.0
2017-12-13,20000,0,50000,25000.0
2017-12-25,10000,10000,30000,10000.0
2018-01-06,0,0,0,0.0
2018-01-18,10000,10000,30000,10000.0
2018-01-30,0,0,10000,5000.0
2018-02-11,0,0,0,0.0
2018-02-23,10000,10000,30000,10000.0
2018-03-07,0,0,10000,5000.0
2018-03-19,0,0,10000,5000.0
2018-03-31,0,0,0,0.0
2018-04-12,0,0,0,0.0
2018-04-24,0,0,10000,5000.0
2018-05-06,0,0,10000,5000.0
2018-05-18,1960000,1430000,2490000,530000.0
2018-05-30,5220000,4400000,6030000,815000.0
2018-06-11,21720000,19860000,23600000,1870000.0
2018-06-23,27930000,26890000,28970000,1040000.0
2018-07-05,29590000,29330000,29850000,260000.0
2018-07-17,27800000,26660000,28960000,1150000.0
2018-07-29,29480000,29110000,29850000,370000.0
2018-08-10,29670000,29490000,29850000,180000.0
2018-08-22,29330000,28810000,29840000,515000.0
2018-09-03,28150000,26630000,29670000,1520000.0
2018-09-15,29720000,29640000,29800000,80000.0
2018-09-27,29770000,29710000,29830000,60000.0
2018-10-09,29830000,29830000,29830000,0.0
2018-10-21,29830000,29830000,29830000,0.0
2018-11-02,29820000,29820000,29820000,0.0
2018-11-14,840000,10000,1690000,840000.0
2018-11-26,29820000,29820000,29820000,0.0
2018-12-08,60000,0,130000,65000.0
2018-12-20,50000,0,110000,55000.0
2019-01-01,0,0,0,0.0
2019-01-13,0,0,10000,5000.0
2019-01-25,10000,10000,30000,10000.0
2019-02-06,0,0,10000,5000.0
2019-02-18,0,0,10000,5000.0
2019-03-02,0,0,10000,5000.0
2019-03-14,20000,0,50000,25000.0
2019-03-26,20000,0,50000,25000.0
2019-04-07,10000,10000,30000,10000.0
2019-04-19,0,0,0,0.0
2019-05-01,0,0,10000,5000.0
2019-05-13,0,0,10000,5000.0
2019-05-25,23090000,21220000,24960000,1870000.0
2019-06-06,25030000,23430000,26630000,1600000.0
2019-06-18,27000000,25680000,28320000,1320000.0
2019-06-30,29350000,28850000,29850000,500000.0
2019-07-12,29190000,28540000,29840000,650000.0
2019-07-24,29420000,28990000,29850000,430000.0
2019-08-05,29290000,28740000,29830000,545000.0
2019-08-17,29540000,29230000,29850000,310000.0
2019-08-29,29850000,29850000,29850000,0.0
2019-09-10,29820000,29790000,29850000,30000.0
2019-09-22,29790000,29740000,29840000,50000.0
2019-10-04,29840000,29840000,29840000,0.0
2019-10-16,29830000,29830000,29830000,0.0
2019-10-28,29820000,29820000,29820000,0.0
2019-11-09,780000,0,1570000,785000.0
2019-11-21,330000,10000,670000,330000.0
2019-12-03,150000,10000,310000,150000.0
2019-12-15,170000,0,350000,175000.0
2019-12-27,110000,0,230000,115000.0
2020-01-08,70000,0,150000,75000.0
2020-01-20,100000,0,210000,105000.0
2020-02-01,140000,0,290000,145000.0
2020-02-13,20000,0,50000,25000.0
2020-02-25,40000,0,90000,45000.0
