,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2020-03-08,50000,0,110000,55000.0
2020-03-20,20000,0,50000,25000.0
2020-04-01,0,0,0,0.0
2020-04-13,20000,0,50000,25000.0
2020-04-25,110000,0,230000,115000.0
2020-05-07,90000,10000,190000,90000.0
2020-05-19,15360000,11470000,19250000,3890000.0
2020-05-31,16930000,14260000,19610000,2675000.0
2020-06-12,23790000,22110000,25480000,1685000.0
2020-06-24,25780000,24370000,27190000,1410000.0
2020-07-06,29010000,28250000,29770000,760000.0
2020-07-18,28480000,27550000,29420000,935000.0
2020-07-30,29530000,29210000,29840000,315000.0
2020-08-11,29170000,28540000,29780000,620000.0
2020-08-23,28560000,27620000,29490000,935000.0
2020-09-04,27080000,25670000,28510000,1420000.0
2020-09-16,29790000,29750000,29830000,40000.0
2020-09-28,29820000,29820000,29820000,0.0
2020-10-10,4480000,0,8970000,4485000.0
2020-10-22,2300000,10000,4610000,2300000.0
2020-11-03,1380000,10000,2770000,1380000.0
2020-11-15,840000,10000,1690000,840000.0
2020-11-27,370000,0,750000,375000.0
2020-12-09,150000,10000,310000,150000.0
2020-12-21,60000,0,130000,65000.0
2021-01-02,0,0,10000,5000.0
2021-01-14,0,0,10000,5000.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,0,0.0
2021-02-19,0,0,0,0.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,10000,5000.0
2021-04-08,0,0,0,0.0
2021-04-20,40000,0,90000,45000.0
2021-05-02,30000,0,70000,35000.0
2021-05-14,2280000,910000,3660000,1375000.0
2021-05-26,2360000,720000,4000000,1640000.0
2021-06-07,11180000,8750000,13580000,2415000.0
2021-06-19,27930000,26930000,28930000,1000000.0
2021-07-01,29610000,29370000,29850000,240000.0
2021-07-13,29110000,28460000,29760000,650000.0
2021-07-25,29580000,29310000,29840000,265000.0
2021-08-06,29550000,29250000,29850000,300000.0
2021-08-18,29300000,28750000,29840000,545000.0
2021-08-30,28920000,28010000,29800000,895000.0
2021-09-11,28210000,26700000,29710000,1505000.0
2021-09-23,29810000,29780000,29840000,30000.0
2021-10-05,29770000,29710000,29830000,60000.0
2021-10-17,29830000,29830000,29830000,0.0
2021-10-29,29830000,29830000,29830000,0.0
2021-11-10,29820000,29820000,29820000,0.0
2021-11-22,780000,20000,1550000,765000.0
2021-12-16,170000,10000,340000,165000.0
2021-12-28,10000,10000,30000,10000.0
2022-01-09,0,0,10000,5000.0
2022-01-21,10000,10000,30000,10000.0
2022-02-02,0,0,10000,5000.0
2022-02-14,0,0,0,0.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,0,0.0
2022-04-15,0,0,0,0.0
2022-04-27,80000,30000,130000,50000.0
2022-05-09,90000,30000,160000,65000.0
2022-05-21,730000,160000,1320000,580000.0
2022-06-02,19250000,13520000,24970000,5725000.0
2022-06-14,27510000,26150000,28870000,1360000.0
2022-06-26,29490000,29130000,29850000,360000.0
2022-07-08,29480000,29110000,29850000,370000.0
2022-07-20,29620000,29390000,29850000,230000.0
2022-08-01,29550000,29250000,29850000,300000.0
2022-08-13,29570000,29290000,29830000,270000.0
2022-08-25,29510000,29170000,29850000,340000.0
2022-09-06,28400000,27060000,29740000,1340000.0
2022-09-18,29790000,29740000,29840000,50000.0
2022-09-30,29720000,29660000,29790000,65000.0
2022-10-12,29820000,29820000,29820000,0.0
2022-10-24,3280000,40000,6550000,3255000.0
2022-11-05,3040000,0,6090000,3045000.0
2022-11-17,2210000,10000,4430000,2210000.0
2022-11-29,1440000,20000,2890000,1435000.0
2022-12-11,1020000,0,2050000,1025000.0
2022-12-23,300000,20000,610000,295000.0
2023-01-04,150000,10000,310000,150000.0
2023-01-16,30000,0,70000,35000.0
2023-01-28,10000,10000,30000,10000.0
2023-02-09,0,0,0,0.0
2023-02-21,0,0,0,0.0
2023-03-05,0,0,0,0.0
2023-03-17,0,0,0,0.0
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,0,0,0,0.0
2023-05-16,440000,90000,790000,350000.0
2023-05-28,10280000,6760000,13780000,3510000.0
2023-06-09,23120000,20240000,26000000,2880000.0
2023-06-21,29150000,28530000,29770000,620000.0
2023-07-03,29520000,29190000,29850000,330000.0
2023-07-15,29370000,28890000,29850000,480000.0
2023-07-27,29510000,29170000,29850000,340000.0
2023-08-08,29390000,28930000,29850000,460000.0
2023-09-01,29490000,29130000,29850000,360000.0
2023-09-13,28510000,27330000,29700000,1185000.0
2023-09-25,29840000,29840000,29840000,0.0
2023-10-07,29830000,29830000,29830000,0.0
2023-10-19,29830000,29830000,29830000,0.0
2023-10-31,29820000,29820000,29820000,0.0
2023-11-12,3030000,90000,6000000,2955000.0
2023-11-24,1960000,30000,3900000,1935000.0
2023-12-06,1130000,10000,2270000,1130000.0
2023-12-18,590000,0,1190000,595000.0
2023-12-30,470000,10000,940000,465000.0
2024-01-11,360000,0,730000,365000.0
2024-02-16,140000,0,290000,145000.0
2024-02-28,190000,0,390000,195000.0
2024-03-11,190000,0,390000,195000.0
2024-03-23,190000,0,390000,195000.0
2024-04-04,180000,0,370000,185000.0
2024-04-16,90000,10000,190000,90000.0
2024-04-28,310000,0,630000,315000.0
2024-05-10,420000,10000,850000,420000.0
2024-05-22,780000,0,1570000,785000.0
2024-06-03,9930000,8250000,11620000,1685000.0
2024-06-15,26170000,24900000,27440000,1270000.0
2024-06-27,29580000,29310000,29840000,265000.0
2024-07-09,29600000,29350000,29850000,250000.0
2024-07-21,29540000,29230000,29850000,310000.0
2024-08-02,29520000,29190000,29850000,330000.0
2024-08-14,29430000,29020000,29830000,405000.0
2024-08-26,29180000,28520000,29830000,655000.0
2024-09-07,28590000,27440000,29730000,1145000.0
2024-09-19,27800000,26320000,29290000,1485000.0
2024-10-01,29750000,29720000,29790000,35000.0
2024-10-25,29830000,29830000,29830000,0.0
2024-11-06,2370000,120000,4630000,2255000.0
2024-11-18,1230000,20000,2450000,1215000.0
2024-11-30,830000,20000,1650000,815000.0
2024-12-12,610000,0,1230000,615000.0
2024-12-24,550000,0,1110000,555000.0
