,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2018-08-22,2923.0,2896.0,3029.0,66.5
2018-09-03,2854.0,2770.0,2970.0,100.0
2018-09-15,2979.0,2962.0,3007.0,22.5
2018-09-27,2998.0,2974.0,3027.0,26.5
2018-10-09,3027.0,3027.0,3027.0,0.0
2018-10-21,3027.0,3027.0,3027.0,0.0
2018-11-02,3014.0,3014.0,3014.0,0.0
2018-11-14,1706.0,1575.0,1831.0,128.0
2018-11-26,3014.0,3014.0,3014.0,0.0
2018-12-08,1584.0,1575.0,1600.0,12.5
2018-12-20,1582.0,1575.0,1599.0,12.0
2019-01-01,1575.0,1575.0,1575.0,0.0
2019-01-13,1575.0,1575.0,1575.0,0.0
2019-01-25,1575.0,1575.0,1578.0,1.5
2019-02-06,1575.0,1575.0,1575.0,0.0
2019-02-18,1575.0,1575.0,1575.0,0.0
2019-03-02,1575.0,1575.0,1575.0,0.0
2019-03-14,1577.0,1575.0,1582.0,3.5
2019-03-26,1577.0,1575.0,1582.0,3.5
2019-04-07,1575.0,1575.0,1578.0,1.5
2019-04-19,1575.0,1575.0,1575.0,0.0
2019-05-01,1575.0,1575.0,1575.0,0.0
2019-05-13,1575.0,1575.0,1575.0,0.0
2019-05-25,2593.0,2504.0,2691.0,93.5
2019-06-06,2694.0,2609.0,2770.0,80.5
2019-06-18,2786.0,2726.0,2863.0,68.5
2019-06-30,2925.0,2897.0,3055.0,79.0
2019-07-12,2916.0,2877.0,3029.0,76.0
2019-07-24,2933.0,2903.0,3055.0,76.0
2019-08-05,2921.0,2889.0,3027.0,69.0
2019-08-17,2944.0,2920.0,3055.0,67.5
2019-08-29,3055.0,3055.0,3055.0,0.0
2019-09-10,3014.0,3006.0,3055.0,24.5
2019-09-22,3006.0,2982.0,3029.0,23.5
2019-10-04,3029.0,3029.0,3029.0,0.0
2019-10-16,3027.0,3027.0,3027.0,0.0
2019-10-28,3014.0,3014.0,3014.0,0.0
2019-11-09,1695.0,1575.0,1821.0,123.0
2019-11-21,1635.0,1575.0,1674.0,49.5
2019-12-03,1602.0,1575.0,1629.0,27.0
2019-12-15,1608.0,1575.0,1638.0,31.5
2019-12-27,1599.0,1575.0,1620.0,22.5
2020-01-08,1591.0,1575.0,1602.0,13.5
2020-01-20,1597.0,1575.0,1615.0,20.0
2020-02-01,1602.0,1575.0,1628.0,26.5
2020-02-13,1577.0,1575.0,1582.0,3.5
2020-02-25,1581.0,1575.0,1595.0,10.0
2020-03-08,1582.0,1575.0,1599.0,12.0
2020-03-20,1577.0,1575.0,1582.0,3.5
2020-04-01,1575.0,1575.0,1575.0,0.0
2020-04-13,1577.0,1575.0,1582.0,3.5
2020-04-25,1599.0,1575.0,1620.0,22.5
2020-05-07,1595.0,1575.0,1614.0,19.5
2020-05-19,2248.0,2146.0,2402.0,128.0
2020-05-31,2298.0,2223.0,2418.0,97.5
2020-06-12,2632.0,2550.0,2716.0,83.0
2020-06-24,2728.0,2661.0,2795.0,67.0
2020-07-06,2905.0,2859.0,2998.0,69.5
2020-07-18,2873.0,2811.0,2933.0,61.0
2020-07-30,2944.0,2917.0,3029.0,56.0
2020-08-11,2916.0,2877.0,3002.0,62.5
2020-08-23,2878.0,2813.0,2939.0,63.0
2020-09-04,2789.0,2725.0,2874.0,74.5
2020-09-16,3006.0,2988.0,3027.0,19.5
2020-09-28,3014.0,3014.0,3014.0,0.0
2020-10-10,1976.0,1575.0,2085.0,255.0
2020-10-22,1871.0,1575.0,1979.0,202.0
2020-11-03,1803.0,1575.0,1903.0,164.0
2020-11-15,1706.0,1575.0,1831.0,128.0
2020-11-27,1640.0,1575.0,1690.0,57.5
2020-12-09,1602.0,1575.0,1629.0,27.0
2020-12-21,1584.0,1575.0,1600.0,12.5
2021-01-02,1575.0,1575.0,1575.0,0.0
2021-01-14,1575.0,1575.0,1575.0,0.0
2021-01-26,1575.0,1575.0,1575.0,0.0
2021-02-07,1575.0,1575.0,1575.0,0.0
2021-02-19,1575.0,1575.0,1575.0,0.0
2021-03-03,1575.0,1575.0,1575.0,0.0
2021-03-15,1575.0,1575.0,1575.0,0.0
2021-03-27,1575.0,1575.0,1575.0,0.0
2021-04-08,1575.0,1575.0,1575.0,0.0
2021-04-20,1581.0,1575.0,1595.0,10.0
2021-05-02,1578.0,1575.0,1591.0,8.0
2021-05-14,1870.0,1721.0,1944.0,111.5
2021-05-26,1875.0,1683.0,1959.0,138.0
2021-06-07,2141.0,2080.0,2204.0,62.0
2021-06-19,2838.0,2781.0,2900.0,59.5
2021-07-01,2953.0,2927.0,3055.0,64.0
2021-07-13,2912.0,2872.0,2997.0,62.5
2021-07-25,2950.0,2921.0,3029.0,54.0
2021-08-06,2946.0,2920.0,3055.0,67.5
2021-08-18,2921.0,2891.0,3029.0,69.0
2021-08-30,2900.0,2841.0,3007.0,83.0
2021-09-11,2857.0,2773.0,2974.0,100.5
2021-09-23,3009.0,3002.0,3029.0,13.5
2021-10-05,2998.0,2974.0,3027.0,26.5
2021-10-17,3027.0,3027.0,3027.0,0.0
2021-10-29,3027.0,3027.0,3027.0,0.0
2021-11-10,3014.0,3014.0,3014.0,0.0
2021-11-22,1695.0,1577.0,1817.0,120.0
2021-12-16,1608.0,1575.0,1635.0,30.0
2021-12-28,1575.0,1575.0,1578.0,1.5
2022-01-09,1575.0,1575.0,1575.0,0.0
2022-01-21,1575.0,1575.0,1578.0,1.5
2022-02-02,1575.0,1575.0,1575.0,0.0
2022-02-14,1575.0,1575.0,1575.0,0.0
2022-02-26,1575.0,1575.0,1575.0,0.0
2022-03-10,1575.0,1575.0,1575.0,0.0
2022-03-22,1575.0,1575.0,1575.0,0.0
2022-04-03,1575.0,1575.0,1575.0,0.0
2022-04-15,1575.0,1575.0,1575.0,0.0
2022-04-27,1595.0,1578.0,1600.0,11.0
2022-05-09,1595.0,1578.0,1606.0,14.0
2022-05-21,1683.0,1606.0,1795.0,94.5
2022-06-02,2402.0,2204.0,2691.0,243.5
2022-06-14,2808.0,2744.0,2899.0,77.5
2022-06-26,2939.0,2913.0,3055.0,71.0
2022-07-08,2938.0,2912.0,3055.0,71.5
2022-07-20,2954.0,2929.0,3055.0,63.0
2022-08-01,2946.0,2920.0,3055.0,67.5
2022-08-13,2950.0,2921.0,3027.0,53.0
2022-08-25,2940.0,2916.0,3055.0,69.5
2022-09-06,2869.0,2789.0,2982.0,96.5
2022-09-18,3006.0,2982.0,3029.0,23.5
2022-09-30,2979.0,2966.0,3006.0,20.0
2022-10-12,3014.0,3014.0,3014.0,0.0
2022-10-24,1929.0,1581.0,2035.0,227.0
2022-11-05,1916.0,1575.0,2022.0,223.5
2022-11-17,1867.0,1575.0,1974.0,199.5
2022-11-29,1809.0,1577.0,1908.0,165.5
2022-12-11,1740.0,1575.0,1857.0,141.0
2022-12-23,1628.0,1577.0,1669.0,46.0
2023-01-04,1602.0,1575.0,1629.0,27.0
2023-01-16,1578.0,1575.0,1591.0,8.0
2023-01-28,1575.0,1575.0,1578.0,1.5
2023-02-09,1575.0,1575.0,1575.0,0.0
2023-02-21,1575.0,1575.0,1575.0,0.0
2023-03-05,1575.0,1575.0,1575.0,0.0
2023-03-17,1575.0,1575.0,1575.0,0.0
2023-03-29,1575.0,1575.0,1575.0,0.0
2023-04-10,1575.0,1575.0,1575.0,0.0
2023-04-22,1575.0,1575.0,1575.0,0.0
2023-05-04,1575.0,1575.0,1575.0,0.0
2023-05-16,1652.0,1595.0,1695.0,50.0
2023-05-28,2117.0,2039.0,2209.0,85.0
2023-06-09,2594.0,2456.0,2737.0,140.5
2023-06-21,2914.0,2876.0,2998.0,61.0
2023-07-03,2943.0,2916.0,3055.0,69.5
2023-07-15,2927.0,2899.0,3055.0,78.0
2023-07-27,2940.0,2916.0,3055.0,69.5
2023-08-08,2929.0,2900.0,3055.0,77.5
2023-09-01,2939.0,2913.0,3055.0,71.0
2023-09-13,2874.0,2799.0,2973.0,87.0
2023-09-25,3029.0,3029.0,3029.0,0.0
2023-10-07,3027.0,3027.0,3027.0,0.0
2023-10-19,3027.0,3027.0,3027.0,0.0
2023-10-31,3014.0,3014.0,3014.0,0.0
2023-11-12,1915.0,1595.0,2020.0,212.5
2023-11-24,1852.0,1578.0,1955.0,188.5
2023-12-06,1764.0,1575.0,1870.0,147.5
2023-12-18,1664.0,1575.0,1774.0,99.5
2023-12-30,1654.0,1575.0,1722.0,73.5
2024-01-11,1639.0,1575.0,1683.0,54.0
2024-02-16,1602.0,1575.0,1628.0,26.5
2024-02-28,1614.0,1575.0,1643.0,34.0
2024-03-11,1614.0,1575.0,1643.0,34.0
2024-03-23,1614.0,1575.0,1643.0,34.0
2024-04-04,1610.0,1575.0,1640.0,32.5
2024-04-16,1595.0,1575.0,1614.0,19.5
2024-04-28,1629.0,1575.0,1671.0,48.0
2024-05-10,1649.0,1575.0,1707.0,66.0
2024-05-22,1695.0,1575.0,1821.0,123.0
2024-06-03,2106.0,2070.0,2149.0,39.5
2024-06-15,2745.0,2689.0,2805.0,58.0
2024-06-27,2950.0,2921.0,3029.0,54.0
2024-07-09,2952.0,2925.0,3055.0,65.0
2024-07-21,2944.0,2920.0,3055.0,67.5
2024-08-02,2943.0,2916.0,3055.0,69.5
2024-08-14,2934.0,2906.0,3027.0,60.5
2024-08-26,2916.0,2875.0,3027.0,76.0
2024-09-07,2879.0,2805.0,2979.0,87.0
2024-09-19,2830.0,2753.0,2921.0,84.0
2024-10-01,2988.0,2979.0,3006.0,13.5
2024-10-25,3027.0,3027.0,3027.0,0.0
2024-11-06,1876.0,1600.0,1979.0,189.5
2024-11-18,1785.0,1577.0,1881.0,152.0
2024-11-30,1706.0,1577.0,1828.0,125.5
2024-12-12,1669.0,1575.0,1785.0,105.0
2024-12-24,1660.0,1575.0,1761.0,93.0
