Elev_m,area_m2
1381.0,830000.0
1443.5,850000.0
1495.0,860000.0
1543.0,840000.0
1588.5,850000.0
1632.5,850000.0
1670.0,850000.0
1702.5,870000.0
1733.5,880000.0
1762.0,820000.0
1788.0,840000.0
1813.5,850000.0
1838.5,850000.0
1861.0,840000.0
1884.5,860000.0
1907.0,860000.0
1925.0,840000.0
1940.0,860000.0
1953.5,840000.0
1967.5,850000.0
1981.5,860000.0
1995.0,840000.0
2009.5,870000.0
2024.0,880000.0
2038.5,810000.0
2053.5,860000.0
2067.5,850000.0
2082.0,850000.0
2097.5,830000.0
2112.0,840000.0
2126.5,870000.0
2138.5,890000.0
2148.0,790000.0
2159.5,860000.0
2171.5,930000.0
2181.5,780000.0
2193.5,890000.0
2208.0,850000.0
2221.0,800000.0
2232.0,910000.0
2242.5,850000.0
2252.5,780000.0
2262.5,900000.0
2272.5,800000.0
2281.5,900000.0
2291.0,880000.0
2300.0,810000.0
2307.5,850000.0
2314.5,870000.0
2322.0,800000.0
2330.5,970000.0
2338.5,740000.0
2346.5,950000.0
2354.5,810000.0
2362.0,800000.0
2369.5,850000.0
2377.5,910000.0
2386.0,780000.0
2394.5,850000.0
2403.5,880000.0
2413.0,880000.0
2421.5,800000.0
2429.5,890000.0
2439.0,800000.0
2449.0,950000.0
2458.0,820000.0
2467.0,770000.0
2476.5,900000.0
2485.5,870000.0
2494.5,890000.0
2502.5,750000.0
2510.5,890000.0
2519.0,870000.0
2527.5,790000.0
2535.5,900000.0
2543.0,790000.0
2550.5,880000.0
2557.0,860000.0
2564.0,860000.0
2572.5,880000.0
2581.5,810000.0
2590.5,810000.0
2600.0,940000.0
2610.5,810000.0
2620.5,790000.0
2631.5,900000.0
2644.0,840000.0
2656.5,870000.0
2670.0,820000.0
2685.5,820000.0
2702.5,850000.0
2720.5,850000.0
2741.5,890000.0
2768.5,820000.0
2799.5,860000.0
2837.5,830000.0
2893.5,850000.0
2969.5,850000.0
3100.0,850000.0
3192.5,20000.0
