,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2508.0,2459.0,2553.0,47.0
2017-06-16,2616.0,2558.0,2701.0,71.5
2017-06-28,2834.0,2784.0,2919.0,67.5
2017-07-10,3063.0,3002.0,3162.0,80.0
2017-07-22,3100.0,3048.0,3197.0,74.5
2017-08-03,3148.0,3108.0,3181.0,36.5
2017-08-15,3046.0,2992.0,3111.0,59.5
2017-08-27,2797.0,2734.0,2901.0,83.5
2017-09-08,2279.0,1617.0,2606.0,494.5
2017-09-20,2132.0,1432.0,2413.0,490.5
2017-10-02,2044.0,1367.0,2320.0,476.5
2017-10-14,1933.0,1347.0,2166.0,409.5
2017-10-26,1869.0,1347.0,2084.0,368.5
2017-11-07,1776.0,1346.0,1976.0,315.0
2017-11-19,1675.0,1346.0,1857.0,255.5
2017-12-01,1567.0,1345.0,1720.0,187.5
2017-12-13,1437.0,1345.0,1509.0,82.0
2017-12-25,1352.0,1345.0,1367.0,11.0
2018-01-06,1348.0,1345.0,1351.0,3.0
2018-01-18,1345.0,1345.0,1345.0,0.0
2018-01-30,1345.0,1345.0,1345.0,0.0
2018-02-11,1345.0,1345.0,1345.0,0.0
2018-02-23,1345.0,1345.0,1346.0,0.5
2018-03-07,1345.0,1345.0,1346.0,0.5
2018-03-19,1345.0,1345.0,1345.0,0.0
2018-03-31,1345.0,1345.0,1345.0,0.0
2018-04-12,1345.0,1345.0,1346.0,0.5
2018-04-24,1345.0,1345.0,1347.0,1.0
2018-05-06,1345.0,1345.0,1345.0,0.0
2018-05-18,1482.0,1393.0,1557.0,82.0
2018-05-30,1795.0,1647.0,1914.0,133.5
2018-06-11,2499.0,2440.0,2552.0,56.0
2018-06-23,2678.0,2630.0,2748.0,59.0
2018-07-05,2923.0,2851.0,3029.0,89.0
2018-07-17,2769.0,2716.0,2850.0,67.0
2018-07-29,3063.0,2995.0,3196.0,100.5
2018-08-10,3029.0,2952.0,3151.0,99.5
2018-08-22,3063.0,2997.0,3180.0,91.5
2018-09-03,2721.0,2645.0,2898.0,126.5
2018-09-15,2307.0,1729.0,2640.0,455.5
2018-09-27,2200.0,1444.0,2519.0,537.5
2018-10-09,2093.0,1356.0,2375.0,509.5
2018-10-21,1979.0,1357.0,2244.0,443.5
2018-11-02,1843.0,1349.0,2049.0,350.0
2018-11-14,1707.0,1349.0,1897.0,274.0
2018-11-26,1534.0,1345.0,1673.0,164.0
2018-12-08,1430.0,1345.0,1495.0,75.0
2018-12-20,1356.0,1345.0,1378.0,16.5
2019-01-01,1347.0,1345.0,1349.0,2.0
2019-01-13,1345.0,1345.0,1347.0,1.0
2019-01-25,1345.0,1345.0,1346.0,0.5
2019-02-06,1345.0,1345.0,1347.0,1.0
2019-02-18,1346.0,1345.0,1348.0,1.5
2019-03-02,1346.0,1345.0,1349.0,2.0
