,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2617.0,2587.0,2661.0,37.0
2017-06-16,4905.0,4887.0,4937.0,25.0
2017-06-28,3075.0,2989.0,3159.0,85.0
2017-07-10,3410.0,3297.0,3584.0,143.5
2017-07-22,3668.0,3478.0,4001.0,261.5
2017-08-03,3574.0,3423.0,3870.0,223.5
2017-08-15,3455.0,3343.0,3664.0,160.5
2017-08-27,3264.0,3163.0,3408.0,122.5
2017-09-08,3133.0,3029.0,3241.0,106.0
2017-09-20,4937.0,4937.0,4937.0,0.0
2017-10-02,4937.0,4937.0,4937.0,0.0
2017-10-14,1851.0,1371.0,2271.0,450.0
2017-10-26,1541.0,1080.0,1830.0,375.0
2017-11-07,1267.0,1073.0,1404.0,165.5
2017-11-19,1130.0,1071.0,1150.0,39.5
2017-12-01,1090.0,1073.0,1111.0,19.0
2017-12-13,1078.0,1073.0,1087.0,7.0
2017-12-25,1076.0,1073.0,1078.0,2.5
2018-01-06,1076.0,1073.0,1078.0,2.5
2018-01-18,1073.0,1071.0,1076.0,2.5
2018-01-30,1071.0,1071.0,1071.0,0.0
2018-02-11,1076.0,1071.0,1078.0,3.5
2018-02-23,1073.0,1071.0,1076.0,2.5
2018-03-07,1071.0,1071.0,1073.0,1.0
2018-03-19,1076.0,1071.0,1078.0,3.5
2018-03-31,1076.0,1073.0,1078.0,2.5
2018-04-12,1076.0,1071.0,1078.0,3.5
2018-04-24,1080.0,1073.0,1092.0,9.5
2018-05-06,1186.0,1090.0,1253.0,81.5
2018-05-18,1834.0,1764.0,1919.0,77.5
2018-05-30,2096.0,2045.0,2138.0,46.5
2018-06-11,2533.0,2482.0,2576.0,47.0
2018-06-23,2899.0,2839.0,2970.0,65.5
2018-07-05,3220.0,3098.0,3404.0,153.0
2018-07-17,2924.0,2863.0,2995.0,66.0
2018-07-29,3561.0,3443.0,3770.0,163.5
2018-08-10,3503.0,3438.0,3608.0,85.0
2018-08-22,3387.0,3331.0,3436.0,52.5
2018-09-03,3185.0,3101.0,3286.0,92.5
2018-09-15,3174.0,3108.0,3246.0,69.0
2018-09-27,3054.0,2967.0,3145.0,89.0
2018-10-09,2968.0,2883.0,3075.0,96.0
2018-10-21,2905.0,2815.0,3011.0,98.0
2018-11-02,1757.0,1078.0,2224.0,573.0
2018-11-14,1611.0,1078.0,1994.0,458.0
2018-11-26,1444.0,1071.0,1663.0,296.0
2018-12-08,1203.0,1073.0,1302.0,114.5
2018-12-20,1135.0,1076.0,1160.0,42.0
2019-01-01,1088.0,1073.0,1108.0,17.5
2019-01-13,1076.0,1073.0,1078.0,2.5
2019-01-25,1071.0,1071.0,1073.0,1.0
2019-02-06,1078.0,1071.0,1080.0,4.5
2019-02-18,1073.0,1071.0,1076.0,2.5
2019-03-02,1087.0,1071.0,1098.0,13.5
2019-03-14,1087.0,1071.0,1098.0,13.5
2019-03-26,1087.0,1073.0,1104.0,15.5
2019-04-07,1087.0,1071.0,1098.0,13.5
2019-04-19,1096.0,1071.0,1119.0,24.0
2019-05-01,1129.0,1073.0,1148.0,37.5
2019-05-13,1156.0,1073.0,1203.0,65.0
2019-05-25,2446.0,2355.0,2537.0,91.0
2019-06-06,2576.0,2510.0,2618.0,54.0
2019-06-18,2941.0,2854.0,3046.0,96.0
2019-06-30,3927.0,3809.0,4069.0,130.0
2019-07-12,3913.0,3753.0,4183.0,215.0
2019-07-24,3960.0,3809.0,4297.0,244.0
2019-08-05,4096.0,3970.0,4430.0,230.0
2019-08-17,3892.0,3761.0,4052.0,145.5
2019-08-29,3627.0,3496.0,3823.0,163.5
2019-09-10,3230.0,3061.0,3521.0,230.0
2019-09-22,2914.0,2692.0,3230.0,269.0
2019-10-04,2335.0,1679.0,2765.0,543.0
2019-10-16,1682.0,1080.0,2103.0,511.5
2019-10-28,2620.0,2511.0,2793.0,141.0
2019-11-09,1349.0,1078.0,1533.0,227.5
2019-11-21,1264.0,1073.0,1398.0,162.5
2019-12-03,1205.0,1078.0,1307.0,114.5
2019-12-15,1182.0,1071.0,1249.0,89.0
2019-12-27,1160.0,1076.0,1213.0,68.5
2020-01-08,1133.0,1076.0,1156.0,40.0
2020-01-20,1096.0,1071.0,1119.0,24.0
2020-02-01,1080.0,1071.0,1090.0,9.5
2020-02-13,1078.0,1071.0,1080.0,4.5
2020-02-25,1078.0,1073.0,1087.0,7.0
2020-03-08,1078.0,1073.0,1087.0,7.0
