,snowline_area_m2,snowline_area_min_m2,snowline_area_max_m2,snowline_area_diff_mean_m2
2023-03-29,0,0,0,0.0
2023-04-10,0,0,0,0.0
2023-04-22,0,0,0,0.0
2023-05-04,10000,10000,10000,0.0
2023-05-16,5020000,4640000,7640000,1500000.0
2023-05-28,9270000,8020000,16060000,4020000.0
2023-06-09,14910000,12970000,44570000,15800000.0
2023-06-21,24650000,21340000,37250000,7955000.0
2023-07-03,33460000,30470000,44050000,6790000.0
2023-07-15,38200000,34670000,42870000,4100000.0
2023-07-27,43820000,38340000,50430000,6045000.0
2023-08-08,44290000,38740000,51250000,6255000.0
2023-09-01,43200000,37520000,55880000,9180000.0
2023-09-13,26430000,23760000,89340000,32790000.0
2023-09-25,86420000,83590000,129880000,23145000.0
2023-10-07,6500000,4970000,38030000,16530000.0
2023-10-19,27730000,26810000,115780000,44485000.0
2023-10-31,1530000,1530000,1530000,0.0
2023-11-12,330000,330000,330000,0.0
2023-11-24,100000,100000,100000,0.0
2023-12-06,30000,30000,30000,0.0
2023-12-18,10000,10000,10000,0.0
2023-12-30,10000,10000,10000,0.0
2024-01-11,0,0,0,0.0
2024-02-16,0,0,0,0.0
2024-02-28,0,0,0,0.0
2024-03-11,0,0,0,0.0
2024-03-23,0,0,0,0.0
2024-04-04,0,0,0,0.0
2024-04-16,0,0,0,0.0
2024-04-28,30000,30000,30000,0.0
2024-05-10,140000,140000,140000,0.0
2024-05-22,13760000,10300000,21580000,5640000.0
2024-06-03,18730000,16270000,31460000,7595000.0
2024-06-15,24590000,22220000,53290000,15535000.0
2024-06-27,35530000,32460000,51530000,9535000.0
2024-07-09,39060000,34950000,44940000,4995000.0
2024-07-21,46880000,40950000,54770000,6910000.0
2024-08-02,36360000,32260000,46750000,7245000.0
2024-08-14,44810000,36010000,61040000,12515000.0
2024-08-26,51680000,31620000,88400000,28390000.0
2024-09-07,49210000,36220000,113570000,38675000.0
2024-09-19,46380000,37780000,107630000,34925000.0
2024-10-01,89660000,89290000,119030000,14870000.0
2024-10-25,480000,480000,480000,0.0
2024-11-06,260000,260000,260000,0.0
2024-11-18,0,0,0,0.0
2024-11-30,0,0,0,0.0
2024-12-12,0,0,0,0.0
2024-12-24,30000,30000,30000,0.0
