,melt_extent_elev_m,melt_extent_elev_min_m,melt_extent_elev_max_m,melt_extent_elev_diff_mean_m
2017-06-04,2861.0,2757.0,2958.0,100.5
2017-06-16,2999.0,2912.0,3061.0,74.5
2017-06-28,3263.0,3219.0,3314.0,47.5
2017-07-10,3466.0,3415.0,3522.0,53.5
2017-07-22,3625.0,3558.0,3696.0,69.0
2017-08-03,3777.0,3704.0,3847.0,71.5
2017-08-15,3628.0,3578.0,3684.0,53.0
2017-08-27,3493.0,3428.0,3560.0,66.0
2017-09-08,3334.0,3227.0,3465.0,119.0
2017-09-20,3084.0,2675.0,3326.0,325.5
2017-10-02,2738.0,2419.0,3203.0,392.0
2017-10-14,1980.0,1484.0,2417.0,466.5
2017-10-26,1548.0,1180.0,1840.0,330.0
2017-11-07,1404.0,1191.0,1508.0,158.5
2017-11-19,1315.0,1191.0,1388.0,98.5
2017-12-01,1268.0,1180.0,1311.0,65.5
2017-12-13,1229.0,1191.0,1257.0,33.0
2017-12-25,1207.0,1180.0,1229.0,24.5
2018-01-06,4191.0,4191.0,4191.0,0.0
2018-01-18,1180.0,1180.0,1191.0,5.5
2018-01-30,1191.0,1180.0,1194.0,7.0
2018-02-11,1191.0,1180.0,1194.0,7.0
2018-02-23,1180.0,1180.0,1191.0,5.5
2018-03-07,1180.0,1180.0,1191.0,5.5
2018-03-19,1192.0,1180.0,1202.0,11.0
2018-03-31,1192.0,1180.0,1202.0,11.0
2018-04-12,1191.0,1180.0,1194.0,7.0
2018-04-24,1280.0,1200.0,1329.0,64.5
2018-05-06,1411.0,1373.0,1442.0,34.5
2018-05-18,1939.0,1901.0,1971.0,35.0
2018-05-30,2051.0,1978.0,2119.0,70.5
2018-06-11,2836.0,2755.0,2923.0,84.0
2018-06-23,2978.0,2876.0,3059.0,91.5
2018-07-05,3481.0,3360.0,3613.0,126.5
2018-07-17,3184.0,3104.0,3247.0,71.5
2018-07-29,3767.0,3603.0,3908.0,152.5
2018-08-10,3698.0,3644.0,3756.0,56.0
2018-08-22,3493.0,3467.0,3521.0,27.0
2018-09-03,3357.0,3317.0,3397.0,40.0
2018-09-15,3278.0,3222.0,3335.0,56.5
2018-09-27,3039.0,2667.0,3264.0,298.5
2018-10-09,3168.0,3074.0,3240.0,83.0
2018-10-21,3160.0,3078.0,3219.0,70.5
2018-11-02,3095.0,3021.0,3166.0,72.5
