,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2021-12-16,440000,10000,890000,440000.0
2021-12-28,40000,0,90000,45000.0
2022-01-09,0,0,0,0.0
2022-01-21,0,0,10000,5000.0
2022-02-02,0,0,0,0.0
2022-02-14,20000,0,50000,25000.0
2022-02-26,0,0,0,0.0
2022-03-10,0,0,0,0.0
2022-03-22,0,0,0,0.0
2022-04-03,0,0,10000,5000.0
2022-04-15,0,0,10000,5000.0
2022-04-27,1100000,400000,1810000,705000.0
2022-05-09,5340000,4210000,6480000,1135000.0
2022-05-21,7040000,3820000,10260000,3220000.0
2022-06-02,23200000,22620000,23800000,590000.0
2022-06-14,24430000,23930000,24930000,500000.0
2022-06-26,27340000,26900000,27770000,435000.0
2022-07-08,31740000,31170000,32310000,570000.0
2022-07-20,31510000,31180000,31840000,330000.0
2022-08-01,30630000,30360000,30900000,270000.0
2022-08-13,30140000,29890000,30390000,250000.0
2022-08-25,29470000,29010000,29920000,455000.0
2022-09-06,28840000,28160000,29520000,680000.0
2022-09-18,27900000,26800000,29000000,1100000.0
2022-09-30,26080000,23950000,28210000,2130000.0
2022-10-12,21320000,15980000,26650000,5335000.0
2022-10-24,22500000,18780000,26230000,3725000.0
2022-11-05,25820000,24710000,26950000,1120000.0
2022-11-17,24900000,23870000,25930000,1030000.0
2022-11-29,25170000,24510000,25830000,660000.0
2022-12-11,6010000,10000,12030000,6010000.0
2022-12-23,4510000,10000,9030000,4510000.0
2023-01-04,3100000,10000,6210000,3100000.0
2023-01-16,1570000,10000,3150000,1570000.0
2023-01-28,590000,0,1190000,595000.0
2023-02-09,60000,0,130000,65000.0
2023-02-21,30000,0,70000,35000.0
2023-03-05,20000,0,50000,25000.0
2023-03-17,40000,0,90000,45000.0
2023-03-29,0,0,0,0.0
2023-04-10,100000,10000,210000,100000.0
2023-04-22,70000,0,150000,75000.0
2023-05-04,1520000,950000,2100000,575000.0
2023-05-16,4900000,3140000,6670000,1765000.0
2023-05-28,13500000,12370000,14620000,1125000.0
2023-06-09,21360000,20340000,22380000,1020000.0
2023-06-21,26950000,25930000,27970000,1020000.0
2023-07-03,27410000,26130000,28700000,1285000.0
2023-07-15,32350000,31790000,32920000,565000.0
2023-07-27,32940000,32660000,33210000,275000.0
2023-08-08,33080000,32790000,33380000,295000.0
2023-09-01,31680000,31340000,32020000,340000.0
2023-09-13,30580000,30210000,30950000,370000.0
2023-09-25,28750000,27030000,30470000,1720000.0
2023-10-07,25300000,20610000,29990000,4690000.0
2023-10-19,28940000,27930000,29940000,1005000.0
2023-10-31,28650000,27730000,29570000,920000.0
2023-11-12,28060000,26900000,29220000,1160000.0
2023-11-24,27300000,26120000,28470000,1175000.0
2023-12-06,26730000,25400000,28060000,1330000.0
2023-12-18,2840000,0,5690000,2845000.0
2023-12-30,2010000,0,4030000,2015000.0
2024-01-11,1290000,0,2590000,1295000.0
2024-02-16,440000,10000,890000,440000.0
2024-02-28,190000,20000,390000,185000.0
2024-03-11,130000,10000,270000,130000.0
2024-03-23,120000,0,250000,125000.0
2024-04-04,110000,0,230000,115000.0
2024-04-16,160000,10000,330000,160000.0
2024-04-28,570000,20000,1150000,565000.0
2024-05-10,1460000,10000,2930000,1460000.0
2024-05-22,8160000,5760000,10550000,2395000.0
2024-06-03,13820000,12490000,15150000,1330000.0
2024-06-15,23900000,23390000,24420000,515000.0
2024-06-27,29210000,28500000,29930000,715000.0
2024-07-09,30850000,30390000,31320000,465000.0
2024-07-21,29340000,28620000,30050000,715000.0
2024-08-02,29660000,29200000,30120000,460000.0
2024-08-14,30890000,30360000,31420000,530000.0
2024-08-26,30130000,29720000,30550000,415000.0
2024-09-07,28630000,27780000,29480000,850000.0
2024-09-19,26880000,25170000,28600000,1715000.0
2024-10-01,23380000,19510000,27260000,3875000.0
2024-10-25,26160000,25140000,27170000,1015000.0
2024-11-06,5590000,20000,11170000,5575000.0
2024-11-18,3030000,20000,6070000,3025000.0
2024-11-30,1410000,0,2830000,1415000.0
2024-12-12,830000,0,1670000,835000.0
2024-12-24,440000,10000,890000,440000.0
