,melt_extent_area_m2,melt_extent_area_min_m2,melt_extent_area_max_m2,melt_extent_area_diff_mean_m2
2017-06-04,22980000,22280000,23680000,700000.0
2017-06-16,23990000,23360000,24620000,630000.0
2017-06-28,27120000,26420000,27830000,705000.0
2017-07-10,29630000,29060000,30200000,570000.0
2017-07-22,31300000,30550000,32060000,755000.0
2017-08-03,32830000,32130000,33530000,700000.0
2017-08-15,31340000,30770000,31920000,575000.0
2017-08-27,29910000,29220000,30580000,680000.0
2017-09-08,28100000,26570000,29620000,1525000.0
2017-09-20,24820000,21650000,27990000,3170000.0
2017-10-02,22180000,18150000,26210000,4030000.0
2017-10-14,10680000,3250000,18110000,7430000.0
2017-10-26,4710000,0,9430000,4715000.0
2017-11-07,1900000,10000,3810000,1900000.0
2017-11-19,860000,10000,1730000,860000.0
2017-12-01,400000,0,810000,405000.0
2017-12-13,160000,10000,330000,160000.0
2017-12-25,70000,0,150000,75000.0
2018-01-06,37770000,37770000,37770000,0.0
2018-01-18,0,0,10000,5000.0
2018-01-30,10000,0,30000,15000.0
2018-02-11,10000,0,30000,15000.0
2018-02-23,0,0,10000,5000.0
2018-03-07,0,0,10000,5000.0
2018-03-19,20000,0,50000,25000.0
2018-03-31,20000,0,50000,25000.0
2018-04-12,10000,0,30000,15000.0
2018-04-24,500000,40000,970000,465000.0
2018-05-06,2030000,1520000,2550000,515000.0
2018-05-18,10290000,10000000,10580000,290000.0
2018-05-30,11350000,10640000,12070000,715000.0
2018-06-11,22820000,22260000,23400000,570000.0
2018-06-23,23840000,23110000,24570000,730000.0
2018-07-05,29790000,28430000,31160000,1365000.0
2018-07-17,25950000,25040000,26870000,915000.0
2018-07-29,32730000,31060000,34410000,1675000.0
2018-08-10,32070000,31520000,32620000,550000.0
2018-08-22,29920000,29650000,30190000,270000.0
2018-09-03,28370000,27860000,28870000,505000.0
2018-09-15,27310000,26500000,28120000,810000.0
2018-09-27,24350000,21560000,27140000,2790000.0
2018-10-09,25740000,24730000,26750000,1010000.0
2018-10-21,25610000,24770000,26430000,830000.0
2018-11-02,24940000,24180000,25710000,765000.0
2018-11-14,3730000,0,7470000,3735000.0
2018-11-26,1580000,20000,3170000,1575000.0
2018-12-08,310000,10000,630000,310000.0
2018-12-20,70000,0,150000,75000.0
2019-01-01,0,0,10000,5000.0
2019-01-13,0,0,0,0.0
2019-01-25,0,0,0,0.0
2019-02-06,0,0,0,0.0
2019-02-18,0,0,0,0.0
2019-03-02,0,0,0,0.0
2019-03-14,0,0,0,0.0
2019-03-26,10000,0,30000,15000.0
2019-04-07,0,0,0,0.0
2019-04-19,60000,10000,120000,55000.0
2019-05-01,260000,0,530000,265000.0
2019-05-13,1050000,0,2110000,1055000.0
2019-05-25,21660000,20970000,22360000,695000.0
2019-06-06,22240000,21760000,22720000,480000.0
2019-06-18,24460000,24000000,24940000,470000.0
2019-06-30,32360000,31690000,33040000,675000.0
2019-07-12,34560000,34200000,34920000,360000.0
2019-07-24,33600000,33290000,33920000,315000.0
2019-08-05,33820000,33570000,34080000,255000.0
2019-08-17,33350000,33150000,33560000,205000.0
2019-08-29,30420000,29120000,31710000,1295000.0
2019-09-10,29500000,28310000,30690000,1190000.0
2019-09-22,26170000,22880000,29460000,3290000.0
2019-10-04,22460000,19520000,25410000,2945000.0
2019-10-16,14890000,12070000,17720000,2825000.0
2019-10-28,19620000,18770000,20490000,860000.0
2019-11-09,1210000,20000,2430000,1205000.0
2019-11-21,610000,0,1230000,615000.0
2019-12-03,370000,0,750000,375000.0
2019-12-15,210000,0,430000,215000.0
2019-12-27,180000,10000,370000,180000.0
2020-01-08,50000,0,110000,55000.0
2020-01-20,60000,0,130000,65000.0
2020-02-01,0,0,10000,5000.0
2020-02-13,0,0,10000,5000.0
2020-02-25,0,0,10000,5000.0
2020-03-08,0,0,10000,5000.0
2020-03-20,0,0,0,0.0
2020-04-01,0,0,0,0.0
2020-04-13,0,0,10000,5000.0
2020-04-25,7030000,6580000,7480000,450000.0
2020-05-07,6190000,5120000,7260000,1070000.0
2020-05-19,18090000,16630000,19560000,1465000.0
2020-05-31,22150000,21580000,22730000,575000.0
2020-06-12,22800000,22390000,23210000,410000.0
2020-06-24,24340000,23920000,24770000,425000.0
2020-07-06,28410000,27880000,28950000,535000.0
2020-07-18,26410000,25940000,26890000,475000.0
2020-07-30,29960000,29520000,30390000,435000.0
2020-08-11,25940000,25440000,26440000,500000.0
2020-08-23,25200000,24630000,25770000,570000.0
2020-09-04,24500000,24010000,24990000,490000.0
2020-09-16,23640000,22970000,24310000,670000.0
2020-09-28,21760000,20090000,23430000,1670000.0
2020-10-10,21730000,20420000,23050000,1315000.0
2020-10-22,22770000,22470000,23090000,310000.0
2020-11-03,5340000,20000,10660000,5320000.0
2020-11-15,4320000,0,8640000,4320000.0
2020-11-27,3260000,10000,6530000,3260000.0
2020-12-09,1770000,0,3550000,1775000.0
2020-12-21,460000,30000,930000,450000.0
2021-01-02,60000,0,130000,65000.0
2021-01-14,10000,0,30000,15000.0
2021-01-26,0,0,0,0.0
2021-02-07,0,0,10000,5000.0
2021-02-19,0,0,10000,5000.0
2021-03-03,0,0,0,0.0
2021-03-15,0,0,0,0.0
2021-03-27,0,0,0,0.0
2021-04-08,0,0,10000,5000.0
2021-04-20,2800000,1260000,4330000,1535000.0
2021-05-02,4050000,720000,7370000,3325000.0
2021-05-14,3980000,600000,7380000,3390000.0
2021-05-26,11880000,10730000,13030000,1150000.0
2021-06-07,17420000,16180000,18660000,1240000.0
2021-06-19,24350000,23870000,24840000,485000.0
2021-07-01,25520000,25080000,25970000,445000.0
2021-07-13,24720000,24200000,25230000,515000.0
2021-07-25,31650000,31150000,32160000,505000.0
2021-08-06,32220000,31710000,32720000,505000.0
2021-08-18,30760000,30390000,31150000,380000.0
2021-08-30,29470000,28860000,30070000,605000.0
2021-09-11,28560000,27850000,29270000,710000.0
2021-09-23,26050000,24140000,27970000,1915000.0
2021-10-05,25960000,24820000,27110000,1145000.0
2021-10-17,25260000,24270000,26260000,995000.0
2021-10-29,6980000,20000,13950000,6965000.0
2021-11-10,4980000,10000,9970000,4980000.0
2021-11-22,3240000,0,6490000,3245000.0
